method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,100,0,1.0,0.07532908250920159,-0.7904218042299612,0.00312623715386039,0.0053995174990383405,0.00085295680868244
Debias,2,100,0,1.0,,-0.7904218042299612,0.0008272128136473886,0.0016493320696261673,5.093557668609824e-06
Classical,2,100,0,1.0,,-0.7904218042299612,0.007801658712016777,0.013151794753356146,0.0024515226706774062
PPI,2,100,1,1.0,0.1035975988580041,-0.7904218042299612,0.00515192692730236,0.0060567367458037955,0.004247117108800925
Debias,2,100,1,1.0,,-0.7904218042299612,0.0006913763438578373,0.0013822371621664037,5.155255492710641e-07
Classical,2,100,1,1.0,,-0.7904218042299612,0.010444184425279005,0.010571309179858546,0.010317059670699465
PPI,2,100,2,1.0,0.0551012156255796,-0.7904218042299612,0.00375447686060622,0.0074654476843248685,4.350603688757147e-05
Debias,2,100,2,1.0,,-0.7904218042299612,0.0002737138685718798,0.0004508369534938979,9.659078364986175e-05
Classical,2,100,2,1.0,,-0.7904218042299612,0.003084544946044012,0.005643622366432025,0.0005254675256559983
PPI,2,100,3,1.0,0.006372607189925583,-0.7904218042299612,0.0028924004803430937,0.00563153052644705,0.0001532704342391375
Debias,2,100,3,1.0,,-0.7904218042299612,0.00047252496901667467,0.0006441880526106206,0.00030086188542272877
Classical,2,100,3,1.0,,-0.7904218042299612,0.002894576156362084,0.005650808466202704,0.00013834384652146436
PPI,2,100,4,1.0,0.059461127484408766,-0.7904218042299612,0.01013162530425842,0.019839656765574656,0.0004235938429421844
Debias,2,100,4,1.0,,-0.7904218042299612,0.0007534434392365406,0.0014745388339278333,3.234804454524781e-05
Classical,2,100,4,1.0,,-0.7904218042299612,0.008070555723359716,0.014684008387939854,0.001457103058779579
PPI,2,100,5,1.0,0.11974889305951328,-0.7904218042299612,0.004127737869349735,0.0058366313831485,0.0024188443555509696
Debias,2,100,5,1.0,,-0.7904218042299612,0.0014829124380016062,0.0018629477655183458,0.0011028771104848669
Classical,2,100,5,1.0,,-0.7904218042299612,0.004318247192746778,0.007125158484694428,0.0015113359007991268
PPI,2,100,6,1.0,0.17008548593046496,-0.7904218042299612,0.02764113565400504,0.05425995540234011,0.0010223159056699683
Debias,2,100,6,1.0,,-0.7904218042299612,0.6474519014217289,0.7764279354764967,0.5184758673669612
Classical,2,100,6,1.0,,-0.7904218042299612,0.020077783278102904,0.03185497316970808,0.008300593386497725
PPI,2,100,7,1.0,0.21565699777272404,-0.7904218042299612,0.016062660362630626,0.03154623270864638,0.0005790880166148773
Debias,2,100,7,1.0,,-0.7904218042299612,0.1274017977652249,0.25418852154693294,0.0006150739835168301
Classical,2,100,7,1.0,,-0.7904218042299612,0.00203973111444757,0.0037352750978979737,0.0003441871309971661
PPI,2,100,8,1.0,0.02146380101369338,-0.7904218042299612,0.0246023071917175,0.028517924698253427,0.02068668968518157
Debias,2,100,8,1.0,,-0.7904218042299612,0.0004645650836664101,0.000879327607094495,4.980256023832531e-05
Classical,2,100,8,1.0,,-0.7904218042299612,0.025467770152599035,0.02801663913046503,0.02291890117473304
PPI,2,100,9,1.0,0.027410040172893946,-0.7904218042299612,0.0116120758420881,0.014546272076101893,0.008677879608074307
Debias,2,100,9,1.0,,-0.7904218042299612,0.000699768216735253,0.001358510333263233,4.102610020727297e-05
Classical,2,100,9,1.0,,-0.7904218042299612,0.01313695919249421,0.01671357698749049,0.00956034139749793
PPI,2,100,10,1.0,0.11249859295948615,-0.7904218042299612,0.010356132968719848,0.0202276964048268,0.0004845695326128964
Debias,2,100,10,1.0,,-0.7904218042299612,2.7037312623764748e-05,5.248081351211083e-05,1.5938117354186647e-06
Classical,2,100,10,1.0,,-0.7904218042299612,0.004177229264448982,0.005680570224555281,0.0026738883043426836
PPI,2,100,11,1.0,0.0894641567559401,-0.7904218042299612,0.004611145441891526,0.008165321728770289,0.001056969155012763
