method,p,n,ratio,trial,std,lower,upper,coverage,error,width
PPI,50,10,0.2,25,0.1,-0.40276623199073047,0.6009072572507138,1,0.05028511603574446,1.0036734892414443
PPI,50,10,0.2,26,0.1,-0.030690281675515137,0.1118882775256915,1,0.008186398669159024,0.14257855920120663
PPI,50,10,0.2,27,0.1,-1.0530209492382623,0.8688514162098928,1,0.14087016310843195,1.921872365448155
PPI,50,10,0.2,28,0.1,-0.07510568533212855,-0.01559167658705704,0,0.09413407755384001,0.05951400874507151
PPI,50,10,0.2,29,0.1,-0.4457037871417309,0.6563557740158463,1,0.056540596842810494,1.1020595611575772
PPI,20,10,0.5,0,0.1,-0.4614477182552947,0.7423106541340061,1,0.09164607134510849,1.2037583723893008
PPI,20,10,0.5,1,0.1,-0.06747643883774064,-0.011109538004232034,0,0.08807838501523355,0.05636690083350861
PPI,20,10,0.5,2,0.1,-0.07786290011248465,0.06086556415968606,1,0.0572840645706465,0.1387284642721707
PPI,20,10,0.5,3,0.1,-0.10033038076870923,-0.06410742242365425,0,0.13100429819042894,0.036222958345054984
PPI,20,10,0.5,4,0.1,0.2610994612238282,0.468535166083073,0,0.3160319170592034,0.20743570485924478
PPI,20,10,0.5,5,0.1,-0.1784570447678708,0.10371486520378101,1,0.08615648637629211,0.2821719099716518
PPI,20,10,0.5,6,0.1,-0.28843079237423275,0.5603548255184488,1,0.08717661997786083,0.8487856178926816
PPI,20,10,0.5,7,0.1,-0.41723037627086634,0.1442783977743989,1,0.18526138584248095,0.5615087740452652
PPI,20,10,0.5,8,0.1,-0.31278467761293305,-0.20610418930192298,0,0.3082298300516752,0.10668048831101007
PPI,20,10,0.5,9,0.1,0.07043699182715146,0.6517267150599628,0,0.31229645684930996,0.5812897232328114
PPI,20,10,0.5,10,0.1,-0.7695080622700449,0.45767864330056673,1,0.20470010607898628,1.2271867055706116
PPI,20,10,0.5,11,0.1,-0.18391993073173302,-0.05617020262748987,0,0.16883046327385864,0.12774972810424315
PPI,20,10,0.5,12,0.1,-0.568852954122756,0.4490394532660715,1,0.1086921470225895,1.0178924073888276
PPI,20,10,0.5,13,0.1,-0.747667769449052,0.8798327393532334,1,0.017297088357843472,1.6275005088022854
PPI,20,10,0.5,14,0.1,-0.27202447577133865,0.5789414830009987,1,0.1046731070205828,0.8509659587723373
PPI,20,10,0.5,15,0.1,-0.4749717807992502,0.22140148753005687,1,0.17557054322884388,0.696373268329307
PPI,20,10,0.5,16,0.1,0.040757253908621255,0.09555267728998931,1,0.019369569005058075,0.05479542338136806
PPI,20,10,0.5,17,0.1,-0.4171355557774518,0.27493211227228537,1,0.11988711834683044,0.6920676680497372
PPI,20,10,0.5,18,0.1,0.06557845710188684,0.35376715008664406,0,0.16088740700001822,0.28818869298475724
PPI,20,10,0.5,19,0.1,-0.2646049236462211,0.3259170597931945,1,0.01812932852076051,0.5905219834394156
PPI,20,10,0.5,20,0.1,-0.07355453139059452,0.19644482719073614,1,0.0126597513058236,0.2699993585813307
PPI,20,10,0.5,21,0.1,0.027949667730052544,0.1772094316003585,1,0.05379415307095831,0.14925976387030598
PPI,20,10,0.5,22,0.1,-0.4112230897618775,0.005901149369094499,0,0.2514463667906387,0.41712423913097196
PPI,20,10,0.5,23,0.1,-0.5850142786064326,0.49092707362632526,1,0.0958289990843009,1.0759413522327579
PPI,20,10,0.5,24,0.1,-0.4298933110317004,0.12789676216482254,1,0.19978367102768615,0.557790073196523
PPI,20,10,0.5,25,0.1,-0.23442836651234283,-0.21715902730781828,0,0.27457909350432774,0.01726933920452456
PPI,20,10,0.5,26,0.1,-0.070906690495253,0.1622600990805244,1,0.003108692301611503,0.2331667895757774
PPI,20,10,0.5,27,0.1,0.04505677470984544,0.13383315965560028,1,0.04065957058847564,0.08877638494575484
PPI,20,10,0.5,28,0.1,0.05534410281170851,0.09154690287718933,0,0.024660106250201715,0.03620280006548082
PPI,20,10,0.5,29,0.1,0.042786009067500186,0.39401239991468945,1,0.1696138078968476,0.35122639084718926
PPI,12,10,0.8,0,0.1,0.17371917968218348,0.31639580628452063,0,0.19627209638910484,0.14267662660233715
PPI,12,10,0.8,1,0.1,-0.1435881125970649,0.4330396259440807,1,0.09594036007926068,0.5766277385411456
PPI,12,10,0.8,2,0.1,0.47821389538535564,0.5394016419347964,0,0.46002237206582886,0.061187746549440813
PPI,12,10,0.8,3,0.1,-0.5822750690031414,-0.5783097614579796,0,0.6290778118248077,0.003965307545161778
PPI,12,10,0.8,4,0.1,-0.07200289790648728,0.04077260853786883,0,0.06440054127855643,0.1127755064443561
PPI,12,10,0.8,5,0.1,-0.5977257914707899,-0.19901446439521012,0,0.44715552452724716,0.39871132707557977
PPI,12,10,0.8,6,0.1,0.7358567401335342,0.9018927006314906,0,0.7700893237882652,0.16603596049795644
PPI,12,10,0.8,7,0.1,-0.08542102957391029,-0.031880586964084585,0,0.10743620486324465,0.053540442609825704
PPI,12,10,0.8,8,0.1,0.006568634314513114,0.24194991242546265,1,0.07547387677574066,0.23538127811094955
PPI,12,10,0.8,9,0.1,0.0737206309649873,0.46207633076340116,0,0.219113084269947,0.3883556997984139
PPI,12,10,0.8,10,0.1,-0.023093523798015436,0.4438347360946634,1,0.16158520955407676,0.46692825989267883
PPI,12,10,0.8,11,0.1,0.1382096647186512,0.38988255158452917,0,0.21526071155734297,0.25167288686587796
PPI,12,10,0.8,12,0.1,-0.4439734612030797,-0.3455082272953759,0,0.443526240843475,0.09846523390770379
PPI,12,10,0.8,13,0.1,0.14193729116715587,0.1958007168129683,0,0.12008360739581486,0.053863425645812424
PPI,12,10,0.8,14,0.1,-0.4488965726335523,-0.25452808003486405,0,0.40049772292845537,0.19436849259868827
PPI,12,10,0.8,15,0.1,0.08249535846807739,0.2886807709850537,0,0.1368026681323183,0.2061854125169763
PPI,12,10,0.8,16,0.1,1.8616712492947207,1.864145052571756,0,1.814122754338991,0.0024738032770352802
PPI,12,10,0.8,17,0.1,-0.14062622460294125,-0.05230608278234203,0,0.14525155028688885,0.08832014182059922
PPI,12,10,0.8,18,0.1,-0.3325780909032539,-0.3208020395178656,0,0.37547546180480695,0.011776051385388286
PPI,12,10,0.8,19,0.1,-0.08756599014454086,0.8981791217843349,1,0.3565211692256498,0.9857451119288758
PPI,12,10,0.8,20,0.1,0.19242805366683527,0.23019249978178194,0,0.1625248801300614,0.03776444611494667
PPI,12,10,0.8,21,0.1,0.5769997520229143,0.7261422415120115,0,0.6027856001732157,0.14914248948909714
PPI,12,10,0.8,22,0.1,-1.5665439359874787,-1.510011056136012,0,1.5870628926559927,0.0565328798514666
PPI,12,10,0.8,23,0.1,-0.04753904811983719,-0.02974711653417144,0,0.08742847892125152,0.01779193158566575
PPI,12,10,0.8,24,0.1,-0.743411201690725,-0.4462872183458711,0,0.6436346066125452,0.29712398334485396
PPI,12,10,0.8,25,0.1,-0.06668299459636223,0.3294766354914712,1,0.08261142385330728,0.39615963008783345
PPI,12,10,0.8,26,0.1,0.549517801898828,0.8395730246308231,0,0.6457600166705784,0.290055222731995
PPI,12,10,0.8,27,0.1,0.38443937268552325,0.4538120207507101,0,0.3703403001238695,0.06937264806518684
PPI,12,10,0.8,28,0.1,0.11817539098579688,0.12922066879093652,0,0.07491263329411949,0.011045277805139642
PPI,12,10,0.8,29,0.1,-0.8905144309346318,-0.47495425248245926,0,0.7315197383027927,0.4155601784521725
PPI,10,10,1.0,0,0.1,-1.1735021459893002,-1.1530505364242858,0,1.2120617378010403,0.02045160956501446
Classical,10,10,1.0,0,0.1,-1.1620893963151515,-1.162089396315144,0,1.210874792909395,7.549516567451064e-15
PPI,10,10,1.0,1,0.1,-0.5245905517168445,-0.5242283201562083,0,0.5731948325307736,0.00036223156063619477
Classical,10,10,1.0,1,0.1,-0.524411248507257,-0.5244112485072521,0,0.5731966451015017,4.884981308350689e-15
PPI,10,10,1.0,2,0.1,-48.6717649730836,-48.671762936281795,0,48.720549351276944,2.03680180277388e-06
Classical,10,10,1.0,2,0.1,-48.671773477026164,-48.67177347702298,0,48.72055887361882,3.183231456205249e-12
PPI,10,10,1.0,3,0.1,-0.6644672031590093,-0.6456621935578899,0,0.7038500949526968,0.018805009601119416
Classical,10,10,1.0,3,0.1,-0.6576221886277763,-0.6576221886277712,0,0.706407585222021,5.10702591327572e-15
PPI,10,10,1.0,4,0.1,1.500884428127434,1.556591735447444,0,1.4799526851931917,0.055707307320009836
Classical,10,10,1.0,4,0.1,1.6513554245767954,1.651355424576811,0,1.6025700279825559,1.554312234475219e-14
PPI,10,10,1.0,5,0.1,1.9881531853456162,1.9888344442013026,0,1.9397084181792121,0.000681258855686373
Classical,10,10,1.0,5,0.1,1.988150594958348,1.9881505949583858,0,1.9393651983641196,3.774758283725532e-14
PPI,10,10,1.0,6,0.1,-1.3182892529547854,-1.3182787228830535,0,1.3670693845131667,1.0530071731906787e-05
Classical,10,10,1.0,6,0.1,-1.31823305226473,-1.3182330522644699,0,1.3670184488588473,2.602362769721367e-13
PPI,10,10,1.0,7,0.1,2.4373731838560952,2.5908624262129796,0,2.46533240844029,0.15348924235688433
Classical,10,10,1.0,7,0.1,2.8934309352529333,2.8934309352529457,0,2.844645538658692,1.2434497875801753e-14
PPI,10,10,1.0,8,0.1,-0.12344166338752409,-0.11341043499419083,0,0.16721144578510466,0.010031228393333258
Classical,10,10,1.0,8,0.1,-0.11415225782990684,-0.11415225782990435,0,0.1629376544241528,2.4980018054066022e-15
PPI,10,10,1.0,9,0.1,-0.9678737402944592,-0.9673635536744617,0,1.0164040435787076,0.0005101866199974658
Classical,10,10,1.0,9,0.1,-0.9686851463948687,-0.9686851463948598,0,1.0174705429891115,8.881784197001252e-15
PPI,10,10,1.0,10,0.1,1.7029034926620492,1.7046217936067662,0,1.6549772465401604,0.0017183009447170328
Classical,10,10,1.0,10,0.1,1.7047748109585104,1.704774810958517,0,1.6559894143642664,6.661338147750939e-15
PPI,10,10,1.0,11,0.1,14.69146107453775,14.691461827547242,0,14.642676054448248,7.530094912056029e-07
Classical,10,10,1.0,11,0.1,14.691458829054524,14.691458829055518,0,14.642673432460773,9.947598300641403e-13
PPI,10,10,1.0,12,0.1,1.58266853393776,1.76570512404318,0,1.6254014323962227,0.18303659010542006
Classical,10,10,1.0,12,0.1,1.8336952888879012,1.8336952888879177,0,1.7849098922936621,1.6431300764452317e-14
PPI,10,10,1.0,13,0.1,-0.14812342286911348,-0.147694628726424,0,0.19669442239201596,0.00042879414268948146
Classical,10,10,1.0,13,0.1,-0.1532072251462132,-0.1532072251462001,0,0.20199262174045388,1.3100631690576847e-14
PPI,10,10,1.0,14,0.1,0.4762461947666306,0.48730984063065846,0,0.43299262110439735,0.01106364586402786
Classical,10,10,1.0,14,0.1,0.5090011218069509,0.5090011218069556,0,0.46021572521270604,4.6629367034256575e-15
PPI,10,10,1.0,15,0.1,-0.16551293611595624,-0.16535853686431662,0,0.21422113308438365,0.0001543992516396253
Classical,10,10,1.0,15,0.1,-0.16563634520730122,-0.16563634520726825,0,0.21442174180153195,3.297362383136715e-14
PPI,10,10,1.0,16,0.1,3.6833931476663513,3.683437360855908,0,3.6346298576668823,4.42131895566078e-05
Classical,10,10,1.0,16,0.1,3.683626469678802,3.683626469678839,0,3.6348410730845733,3.730349362740526e-14
PPI,10,10,1.0,17,0.1,-6.10500831269613,-6.1048652464442394,0,6.153722176164432,0.00014306625189064448
Classical,10,10,1.0,17,0.1,-6.105236413654078,-6.105236413653982,0,6.154021810248277,9.592326932761353e-14
PPI,10,10,1.0,18,0.1,-40.200598661864355,-40.20057473804591,0,40.24937209654938,2.392381844629199e-05
Classical,10,10,1.0,18,0.1,-40.201020327018576,-40.20102032701504,0,40.249805723611054,3.538502824085299e-12
PPI,10,10,1.0,19,0.1,-0.40667371807201236,-0.3511828090909668,0,0.42771366017573675,0.055490908981045584
Classical,10,10,1.0,19,0.1,-0.33284569568286576,-0.3328456956828581,0,0.3816310922771091,7.66053886991358e-15
PPI,10,10,1.0,20,0.1,2.5414810315581233,2.5445695957161787,0,2.4942399170429037,0.0030885641580553624
Classical,10,10,1.0,20,0.1,2.5494179260942773,2.549417926094305,0,2.5006325295000438,2.7533531010703882e-14
PPI,10,10,1.0,21,0.1,0.057355489019377266,0.07725639824404311,0,0.018520547037462982,0.019900909224665843
Classical,10,10,1.0,21,0.1,0.06280120177241201,0.06280120177241798,0,0.014015805178167785,5.9674487573602164e-15
PPI,10,10,1.0,22,0.1,-2685.38621503415,-2685.386215031459,0,2685.4350004293988,2.6911948225460947e-09
Classical,10,10,1.0,22,0.1,-2685.3862150627397,-2685.3862150438104,0,2685.435000449869,1.8929313227999955e-08
PPI,10,10,1.0,23,0.1,3.6936945672824444,3.6938057305652925,0,3.644964752329621,0.0001111632828481035
Classical,10,10,1.0,23,0.1,3.6933922729796844,3.693392272979785,0,3.6446068763854873,1.0036416142611415e-13
PPI,10,10,1.0,24,0.1,3.568973003162657,3.568981982008911,0,3.5201920959915367,8.978846254059647e-06
Classical,10,10,1.0,24,0.1,3.568927706735122,3.5689277067352045,0,3.520142310140916,8.260059303211165e-14
PPI,10,10,1.0,25,0.1,-0.42529450258494556,-0.4156088371607471,0,0.4692370664670935,0.009685665424198464
Classical,10,10,1.0,25,0.1,-0.42028692387665434,-0.4202869238766488,0,0.46907232047089875,5.551115123125783e-15
PPI,10,10,1.0,26,0.1,-0.006948096547678084,-0.006047217160568351,0,0.05528305344837042,0.0009008793871097334
Classical,10,10,1.0,26,0.1,-0.00614115041835216,-0.0061411504183495995,0,0.05492654701259809,2.5604518505417673e-15
PPI,10,10,1.0,27,0.1,0.40969648438174777,0.44388656509362745,0,0.3780061281434404,0.03419008071187968
Classical,10,10,1.0,27,0.1,0.4237032749861761,0.4237032749861821,0,0.3749178783919319,5.995204332975845e-15
PPI,10,10,1.0,28,0.1,-0.39012287396856926,0.1574514243685199,1,0.1651211213942719,0.5475742983370891
Classical,10,10,1.0,28,0.1,-0.3597723531910401,-0.35977235319103035,0,0.4085577497852824,9.769962616701378e-15
PPI,10,10,1.0,29,0.1,-0.021575946810337122,-0.019688236014974284,0,0.06941748800690291,0.0018877107953628389
Classical,10,10,1.0,29,0.1,-0.02044446946444877,-0.020444469464438654,0,0.06922986605869091,1.0116907311896739e-14
PPI,5,10,2.0,0,0.1,-0.5678990321116693,0.38982670923562823,1,0.13782155803226773,0.9577257413472975
Classical,5,10,2.0,0,0.1,-0.5287460401033948,0.3313743311581984,1,0.1474712510668454,0.8601203712615932
PPI,5,10,2.0,1,0.1,-0.3242099187090655,0.39418657287497344,1,0.013797069511293246,0.718396491584039
Classical,5,10,2.0,1,0.1,-0.2514366296375982,0.32435597849276193,1,0.012325722166665352,0.5757926081303602
PPI,5,10,2.0,2,0.1,-1.156982296439005,0.8662687562905877,1,0.19414216666845588,2.023251052729593
Classical,5,10,2.0,2,0.1,0.13917588466083647,0.5292145769478704,0,0.28540983421010624,0.390038692287034
PPI,5,10,2.0,3,0.1,-0.47742490688358624,0.014306425335255335,0,0.28034463736841264,0.4917313322188416
Classical,5,10,2.0,3,0.1,-1.1629214572139368,0.3714956712011338,1,0.4444982896006487,1.5344171284150705
PPI,5,10,2.0,4,0.1,-0.14507977481331225,0.9423433056798086,1,0.349846368839001,1.0874230804931209
Classical,5,10,2.0,4,0.1,-0.5533169557483351,0.4711363959046693,1,0.08987567651608008,1.0244533516530043
PPI,5,10,2.0,5,0.1,0.19642879751684095,1.064403930791331,0,0.5816309675598389,0.8679751332744902
Classical,5,10,2.0,5,0.1,0.05409893392968368,1.543142563556057,0,0.7498353521486231,1.4890436296263734
PPI,5,10,2.0,6,0.1,0.15375262701923711,0.5647936099038549,0,0.3104877218672988,0.41104098288461777
Classical,5,10,2.0,6,0.1,-0.10946380975076864,1.3052895341485629,1,0.54912746560465,1.4147533438993314
PPI,5,10,2.0,7,0.1,0.1379910819784862,0.8871116101334755,0,0.46376594946173366,0.7491205281549893
Classical,5,10,2.0,7,0.1,0.2138311607381002,0.9337662725535425,0,0.5250133200515742,0.7199351118154422
PPI,5,10,2.0,8,0.1,-1.1294860578788821,0.40554057752808204,1,0.41075813676964723,1.5350266354069642
Classical,5,10,2.0,8,0.1,-0.017320071630876455,0.5671818909548628,1,0.22614551306774597,0.5845019625857393
PPI,5,10,2.0,9,0.1,0.8146554621909049,1.2281507749887333,0,0.972617721995572,0.41349531279782836
Classical,5,10,2.0,9,0.1,0.3298320574734781,1.6282949120689119,0,0.9302780881769478,1.2984628545954338
PPI,5,10,2.0,10,0.1,-1.4397881589070693,-1.0191875065992368,0,1.2782732293474004,0.4206006523078325
Classical,5,10,2.0,10,0.1,-1.8075417884336975,-0.7197399601069869,0,1.3124262708645895,1.0878018283267106
PPI,5,10,2.0,11,0.1,-0.5801772973726981,0.3819119096436435,1,0.1479180904587745,0.9620892070163416
Classical,5,10,2.0,11,0.1,-0.5030580342278097,0.30927902415646275,1,0.1456749016299207,0.8123370583842724
PPI,5,10,2.0,12,0.1,0.2113447646684745,0.6551525441588641,0,0.38446325781942214,0.44380777949038963
Classical,5,10,2.0,12,0.1,-0.15982289636549285,1.0344050383021746,1,0.38850567437409367,1.1942279346676674
PPI,5,10,2.0,13,0.1,-0.16719884629999593,0.5659805983758922,1,0.15060547944370092,0.7331794446758881
Classical,5,10,2.0,13,0.1,0.16537959009177838,0.95589197805665,0,0.511850387479967,0.7905123879648717
PPI,5,10,2.0,14,0.1,0.4064297059506916,0.8764795334614555,0,0.5926692231118263,0.47004982751076385
Classical,5,10,2.0,14,0.1,-1.222978553180576,0.33193832681484736,1,0.49430550977711146,1.5549168799954232
PPI,5,10,2.0,15,0.1,0.2016872138514315,0.6730161473508589,0,0.388566284006898,0.4713289334994274
Classical,5,10,2.0,15,0.1,-0.47585066647713026,1.2931744229619802,1,0.35987648164817776,1.7690250894391104
PPI,5,10,2.0,16,0.1,-0.47393714073171544,0.444487770201497,1,0.06351008185935644,0.9184249109332124
Classical,5,10,2.0,16,0.1,-0.4490710465528611,0.4442249714193073,1,0.05120843416102413,0.8932960179721684
PPI,5,10,2.0,17,0.1,-0.24722052208476755,0.7124974708999661,1,0.18385307781335206,0.9597179929847336
Classical,5,10,2.0,17,0.1,0.13364646497994837,1.1177898730027107,0,0.5769327723970824,0.9841434080227623
PPI,5,10,2.0,18,0.1,-0.104768912500075,0.4174066114784746,1,0.10753345289495256,0.5221755239785496
Classical,5,10,2.0,18,0.1,-0.6092628582094236,1.300210858867921,1,0.29668860373500155,1.9094737170773448
PPI,5,10,2.0,19,0.1,0.07522844547257374,0.6813041365383692,0,0.3294808944112243,0.6060756910657954
Classical,5,10,2.0,19,0.1,-1.6043227657376828,0.7611716963641211,1,0.47036093128102807,2.365494462101804
PPI,5,10,2.0,20,0.1,-0.5091333209756591,0.5112054798886195,1,0.047749317137767,1.0203388008642786
Classical,5,10,2.0,20,0.1,-0.709684074612634,0.8330191161087672,1,0.012882124153819376,1.5427031907214013
PPI,5,10,2.0,21,0.1,-0.693698994633954,-0.0017267452455066445,0,0.3964982665339775,0.6919722493884474
Classical,5,10,2.0,21,0.1,-1.0183255580500163,0.3140956257992379,1,0.4009003627196364,1.3324211838492541
PPI,5,10,2.0,22,0.1,-0.6476277217796365,0.47314821890254866,1,0.13602514803279112,1.1207759406821851
Classical,5,10,2.0,22,0.1,-0.6703882410819356,0.49106714898500947,1,0.1384459426427103,1.161455390066945
PPI,5,10,2.0,23,0.1,-0.011137811934192166,0.36100817259050055,1,0.12614978373390698,0.3721459845246927
Classical,5,10,2.0,23,0.1,-0.29132442941671166,0.6476544351808052,1,0.12937960628779957,0.9389788645975169
PPI,5,10,2.0,24,0.1,-0.06260238804094817,0.35731047411521155,1,0.09856864644288446,0.41991286215615975
Classical,5,10,2.0,24,0.1,-0.32323703613180477,1.4602695122664353,1,0.519730841473068,1.7835065483982402
PPI,5,10,2.0,25,0.1,0.04270149955705671,0.7138745685204919,1,0.3295026374445271,0.6711730689634352
Classical,5,10,2.0,25,0.1,-1.1143979937766728,-0.4791579566145971,0,0.8455633717898822,0.6352400371620757
PPI,5,10,2.0,26,0.1,0.37279735005763603,1.020126533341516,0,0.6476765451053288,0.6473291832838799
Classical,5,10,2.0,26,0.1,0.04097828921021063,1.423099448437392,1,0.6832534722295541,1.3821211592271814
PPI,5,10,2.0,27,0.1,-0.2447592021050481,1.2191640308217093,1,0.4384170177640834,1.4639232329267573
Classical,5,10,2.0,27,0.1,-0.6029057819946233,0.8169643996808786,1,0.05824391224888046,1.419870181675502
PPI,5,10,2.0,28,0.1,-0.1724116996789371,0.8890026882524522,1,0.30951009769251037,1.0614143879313893
Classical,5,10,2.0,28,0.1,-1.290120677859517,0.40248280540064574,1,0.49260433282368277,1.6926034832601626
PPI,5,10,2.0,29,0.1,0.28655403661419065,1.465059335030539,0,0.8270212892281176,1.1785052984163484
Classical,5,10,2.0,29,0.1,-1.05927488604503,0.24259072028719547,1,0.45712747947316446,1.3018656063322256
PPI,2,10,5.0,0,0.1,-0.1890835626327541,0.3530378799552964,1,0.033191762067023935,0.5421214425880505
Classical,2,10,5.0,0,0.1,-0.6343422493226543,0.7524895622167533,1,0.01028825985280233,1.3868318115394076
PPI,2,10,5.0,1,0.1,-0.6055989304483652,0.3141234663267124,1,0.19452312865507362,0.9197223967750776
Classical,2,10,5.0,1,0.1,-1.7404228930755257,1.4915528427947815,1,0.1732204217346193,3.231975735870307
