method,p,n,trial,std,theta,error,error_max,error_min
Classical,500,500,7,1.0,-0.0028765755319721436,0.24043184009845595,2.4731506015688165,2.225704337230471e-07
PPI,500,500,8,1.0,-0.0028765755319721436,9.767874568061265,98.9135423977628,1.0731936654959034e-05
Classical,500,500,8,1.0,-0.0028765755319721436,9.767874568061346,98.913542397765,1.0731936654860833e-05
PPI,500,500,9,1.0,-0.0028765755319721436,6.2509968478218,65.72829558772943,9.28995999914359e-06
Classical,500,500,9,1.0,-0.0028765755319721436,6.250996847821883,65.72829558773047,9.289959999125316e-06
PPI,500,1000,0,1.0,-0.0028765755319721436,0.00202987256184614,0.018824679643530504,3.2376435563059124e-08
Classical,500,1000,0,1.0,-0.0028765755319721436,0.0020298725618461276,0.01882467964352933,3.237643556500686e-08
PPI,500,1000,1,1.0,-0.0028765755319721436,0.0017678568840798295,0.0170391392145488,1.7135421014626637e-08
Classical,500,1000,1,1.0,-0.0028765755319721436,0.0017678568840798217,0.0170391392145499,1.7135421014626637e-08
PPI,500,1000,2,1.0,-0.0028765755319721436,0.0018927708432593402,0.022715102833253023,1.28002264760336e-08
Classical,500,1000,2,1.0,-0.0028765755319721436,0.0018927708432593126,0.022715102833251233,1.2800226475104097e-08
PPI,500,1000,3,1.0,-0.0028765755319721436,0.002013667701834408,0.01634902808695213,5.532141254609383e-10
Classical,500,1000,3,1.0,-0.0028765755319721436,0.0020136677018343977,0.01634902808695196,5.532141252206986e-10
PPI,500,1000,4,1.0,-0.0028765755319721436,0.0020885250586028504,0.02180036335278262,9.820995302348169e-10
Classical,500,1000,4,1.0,-0.0028765755319721436,0.0020885250586028573,0.02180036335278216,9.82099530448792e-10
PPI,500,1000,5,1.0,-0.0028765755319721436,0.001853548555050305,0.02411110658473537,1.0831340128668263e-09
Classical,500,1000,5,1.0,-0.0028765755319721436,0.0018535485550502852,0.024111106584735,1.0831340129618265e-09
PPI,500,1000,6,1.0,-0.0028765755319721436,0.002267038618874132,0.022560011794219792,7.150588115608612e-09
Classical,500,1000,6,1.0,-0.0028765755319721436,0.0022670386188741233,0.022560011794218394,7.150588115289414e-09
PPI,500,1000,7,1.0,-0.0028765755319721436,0.0018876823967158328,0.0191656654474676,1.2838427136118857e-11
Classical,500,1000,7,1.0,-0.0028765755319721436,0.001887682396715843,0.019165665447466725,1.2838427119411204e-11
PPI,500,1000,8,1.0,-0.0028765755319721436,0.0018252351337484096,0.025680394197649226,2.5585426514272193e-08
Classical,500,1000,8,1.0,-0.0028765755319721436,0.0018252351337484241,0.02568039419764769,2.5585426515053568e-08
PPI,500,1000,9,1.0,-0.0028765755319721436,0.0017531804687684037,0.012484303092952532,3.275481934595342e-09
Classical,500,1000,9,1.0,-0.0028765755319721436,0.0017531804687683948,0.01248430309295335,3.2754819347859624e-09
PPI,500,2000,0,1.0,-0.0028765755319721436,0.0006454600404073899,0.005705098886318508,3.7385422449454726e-10
Classical,500,2000,0,1.0,-0.0028765755319721436,0.000645460040407392,0.005705098886318977,3.738542244559076e-10
PPI,500,2000,1,1.0,-0.0028765755319721436,0.0006382542210512896,0.006789754943333385,4.6260917601294725e-09
Classical,500,2000,1,1.0,-0.0028765755319721436,0.0006382542210513012,0.006789754943333952,4.62609175999355e-09
PPI,500,2000,2,1.0,-0.0028765755319721436,0.0006382833728076737,0.007139676465703792,1.4526969505619683e-09
Classical,500,2000,2,1.0,-0.0028765755319721436,0.0006382833728076673,0.007139676465702985,1.4526969505958205e-09
PPI,500,2000,3,1.0,-0.0028765755319721436,0.0005660038310908757,0.006997804438614931,4.230022489440762e-10
Classical,500,2000,3,1.0,-0.0028765755319721436,0.0005660038310908735,0.006997804438614958,4.230022490616712e-10
PPI,500,2000,4,1.0,-0.0028765755319721436,0.0006196964981374604,0.005262813907479864,1.3020044145145718e-07
Classical,500,2000,4,1.0,-0.0028765755319721436,0.0006196964981374715,0.00526281390748075,1.3020044145045567e-07
PPI,500,2000,5,1.0,-0.0028765755319721436,0.0006704341604623758,0.0061516099009636385,7.22343928803159e-10
Classical,500,2000,5,1.0,-0.0028765755319721436,0.0006704341604623742,0.006151609900963656,7.223439288867078e-10
PPI,500,2000,6,1.0,-0.0028765755319721436,0.000653768368126013,0.006281042040665501,1.535497561593992e-08
Classical,500,2000,6,1.0,-0.0028765755319721436,0.0006537683681260043,0.006281042040665329,1.5354975617673342e-08
PPI,500,2000,7,1.0,-0.0028765755319721436,0.0006326297723423537,0.006544260352926218,9.256468533802948e-09
Classical,500,2000,7,1.0,-0.0028765755319721436,0.0006326297723423495,0.006544260352925882,9.25646853396317e-09
PPI,500,2000,8,1.0,-0.0028765755319721436,0.0007330755103581379,0.006370094281940873,1.752206134436252e-11
Classical,500,2000,8,1.0,-0.0028765755319721436,0.0007330755103581344,0.006370094281941174,1.752206136666967e-11
PPI,500,2000,9,1.0,-0.0028765755319721436,0.0006925263449194816,0.005914406257100739,4.158429483174537e-11
Classical,500,2000,9,1.0,-0.0028765755319721436,0.0006925263449194748,0.005914406257100743,4.158429486611035e-11
PPI,500,3000,0,1.0,-0.0028765755319721436,0.0003800399530108993,0.0031498333675865696,1.5262657570721878e-11
Classical,500,3000,0,1.0,-0.0028765755319721436,0.00038003995301089165,0.003149833367587554,1.526265759457735e-11
PPI,500,3000,1,1.0,-0.0028765755319721436,0.0003797969231653132,0.003490381314542457,8.985252118261263e-10
Classical,500,3000,1,1.0,-0.0028765755319721436,0.0003797969231653189,0.003490381314542247,8.985252116131382e-10
PPI,500,3000,2,1.0,-0.0028765755319721436,0.00039538015081612887,0.0038645831514257036,9.647176817866978e-09
Classical,500,3000,2,1.0,-0.0028765755319721436,0.00039538015081612573,0.003864583151425483,9.647176817648885e-09
PPI,500,3000,3,1.0,-0.0028765755319721436,0.00039262025453231785,0.004337989330882304,1.2889161006088164e-09
Classical,500,3000,3,1.0,-0.0028765755319721436,0.00039262025453231194,0.004337989330881477,1.2889161007204207e-09
PPI,500,3000,4,1.0,-0.0028765755319721436,0.00037949982779926684,0.0046595308260377315,6.648532377882024e-09
Classical,500,3000,4,1.0,-0.0028765755319721436,0.00037949982779927194,0.004659530826037868,6.648532378782757e-09
PPI,500,3000,5,1.0,-0.0028765755319721436,0.0004310330106274174,0.004903433698514313,1.0336655320960122e-10
Classical,500,3000,5,1.0,-0.0028765755319721436,0.00043103301062740905,0.00490343369851453,1.0336655328184164e-10
PPI,500,3000,6,1.0,-0.0028765755319721436,0.000403454720777434,0.004724829842212829,6.037826161108871e-10
Classical,500,3000,6,1.0,-0.0028765755319721436,0.0004034547207774263,0.004724829842213134,6.037826161804522e-10
PPI,500,3000,7,1.0,-0.0028765755319721436,0.00044563250619029606,0.004318932017735483,6.2077591500757485e-09
Classical,500,3000,7,1.0,-0.0028765755319721436,0.0004456325061902929,0.004318932017735235,6.207759149918296e-09
PPI,500,3000,8,1.0,-0.0028765755319721436,0.00036224137835888905,0.003180697097201418,3.045125097510718e-10
Classical,500,3000,8,1.0,-0.0028765755319721436,0.0003622413783588857,0.003180697097201355,3.045125097471971e-10
PPI,500,3000,9,1.0,-0.0028765755319721436,0.00035054554269676693,0.0035993026073691697,4.468080070542131e-10
Classical,500,3000,9,1.0,-0.0028765755319721436,0.00035054554269676373,0.003599302607369143,4.4680800716216454e-10
PPI,500,4000,0,1.0,-0.0028765755319721436,0.0003008920305717109,0.003189413427124735,1.3788654487993478e-09
Classical,500,4000,0,1.0,-0.0028765755319721436,0.00030089203057170964,0.003189413427124911,1.3788654491209105e-09
PPI,500,4000,1,1.0,-0.0028765755319721436,0.00030133205876781773,0.0034821092288387758,2.3939518364503625e-08
Classical,500,4000,1,1.0,-0.0028765755319721436,0.000301332058767817,0.0034821092288388413,2.3939518364297492e-08
PPI,500,4000,2,1.0,-0.0028765755319721436,0.0002741000624755551,0.0022845258604069787,1.6400631759922548e-08
Classical,500,4000,2,1.0,-0.0028765755319721436,0.00027410006247555895,0.002284525860406724,1.6400631758984158e-08
PPI,500,4000,3,1.0,-0.0028765755319721436,0.00025532518225040806,0.0027148853655520376,5.799951520252284e-09
Classical,500,4000,3,1.0,-0.0028765755319721436,0.0002553251822504078,0.002714885365552267,5.799951520142367e-09
PPI,500,4000,4,1.0,-0.0028765755319721436,0.0002865064462279062,0.003417193928869032,1.468641738728794e-09
Classical,500,4000,4,1.0,-0.0028765755319721436,0.00028650644622791265,0.00341719392886922,1.468641738767086e-09
PPI,500,4000,5,1.0,-0.0028765755319721436,0.0002966409340261095,0.002946456039034606,2.316703663348865e-09
Classical,500,4000,5,1.0,-0.0028765755319721436,0.0002966409340261032,0.00294645603903463,2.3167036632099276e-09
PPI,500,4000,6,1.0,-0.0028765755319721436,0.00028583896445307666,0.00470002060880075,1.9096587799869507e-08
Classical,500,4000,6,1.0,-0.0028765755319721436,0.0002858389644530779,0.004700020608800225,1.9096587799869507e-08
PPI,500,4000,7,1.0,-0.0028765755319721436,0.0002817613529555856,0.0023490734733498282,1.4606760526014972e-08
Classical,500,4000,7,1.0,-0.0028765755319721436,0.0002817613529555924,0.002349073473350119,1.4606760525813702e-08
PPI,500,4000,8,1.0,-0.0028765755319721436,0.0002744866560551767,0.004030294868032562,2.068750788210024e-09
Classical,500,4000,8,1.0,-0.0028765755319721436,0.0002744866560551766,0.004030294868032604,2.0687507883059684e-09
PPI,500,4000,9,1.0,-0.0028765755319721436,0.00028144460853668187,0.002101132527482194,1.4373809800994975e-09
Classical,500,4000,9,1.0,-0.0028765755319721436,0.0002814446085366787,0.0021011325274824283,1.4373809801968345e-09
PPI,500,5000,0,1.0,-0.0028765755319721436,0.0002228688644532889,0.002874924100357173,5.082535917225934e-09
Classical,500,5000,0,1.0,-0.0028765755319721436,0.00022286886445329137,0.0028749241003571137,5.0825359175583636e-09
PPI,500,5000,1,1.0,-0.0028765755319721436,0.0002011214346872663,0.0014959945446157265,4.4625716396261145e-09
Classical,500,5000,1,1.0,-0.0028765755319721436,0.00020112143468726919,0.001495994544615676,4.4625716395816155e-09
PPI,500,5000,2,1.0,-0.0028765755319721436,0.00024108034213997143,0.0028498467699768592,3.7724525949275665e-11
Classical,500,5000,2,1.0,-0.0028765755319721436,0.00024108034213996443,0.002849846769976077,3.772452592199957e-11
PPI,500,5000,3,1.0,-0.0028765755319721436,0.00023129445797356402,0.002317065740581092,3.856785383100482e-09
Classical,500,5000,3,1.0,-0.0028765755319721436,0.00023129445797356174,0.0023170657405813277,3.856785383210799e-09
PPI,500,5000,4,1.0,-0.0028765755319721436,0.00022504245438923216,0.0021271805734062506,1.3117386208849909e-11
Classical,500,5000,4,1.0,-0.0028765755319721436,0.00022504245438923366,0.0021271805734063825,1.3117386163814728e-11
PPI,500,5000,5,1.0,-0.0028765755319721436,0.00018856163072747298,0.0015040537751309846,1.160637824120742e-09
Classical,500,5000,5,1.0,-0.0028765755319721436,0.00018856163072747867,0.001504053775131359,1.160637824129134e-09
PPI,500,5000,6,1.0,-0.0028765755319721436,0.00022642587469471926,0.001977465642767081,7.484360413736513e-10
Classical,500,5000,6,1.0,-0.0028765755319721436,0.00022642587469471636,0.001977465642767239,7.484360413007561e-10
PPI,500,5000,7,1.0,-0.0028765755319721436,0.00022054481884728087,0.002370456808925997,3.4274522602022783e-09
Classical,500,5000,7,1.0,-0.0028765755319721436,0.00022054481884728304,0.0023704568089258507,3.4274522603712717e-09
PPI,500,5000,8,1.0,-0.0028765755319721436,0.00023446913730976833,0.002833283156574049,3.75435083768173e-09
Classical,500,5000,8,1.0,-0.0028765755319721436,0.00023446913730977098,0.0028332831565734402,3.7543508374164275e-09
PPI,500,5000,9,1.0,-0.0028765755319721436,0.00022531399584421323,0.001959656675690408,4.470202439584404e-09
Classical,500,5000,9,1.0,-0.0028765755319721436,0.00022531399584421177,0.0019596566756903294,4.4702024397625535e-09
PPI,500,6000,0,1.0,-0.0028765755319721436,0.00016884140960761617,0.0015803871431485155,2.317055989645813e-11
Classical,500,6000,0,1.0,-0.0028765755319721436,0.00016884140960761232,0.0015803871431487539,2.3170559903939938e-11
PPI,500,6000,1,1.0,-0.0028765755319721436,0.00018994249638764547,0.0020059614359443714,1.4523566797624029e-08
Classical,500,6000,1,1.0,-0.0028765755319721436,0.00018994249638764905,0.0020059614359445904,1.4523566797289535e-08
PPI,500,6000,2,1.0,-0.0028765755319721436,0.00021224564937169721,0.0023063429582314897,1.11508083290527e-08
Classical,500,6000,2,1.0,-0.0028765755319721436,0.00021224564937169955,0.0023063429582318414,1.1150808329263725e-08
PPI,500,6000,3,1.0,-0.0028765755319721436,0.00019593054282082911,0.001705825633764381,1.63540491410984e-12
Classical,500,6000,3,1.0,-0.0028765755319721436,0.00019593054282083136,0.0017058256337645805,1.6354049126900541e-12
PPI,500,6000,4,1.0,-0.0028765755319721436,0.0002081815909218369,0.00211639864106225,4.686283693094836e-09
Classical,500,6000,4,1.0,-0.0028765755319721436,0.00020818159092183825,0.0021163986410618926,4.686283693459646e-09
PPI,500,6000,5,1.0,-0.0028765755319721436,0.0002154473935012298,0.002516577693788483,3.081801247082864e-12
Classical,500,6000,5,1.0,-0.0028765755319721436,0.00021544739350123782,0.002516577693788973,3.081801243964459e-12
PPI,500,6000,6,1.0,-0.0028765755319721436,0.00017559839131430272,0.0019319419919173312,4.731004172966797e-09
Classical,500,6000,6,1.0,-0.0028765755319721436,0.00017559839131430242,0.001931941991917097,4.731004173165343e-09
PPI,500,6000,7,1.0,-0.0028765755319721436,0.00016286490298273766,0.0016688508977259896,1.4253671497058528e-10
Classical,500,6000,7,1.0,-0.0028765755319721436,0.00016286490298274026,0.001668850897726044,1.4253671510976082e-10
PPI,500,6000,8,1.0,-0.0028765755319721436,0.00017336476351746677,0.0017722060449045652,5.178234319408783e-10
Classical,500,6000,8,1.0,-0.0028765755319721436,0.00017336476351746335,0.0017722060449043317,5.178234320217229e-10
PPI,500,6000,9,1.0,-0.0028765755319721436,0.00017077033137900366,0.0023325408221288825,4.21161531538246e-10
Classical,500,6000,9,1.0,-0.0028765755319721436,0.00017077033137901117,0.0023325408221289146,4.211615313696426e-10
PPI,500,7000,0,1.0,-0.0028765755319721436,0.00015220839001578573,0.0013524487694215462,1.2803178665014099e-11
Classical,500,7000,0,1.0,-0.0028765755319721436,0.00015220839001578752,0.0013524487694217178,1.2803178638000774e-11
PPI,500,7000,1,1.0,-0.0028765755319721436,0.00015729550612315896,0.002073507477902684,9.341835972032237e-11
Classical,500,7000,1,1.0,-0.0028765755319721436,0.0001572955061231579,0.002073507477902952,9.341835967203441e-11
PPI,500,7000,2,1.0,-0.0028765755319721436,0.00013863606253073363,0.0016222112327496185,4.895071605252513e-09
Classical,500,7000,2,1.0,-0.0028765755319721436,0.00013863606253073363,0.0016222112327500121,4.895071605407866e-09
PPI,500,7000,3,1.0,-0.0028765755319721436,0.00017026936955649252,0.0014227267196630319,4.142793769584546e-09
Classical,500,7000,3,1.0,-0.0028765755319721436,0.00017026936955649523,0.0014227267196630822,4.142793769727464e-09
PPI,500,7000,4,1.0,-0.0028765755319721436,0.000149378349861727,0.0016802127289200443,6.224923975396276e-09
Classical,500,7000,4,1.0,-0.0028765755319721436,0.0001493783498617285,0.0016802127289195711,6.224923975072176e-09
PPI,500,7000,5,1.0,-0.0028765755319721436,0.00015090000314287776,0.001212118843376634,6.212171147284828e-10
Classical,500,7000,5,1.0,-0.0028765755319721436,0.00015090000314287976,0.0012121188433763944,6.212171148945115e-10
PPI,500,7000,6,1.0,-0.0028765755319721436,0.00015802676756647093,0.0015623176240211938,7.710431192560655e-10
Classical,500,7000,6,1.0,-0.0028765755319721436,0.0001580267675664729,0.0015623176240212727,7.710431191635806e-10
PPI,500,7000,7,1.0,-0.0028765755319721436,0.0001582951121658337,0.0018928769528694883,2.713400573669601e-10
Classical,500,7000,7,1.0,-0.0028765755319721436,0.00015829511216582798,0.0018928769528693881,2.7134005729746556e-10
PPI,500,7000,8,1.0,-0.0028765755319721436,0.00014653535004935747,0.0017530967557195713,4.238972094669959e-10
Classical,500,7000,8,1.0,-0.0028765755319721436,0.00014653535004935644,0.0017530967557194738,4.238972095950014e-10
PPI,500,7000,9,1.0,-0.0028765755319721436,0.00013458871342284017,0.0015312376091888237,8.128264052631951e-10
Classical,500,7000,9,1.0,-0.0028765755319721436,0.00013458871342284098,0.001531237609188867,8.128264050511227e-10
PPI,500,8000,0,1.0,-0.0028765755319721436,0.000132742945264061,0.0012149448422514122,5.306984999177488e-10
Classical,500,8000,0,1.0,-0.0028765755319721436,0.000132742945264063,0.0012149448422513582,5.306984999637857e-10
PPI,500,8000,1,1.0,-0.0028765755319721436,0.00012042163488332544,0.0010806755617124495,4.422282070440693e-09
Classical,500,8000,1,1.0,-0.0028765755319721436,0.00012042163488331944,0.0010806755617123547,4.42228207035948e-09
PPI,500,8000,2,1.0,-0.0028765755319721436,0.00011920282431449163,0.0013636476378297087,8.215478336949426e-13
Classical,500,8000,2,1.0,-0.0028765755319721436,0.00011920282431448984,0.0013636476378298234,8.215478324873849e-13
PPI,500,8000,3,1.0,-0.0028765755319721436,0.00013172692133736047,0.0011114888975281723,1.6866249766482515e-11
Classical,500,8000,3,1.0,-0.0028765755319721436,0.00013172692133736714,0.0011114888975279835,1.6866249798741146e-11
PPI,500,8000,4,1.0,-0.0028765755319721436,0.00015060376889077553,0.0014849273741022527,1.3133437398550676e-13
Classical,500,8000,4,1.0,-0.0028765755319721436,0.00015060376889076965,0.00148492737410218,1.3133437318081522e-13
PPI,500,8000,5,1.0,-0.0028765755319721436,0.0001299689852580177,0.001674870946453064,5.592786337466601e-10
Classical,500,8000,5,1.0,-0.0028765755319721436,0.0001299689852580168,0.001674870946453314,5.592786335618854e-10
PPI,500,8000,6,1.0,-0.0028765755319721436,0.00013888362190204317,0.001317745409209275,2.7094299771478713e-11
Classical,500,8000,6,1.0,-0.0028765755319721436,0.00013888362190204258,0.0013177454092089525,2.7094299788815572e-11
PPI,500,8000,7,1.0,-0.0028765755319721436,0.00011900925396816957,0.0018648447179247624,1.4808264217842522e-10
Classical,500,8000,7,1.0,-0.0028765755319721436,0.00011900925396817236,0.001864844717924705,1.4808264218518034e-10
PPI,500,8000,8,1.0,-0.0028765755319721436,0.0001354792449389376,0.0011272068888091165,1.171715319172214e-09
Classical,500,8000,8,1.0,-0.0028765755319721436,0.00013547924493893205,0.0011272068888090383,1.1717153190049995e-09
PPI,500,8000,9,1.0,-0.0028765755319721436,0.00014559022660153747,0.001955594816692701,6.582506010488987e-11
Classical,500,8000,9,1.0,-0.0028765755319721436,0.00014559022660154007,0.001955594816692524,6.582506006525673e-11
PPI,500,9000,0,1.0,-0.0028765755319721436,0.00010726211058331923,0.0009482278836513501,2.054783575726862e-12
Classical,500,9000,0,1.0,-0.0028765755319721436,0.00010726211058332039,0.0009482278836512556,2.054783566814736e-12
PPI,500,9000,1,1.0,-0.0028765755319721436,0.00012089501364394268,0.0014181054789232574,3.0360633924532366e-10
Classical,500,9000,1,1.0,-0.0028765755319721436,0.00012089501364394036,0.0014181054789232073,3.0360633924048745e-10
PPI,500,9000,2,1.0,-0.0028765755319721436,0.0001179001856964098,0.0015178456885416927,4.2143690489849e-10
Classical,500,9000,2,1.0,-0.0028765755319721436,0.00011790018569641402,0.0015178456885415628,4.214369049053275e-10
PPI,500,9000,3,1.0,-0.0028765755319721436,0.00012125956058082682,0.00215168410197369,9.06216773196913e-11
Classical,500,9000,3,1.0,-0.0028765755319721436,0.00012125956058083018,0.0021516841019741224,9.062167730912247e-11
