method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,10,100,0,1.0,0.4167961484656553,-0.27542469678731274,0.008834777045141096,0.04068674413143361,9.33160317930335e-10
Classical,10,100,0,1.0,,-0.27542469678731274,0.02027699641940621,0.10732893958275858,0.00043859888369798567
PPI,10,100,1,1.0,0.5576583745028316,-0.27542469678731274,0.007452134484729586,0.03031646513442586,0.00012324862373739464
Classical,10,100,1,1.0,,-0.27542469678731274,0.009794443795264961,0.06684518996972387,5.322298326910582e-06
PPI,10,100,2,1.0,0.4897433233387574,-0.27542469678731274,0.010305593486335725,0.029379831171127555,0.000771946466511799
Classical,10,100,2,1.0,,-0.27542469678731274,0.012716117741825402,0.047878044312532994,8.954894013913363e-05
PPI,10,100,3,1.0,0.5438702620219406,-0.27542469678731274,0.004005662186803002,0.012953283402299287,0.00016857222013532227
Classical,10,100,3,1.0,,-0.27542469678731274,0.0073008192101389644,0.021851647427587946,2.1824089322209636e-05
PPI,10,100,4,1.0,0.5693718702819229,-0.27542469678731274,0.0060316217282188975,0.019933965855263667,0.0002427302155521366
Classical,10,100,4,1.0,,-0.27542469678731274,0.015237498733690314,0.04571073220676367,1.521471443006587e-06
PPI,10,100,5,1.0,0.39598256354361,-0.27542469678731274,0.003723352006469456,0.009515587847180594,0.00016643187524928525
Classical,10,100,5,1.0,,-0.27542469678731274,0.004827678980834261,0.013200773871063333,8.403950920942923e-05
PPI,10,100,6,1.0,0.576835215002559,-0.27542469678731274,0.0063380994830982956,0.015767196723917125,0.00019964629595877113
Classical,10,100,6,1.0,,-0.27542469678731274,0.011044218163901153,0.05505096325314003,3.015578405524765e-05
PPI,10,100,7,1.0,0.5868270560639939,-0.27542469678731274,0.00575002565402708,0.02146220968137834,5.579795649737701e-05
Classical,10,100,7,1.0,,-0.27542469678731274,0.01570340748627466,0.06065081186867629,0.0010302876455972713
PPI,10,100,8,1.0,0.7032235017941113,-0.27542469678731274,0.004514435633128789,0.015792709020470492,0.0003749762825802016
Classical,10,100,8,1.0,,-0.27542469678731274,0.014422463980396951,0.05436494593059226,0.0001305214285380081
PPI,10,100,9,1.0,0.4439596275668182,-0.27542469678731274,0.003973709814979804,0.012187044443264225,0.0003561434943375275
Classical,10,100,9,1.0,,-0.27542469678731274,0.007230692622279297,0.030708593966479604,1.5425139537147057e-05
PPI,10,100,10,1.0,0.48349322174127585,-0.27542469678731274,0.007009464377934845,0.01424411723700858,0.00016888190963882155
Classical,10,100,10,1.0,,-0.27542469678731274,0.007157186608999243,0.016427162209036617,0.0012915137707768143
PPI,10,100,11,1.0,0.5152714413835753,-0.27542469678731274,0.012109334454480985,0.030205586543774112,0.0001044641451623952
Classical,10,100,11,1.0,,-0.27542469678731274,0.019055016692959986,0.08568167214338222,0.0010695127885667424
PPI,10,100,12,1.0,0.5298020955067683,-0.27542469678731274,0.007901853383656766,0.03435258045714102,4.708722536436671e-06
Classical,10,100,12,1.0,,-0.27542469678731274,0.018329816930915132,0.08956422187152933,1.058648727951382e-06
PPI,10,100,13,1.0,0.7268285088060374,-0.27542469678731274,0.0018777740429305578,0.005045016312380653,1.3323854178229043e-07
Classical,10,100,13,1.0,,-0.27542469678731274,0.017218004598933738,0.11367417933903604,5.527912701242882e-07
PPI,10,100,14,1.0,0.6923929319349953,-0.27542469678731274,0.004376718961256293,0.020653821310798976,5.96546165158079e-06
Classical,10,100,14,1.0,,-0.27542469678731274,0.010005556823965216,0.032066320906417985,3.7842412949799098e-06
PPI,10,100,15,1.0,0.4525114530369264,-0.27542469678731274,0.006538371532667517,0.027381834888453395,3.448534631506833e-06
Classical,10,100,15,1.0,,-0.27542469678731274,0.004650153074355105,0.02153678727938581,3.806500382400386e-05
