method,p,n,ratio,trial,std,lower,upper,theta,width
PPI,200,20,0.1,3,0.5,-6.8202063175359005,-6.820206317534572,-88.95917772464199,1.3287149158713873e-12
PPI,200,20,0.1,4,0.5,3.5722085792178215,3.5722085792185045,-88.95917772464199,6.830092047493963e-13
PPI,200,20,0.1,5,0.5,-49.29218277057305,-49.291461663280856,-88.95917772464199,0.0007211072921933237
PPI,200,20,0.1,6,0.5,-17.627582686017867,-17.626188049968043,-88.95917772464199,0.0013946360498238164
PPI,200,20,0.1,7,0.5,0.5323047336327158,0.5323047336332922,-88.95917772464199,5.764277943853813e-13
PPI,200,20,0.1,8,0.5,,,-88.95917772464199,
PPI,200,20,0.1,9,0.5,-31.25882914091819,-31.258829140915626,-88.95917772464199,2.5650592760939617e-12
PPI,200,20,0.1,10,0.5,-5.13487839133316,-5.134878391332235,-88.95917772464199,9.254819133275305e-13
PPI,200,20,0.1,11,0.5,,,-88.95917772464199,
PPI,200,20,0.1,12,0.5,,,-88.95917772464199,
PPI,200,20,0.1,13,0.5,18.12254702917464,18.122893120597652,-88.95917772464199,0.0003460914230117851
PPI,200,20,0.1,14,0.5,,,-88.95917772464199,
PPI,200,20,0.1,15,0.5,-18.69205512639776,-18.69205512639693,-88.95917772464199,8.313350008393172e-13
PPI,200,20,0.1,16,0.5,-16.4661821304984,-16.466182130497163,-88.95917772464199,1.2363443602225743e-12
PPI,200,20,0.1,17,0.5,,,-88.95917772464199,
PPI,200,20,0.1,18,0.5,,,-88.95917772464199,
PPI,200,20,0.1,19,0.5,-24.476479782310985,-24.47632185583564,-88.95917772464199,0.00015792647534595972
PPI,200,20,0.1,20,0.5,-62.35557645721831,-62.35557645721773,-88.95917772464199,5.826450433232822e-13
PPI,200,20,0.1,21,0.5,,,-88.95917772464199,
PPI,200,20,0.1,22,0.5,-12.231729641384092,-12.231729641382632,-88.95917772464199,1.4601653219870059e-12
PPI,200,20,0.1,23,0.5,15.234891044111471,15.2348910441222,-88.95917772464199,1.0729195309977513e-11
PPI,200,20,0.1,24,0.5,-20.99646808123629,-20.996468081233925,-88.95917772464199,2.3661073100811336e-12
PPI,200,20,0.1,25,0.5,-27.981636936024646,-27.98163693600691,-88.95917772464199,1.77351466845721e-11
PPI,200,20,0.1,26,0.5,2.5916384488242428,2.591726865353332,-88.95917772464199,8.841652908930797e-05
PPI,200,20,0.1,27,0.5,,,-88.95917772464199,
PPI,200,20,0.1,28,0.5,1.6215040223712922,1.6215040223726511,-88.95917772464199,1.3589129821411916e-12
PPI,200,20,0.1,29,0.5,,,-88.95917772464199,
PPI,200,20,0.1,0,2.0,4.125240707891933,4.125240707894868,-88.95917772464199,2.9345414986892138e-12
PPI,200,20,0.1,1,2.0,-12.946722940866437,-12.946471072336294,-88.95917772464199,0.0002518685301424739
PPI,200,20,0.1,2,2.0,9.553909501121495,9.553909501126551,-88.95917772464199,5.055511564933113e-12
PPI,200,20,0.1,3,2.0,-24.207931244865897,-24.207931244864973,-88.95917772464199,9.237055564881302e-13
PPI,200,20,0.1,4,2.0,-25.88791948584162,-25.88786170102162,-88.95917772464199,5.778482000096119e-05
PPI,200,20,0.1,5,2.0,-20.631688464271633,-20.631688464270326,-88.95917772464199,1.3073986337985843e-12
PPI,200,20,0.1,6,2.0,16.47391253731875,16.47433051606122,-88.95917772464199,0.0004179787424689607
PPI,200,20,0.1,7,2.0,,,-88.95917772464199,
PPI,200,20,0.1,8,2.0,-24.722475368964652,-24.722475368962733,-88.95917772464199,1.9184653865522705e-12
PPI,200,20,0.1,9,2.0,,,-88.95917772464199,
PPI,200,20,0.1,10,2.0,10.70499203366969,10.704992033670436,-88.95917772464199,7.460698725481052e-13
PPI,200,20,0.1,11,2.0,-36.853319465112165,-36.85331946511117,-88.95917772464199,9.947598300641403e-13
PPI,200,20,0.1,12,2.0,-29.51095680176155,-29.51095680176065,-88.95917772464199,9.023892744153272e-13
PPI,200,20,0.1,13,2.0,-3.497416386848096,-3.4974163868472754,-88.95917772464199,8.206768598029157e-13
PPI,200,20,0.1,14,2.0,-12.606190388994218,-12.606190388976774,-88.95917772464199,1.744382416291046e-11
PPI,200,20,0.1,15,2.0,-31.632138427480005,-31.632138427476338,-88.95917772464199,3.666400516522117e-12
PPI,200,20,0.1,16,2.0,9.859191151353693,9.85919115135527,-88.95917772464199,1.5774048733874224e-12
PPI,200,20,0.1,17,2.0,-28.555046397976902,-28.555046397975843,-88.95917772464199,1.0587086762825493e-12
PPI,200,20,0.1,18,2.0,9.224207705619687,9.225916431291289,-88.95917772464199,0.0017087256716017407
PPI,200,20,0.1,19,2.0,-28.961108086283414,-28.961108086277473,-88.95917772464199,5.9401372709544376e-12
PPI,200,20,0.1,20,2.0,4.671294076375706,4.671294076377396,-88.95917772464199,1.6893153542696382e-12
PPI,200,20,0.1,21,2.0,,,-88.95917772464199,
PPI,200,20,0.1,22,2.0,30.006826153612426,30.007923314047954,-88.95917772464199,0.0010971604355276554
PPI,200,20,0.1,23,2.0,1.4233020388679265,1.4233020388685442,-88.95917772464199,6.177280909014371e-13
PPI,200,20,0.1,24,2.0,-15.941135265432209,-15.941135265430987,-88.95917772464199,1.2221335055073723e-12
PPI,200,20,0.1,25,2.0,-26.65114985815593,-26.651128408950488,-88.95917772464199,2.1449205441115282e-05
PPI,200,20,0.1,26,2.0,-4.576437379745777,-4.576437379742562,-88.95917772464199,3.2152058793144533e-12
PPI,200,20,0.1,27,2.0,-26.265500364788583,-26.26550036478316,-88.95917772464199,5.4214410738495644e-12
PPI,200,20,0.1,28,2.0,-37.718701616837905,-37.716556093936234,-88.95917772464199,0.0021455229016709154
PPI,200,20,0.1,29,2.0,-12.813454930213878,-12.813454930212371,-88.95917772464199,1.5063505998114124e-12
PPI,200,20,0.1,0,5.0,-2.355202983185176,-2.355202983167911,-88.95917772464199,1.7265300300550734e-11
PPI,200,20,0.1,1,5.0,8.645616019636627,8.645743347069072,-88.95917772464199,0.00012732743244470157
PPI,200,20,0.1,2,5.0,,,-88.95917772464199,
PPI,200,20,0.1,3,5.0,,,-88.95917772464199,
PPI,200,20,0.1,4,5.0,-10.73562752046149,-10.735627520460278,-88.95917772464199,1.2114753644709708e-12
PPI,200,20,0.1,5,5.0,-33.461828173923855,-33.46156079988305,-88.95917772464199,0.0002673740408027925
PPI,200,20,0.1,6,5.0,-4.9396818133232605,-4.939681813322722,-88.95917772464199,5.382361223382759e-13
PPI,200,20,0.1,7,5.0,-28.862285220173053,-28.862077927082492,-88.95917772464199,0.00020729309056122247
PPI,200,20,0.1,8,5.0,15.67106129912169,15.67106129912282,-88.95917772464199,1.1297629498585593e-12
PPI,200,20,0.1,9,5.0,-26.894151223402854,-26.89403979439057,-88.95917772464199,0.0001114290122856687
PPI,200,20,0.1,10,5.0,-5.620275816756644,-5.620275816753523,-88.95917772464199,3.12105896682624e-12
PPI,200,20,0.1,11,5.0,,,-88.95917772464199,
PPI,200,20,0.1,12,5.0,-20.623608206613422,-20.617027792952218,-88.95917772464199,0.006580413661204432
PPI,200,20,0.1,13,5.0,28.086503654283902,28.086503654285586,-88.95917772464199,1.6839862837514374e-12
PPI,200,20,0.1,14,5.0,,,-88.95917772464199,
PPI,200,20,0.1,15,5.0,-57.23266513450979,-57.23266513450716,-88.95917772464199,2.6290081223123707e-12
PPI,200,20,0.1,16,5.0,22.002515330518175,22.002515330524478,-88.95917772464199,6.302514066192089e-12
PPI,200,20,0.1,17,5.0,-15.782056348159786,-15.78205634815919,-88.95917772464199,5.968558980384842e-13
PPI,200,20,0.1,18,5.0,-9.676655682308313,-9.676655682301794,-88.95917772464199,6.519229600598919e-12
PPI,200,20,0.1,19,5.0,,,-88.95917772464199,
PPI,200,20,0.1,20,5.0,,,-88.95917772464199,
PPI,200,20,0.1,21,5.0,-20.498671670232543,-20.498671670230724,-88.95917772464199,1.8189894035458565e-12
PPI,200,20,0.1,22,5.0,,,-88.95917772464199,
PPI,200,20,0.1,23,5.0,-1.4421236591047446,-1.4421236591014908,-88.95917772464199,3.2538416405714088e-12
PPI,200,20,0.1,24,5.0,-33.98725304960062,-33.987165712367066,-88.95917772464199,8.733723355192069e-05
PPI,200,20,0.1,25,5.0,,,-88.95917772464199,
PPI,200,20,0.1,26,5.0,-36.94625672050491,-36.946256720503975,-88.95917772464199,9.379164112033322e-13
PPI,200,20,0.1,27,5.0,-1.4461462586470866,-1.4461462586447777,-88.95917772464199,2.3088198020104755e-12
PPI,200,20,0.1,28,5.0,-2.5335168578770118,-2.533516857871475,-88.95917772464199,5.536904268410581e-12
PPI,200,20,0.1,29,5.0,-9.407246812449445,-9.407246812448056,-88.95917772464199,1.3891110484109959e-12
PPI,200,20,0.1,0,10.0,-26.548906929299743,-26.54765857526556,-88.95917772464199,0.0012483540341818866
PPI,200,20,0.1,1,10.0,,,-88.95917772464199,
PPI,200,20,0.1,2,10.0,,,-88.95917772464199,
PPI,200,20,0.1,3,10.0,9.917961920976508,9.91809423600691,-88.95917772464199,0.0001323150304024523
PPI,200,20,0.1,4,10.0,-14.47468110852192,-14.474681108512353,-88.95917772464199,9.567457937009749e-12
PPI,200,20,0.1,5,10.0,,,-88.95917772464199,
PPI,200,20,0.1,6,10.0,,,-88.95917772464199,
PPI,200,20,0.1,7,10.0,3.8823959205744294,3.883094037044122,-88.95917772464199,0.0006981164696924225
PPI,200,20,0.1,8,10.0,-0.9273003622444066,-0.9273003622432437,-88.95917772464199,1.162847595992389e-12
PPI,200,20,0.1,9,10.0,-18.970961463943954,-18.970961463942512,-88.95917772464199,1.4424017535930034e-12
PPI,200,20,0.1,10,10.0,,,-88.95917772464199,
PPI,200,20,0.1,11,10.0,-19.48775285364094,-19.487752853639385,-88.95917772464199,1.5560885913146194e-12
PPI,200,20,0.1,12,10.0,,,-88.95917772464199,
PPI,200,20,0.1,13,10.0,11.563498240931649,11.563577252846011,-88.95917772464199,7.90119143623258e-05
PPI,200,20,0.1,14,10.0,-49.12620339013214,-49.12620339013086,-88.95917772464199,1.2789769243681803e-12
PPI,200,20,0.1,15,10.0,-12.104384538128842,-12.104384538127972,-88.95917772464199,8.704148513061227e-13
PPI,200,20,0.1,16,10.0,-21.910054322044427,-21.910054322040455,-88.95917772464199,3.97193389289896e-12
PPI,200,20,0.1,17,10.0,15.791276206532519,15.792031432614515,-88.95917772464199,0.0007552260819956302
PPI,200,20,0.1,18,10.0,,,-88.95917772464199,
PPI,200,20,0.1,19,10.0,-6.81120797761692,-6.8112079776129,-88.95917772464199,4.019895527562767e-12
PPI,200,20,0.1,20,10.0,,,-88.95917772464199,
PPI,200,20,0.1,21,10.0,-26.314223262955885,-26.31422326295442,-88.95917772464199,1.4637180356658064e-12
PPI,200,20,0.1,22,10.0,-14.768435195869198,-14.76777848312442,-88.95917772464199,0.0006567127447780763
PPI,200,20,0.1,23,10.0,-41.669470794067536,-41.669470794065916,-88.95917772464199,1.6200374375330284e-12
PPI,200,20,0.1,24,10.0,3.1724130720207384,3.1724130720213335,-88.95917772464199,5.950795411990839e-13
PPI,200,20,0.1,25,10.0,-12.015225105862841,-12.01522510586244,-88.95917772464199,4.014566457044566e-13
PPI,200,20,0.1,26,10.0,,,-88.95917772464199,
PPI,200,20,0.1,27,10.0,-23.87629868075027,-23.87591165415346,-88.95917772464199,0.0003870265968117792
PPI,200,20,0.1,28,10.0,,,-88.95917772464199,
PPI,200,20,0.1,29,10.0,-23.687649210616936,-23.68764921061548,-88.95917772464199,1.4566126083082054e-12
PPI,200,40,0.2,0,0.01,-14.198219046101958,-14.198219046093339,-88.95917772464199,8.618883384770015e-12
PPI,200,40,0.2,1,0.01,,,-88.95917772464199,
PPI,200,40,0.2,2,0.01,-11.603582295602468,-11.603241884467831,-88.95917772464199,0.00034041113463700867
PPI,200,40,0.2,3,0.01,,,-88.95917772464199,
PPI,200,40,0.2,4,0.01,-36.94293227650815,-36.94254743434066,-88.95917772464199,0.00038484216749168354
PPI,200,40,0.2,5,0.01,-22.402499739835342,-22.402499739830652,-88.95917772464199,4.689582056016661e-12
PPI,200,40,0.2,6,0.01,-18.401020377789465,-18.401020377787063,-88.95917772464199,2.4016344468691386e-12
PPI,200,40,0.2,7,0.01,9.557707929189522,9.55770792919126,-88.95917772464199,1.737276988933445e-12
PPI,200,40,0.2,8,0.01,-6.903474346365834,-6.903271629164634,-88.95917772464199,0.00020271720119957592
PPI,200,40,0.2,9,0.01,,,-88.95917772464199,
PPI,200,40,0.2,10,0.01,0.4853859425966747,0.4854654803723874,-88.95917772464199,7.953777571267917e-05
PPI,200,40,0.2,11,0.01,-70.25521776444607,-70.25521776444474,-88.95917772464199,1.3358203432289883e-12
PPI,200,40,0.2,12,0.01,-3.052307414485113,-3.052307414480709,-88.95917772464199,4.403588604873221e-12
PPI,200,40,0.2,13,0.01,-1.9655949556773311,-1.9655949556764594,-88.95917772464199,8.717471189356729e-13
PPI,200,40,0.2,14,0.01,,,-88.95917772464199,
PPI,200,40,0.2,15,0.01,-24.428343496343384,-24.428200898248324,-88.95917772464199,0.0001425980950600092
PPI,200,40,0.2,16,0.01,,,-88.95917772464199,
PPI,200,40,0.2,17,0.01,,,-88.95917772464199,
PPI,200,40,0.2,18,0.01,,,-88.95917772464199,
PPI,200,40,0.2,19,0.01,-32.988462360965364,-32.98843062042659,-88.95917772464199,3.174053877330607e-05
PPI,200,40,0.2,20,0.01,-23.30415950508566,-23.30415950508476,-88.95917772464199,9.023892744153272e-13
PPI,200,40,0.2,21,0.01,-28.905159711645354,-28.90515971164467,-88.95917772464199,6.821210263296962e-13
PPI,200,40,0.2,22,0.01,-0.2447348855884777,-0.24453054586597453,-88.95917772464199,0.00020433972250316623
PPI,200,40,0.2,23,0.01,,,-88.95917772464199,
PPI,200,40,0.2,24,0.01,-32.1468971809967,-32.14626702445928,-88.95917772464199,0.0006301565374258189
PPI,200,40,0.2,25,0.01,-38.13305177706803,-38.13305177706357,-88.95917772464199,4.462208380573429e-12
PPI,200,40,0.2,26,0.01,-38.18536724414448,-38.1853311511367,-88.95917772464199,3.609300777895896e-05
PPI,200,40,0.2,27,0.01,-54.966350559442965,-54.9663505594423,-88.95917772464199,6.679101716144942e-13
PPI,200,40,0.2,28,0.01,10.594499436879127,10.594499436881994,-88.95917772464199,2.8670399387920042e-12
PPI,200,40,0.2,29,0.01,-23.083089055294575,-23.082850344919112,-88.95917772464199,0.00023871037546285834
PPI,200,40,0.2,0,0.1,-85.65394442469133,-85.65394442469034,-88.95917772464199,9.947598300641403e-13
PPI,200,40,0.2,1,0.1,-3.627037512784205,-3.627037512780956,-88.95917772464199,3.248956659263058e-12
PPI,200,40,0.2,2,0.1,-2.668695083717135,-2.6685238047087028,-88.95917772464199,0.00017127900843227906
PPI,200,40,0.2,3,0.1,-30.23744969842941,-30.237449698426715,-88.95917772464199,2.6929569685307797e-12
PPI,200,40,0.2,4,0.1,-7.667446704147959,-7.667446704144276,-88.95917772464199,3.682387728076719e-12
PPI,200,40,0.2,5,0.1,-21.64885883183143,-21.6488081354433,-88.95917772464199,5.069638812926769e-05
PPI,200,40,0.2,6,0.1,-0.520633731552658,-0.5206337315380646,-88.95917772464199,1.4593437569487833e-11
PPI,200,40,0.2,7,0.1,,,-88.95917772464199,
PPI,200,40,0.2,8,0.1,-14.562564886823832,-14.562367260039327,-88.95917772464199,0.00019762678450518933
PPI,200,40,0.2,9,0.1,-34.290394226374815,-34.290394226370566,-88.95917772464199,4.249045559845399e-12
PPI,200,40,0.2,10,0.1,-45.82916939412545,-45.829169394120946,-88.95917772464199,4.504840944719035e-12
PPI,200,40,0.2,11,0.1,-23.263438713055905,-23.263438713055244,-88.95917772464199,6.608047442568932e-13
PPI,200,40,0.2,12,0.1,,,-88.95917772464199,
PPI,200,40,0.2,13,0.1,,,-88.95917772464199,
PPI,200,40,0.2,14,0.1,-21.213288503217758,-21.21328850321707,-88.95917772464199,6.892264536872972e-13
PPI,200,40,0.2,15,0.1,-37.610745391241146,-37.6105429390874,-88.95917772464199,0.00020245215374359304
PPI,200,40,0.2,16,0.1,-31.1728913667948,-31.17278913787358,-88.95917772464199,0.000102228921221581
PPI,200,40,0.2,17,0.1,-12.045615563722397,-12.045615563721455,-88.95917772464199,9.414691248821327e-13
PPI,200,40,0.2,18,0.1,-79.16147140829717,-79.16147140829538,-88.95917772464199,1.7905676941154525e-12
PPI,200,40,0.2,19,0.1,61.56189795747375,61.56189795747437,-88.95917772464199,6.252776074688882e-13
PPI,200,40,0.2,20,0.1,-26.635550110613874,-26.635550110613192,-88.95917772464199,6.821210263296962e-13
PPI,200,40,0.2,21,0.1,-38.997492619829714,-38.997471498052676,-88.95917772464199,2.1121777038501932e-05
PPI,200,40,0.2,22,0.1,-43.51415882331925,-43.51411930946897,-88.95917772464199,3.951385028244658e-05
PPI,200,40,0.2,23,0.1,-2.691045170287159,-2.6910451702846374,-88.95917772464199,2.5215385335286555e-12
PPI,200,40,0.2,24,0.1,18.658702644387585,18.65870264439201,-88.95917772464199,4.426681243785424e-12
PPI,200,40,0.2,25,0.1,-33.10550342698698,-33.1051261137922,-88.95917772464199,0.00037731319477529723
PPI,200,40,0.2,26,0.1,-12.467205487805831,-12.467205487802005,-88.95917772464199,3.8262726320681395e-12
PPI,200,40,0.2,27,0.1,14.767491762331666,14.773597339507155,-88.95917772464199,0.0061055771754894295
PPI,200,40,0.2,28,0.1,,,-88.95917772464199,
PPI,200,40,0.2,29,0.1,-2.0461849413410893,-2.0461849413391913,-88.95917772464199,1.8980372828991676e-12
PPI,200,40,0.2,0,0.5,-3.982299454250753,-3.981648636933655,-88.95917772464199,0.0006508173170978182
PPI,200,40,0.2,1,0.5,-32.496403744371904,-32.49640374437057,-88.95917772464199,1.3358203432289883e-12
PPI,200,40,0.2,2,0.5,-35.89767228029072,-35.89749916505292,-88.95917772464199,0.00017311523779994786
PPI,200,40,0.2,3,0.5,-30.028288292251858,-30.0282882922509,-88.95917772464199,9.592326932761353e-13
PPI,200,40,0.2,4,0.5,-40.68182903131854,-40.68182903131675,-88.95917772464199,1.7905676941154525e-12
PPI,200,40,0.2,5,0.5,,,-88.95917772464199,
PPI,200,40,0.2,6,0.5,,,-88.95917772464199,
PPI,200,40,0.2,7,0.5,-13.514784535664694,-13.514509326832636,-88.95917772464199,0.00027520883205767177
PPI,200,40,0.2,8,0.5,-68.72309061921324,-68.72297739946585,-88.95917772464199,0.00011321974739075813
PPI,200,40,0.2,9,0.5,-45.96962984092148,-45.9696298409203,-88.95917772464199,1.1795009413617663e-12
PPI,200,40,0.2,10,0.5,-18.445473415689495,-18.445473415686134,-88.95917772464199,3.360867140145274e-12
PPI,200,40,0.2,11,0.5,-70.05803072656623,-70.05803072655983,-88.95917772464199,6.394884621840902e-12
PPI,200,40,0.2,12,0.5,-29.862176632686655,-29.862176632685852,-88.95917772464199,8.029132914089132e-13
PPI,200,40,0.2,13,0.5,-48.26231903066738,-48.26220440612476,-88.95917772464199,0.00011462454261845778
PPI,200,40,0.2,14,0.5,-7.186880931470988,-7.18688093146924,-88.95917772464199,1.7479351299698465e-12
PPI,200,40,0.2,15,0.5,4.1782166908440646,4.178419903868616,-88.95917772464199,0.0002032130245517294
PPI,200,40,0.2,16,0.5,,,-88.95917772464199,
PPI,200,40,0.2,17,0.5,20.301396179662166,20.30156480108732,-88.95917772464199,0.00016862142515350342
PPI,200,40,0.2,18,0.5,42.77904583275985,42.779743088288015,-88.95917772464199,0.0006972555281663517
PPI,200,40,0.2,19,0.5,-1.735885938020933,-1.7358859380128697,-88.95917772464199,8.063327783247587e-12
PPI,200,40,0.2,20,0.5,1.3788011052869849,1.378865538535856,-88.95917772464199,6.443324887106527e-05
PPI,200,40,0.2,21,0.5,-19.240651586487093,-19.240651586486177,-88.95917772464199,9.166001291305292e-13
PPI,200,40,0.2,22,0.5,3.2730503782246823,3.2730503782251246,-88.95917772464199,4.4231285301066237e-13
PPI,200,40,0.2,23,0.5,-37.353170550496756,-37.353170550495406,-88.95917772464199,1.3500311979441904e-12
PPI,200,40,0.2,24,0.5,,,-88.95917772464199,
PPI,200,40,0.2,25,0.5,,,-88.95917772464199,
PPI,200,40,0.2,26,0.5,,,-88.95917772464199,
PPI,200,40,0.2,27,0.5,0.6749060376430746,0.6749060376447832,-88.95917772464199,1.708633234898116e-12
PPI,200,40,0.2,28,0.5,-12.890325943884651,-12.890245340453177,-88.95917772464199,8.060343147420213e-05
PPI,200,40,0.2,29,0.5,-18.390570282655894,-18.390570282653854,-88.95917772464199,2.0392576516314875e-12
PPI,200,40,0.2,0,2.0,,,-88.95917772464199,
PPI,200,40,0.2,1,2.0,-7.119947454739404,-7.1199474547385355,-88.95917772464199,8.686384944667225e-13
PPI,200,40,0.2,2,2.0,8.572011900264739,8.572011900266352,-88.95917772464199,1.6129320101754274e-12
PPI,200,40,0.2,3,2.0,,,-88.95917772464199,
PPI,200,40,0.2,4,2.0,-54.270708847067525,-54.27070884706623,-88.95917772464199,1.2931877790833823e-12
PPI,200,40,0.2,5,2.0,-21.56508982432806,-21.565089824314224,-88.95917772464199,1.383426706524915e-11
PPI,200,40,0.2,6,2.0,,,-88.95917772464199,
PPI,200,40,0.2,7,2.0,,,-88.95917772464199,
PPI,200,40,0.2,8,2.0,,,-88.95917772464199,
PPI,200,40,0.2,9,2.0,,,-88.95917772464199,
PPI,200,40,0.2,10,2.0,-41.87893617874398,-41.87893617874311,-88.95917772464199,8.668621376273222e-13
PPI,200,40,0.2,11,2.0,-51.91651581249917,-51.916379279318875,-88.95917772464199,0.00013653318029582806
PPI,200,40,0.2,12,2.0,-64.21468898322846,-64.21468898320819,-88.95917772464199,2.0264678823878057e-11
PPI,200,40,0.2,13,2.0,-19.11731765933646,-19.117202717292617,-88.95917772464199,0.00011494204384376872
PPI,200,40,0.2,14,2.0,-50.54184133374788,-50.5416291907151,-88.95917772464199,0.00021214303278327407
PPI,200,40,0.2,15,2.0,-59.6054042739791,-59.60453050383007,-88.95917772464199,0.000873770149027564
PPI,200,40,0.2,16,2.0,-48.54401722190268,-48.54357606836275,-88.95917772464199,0.0004411535399242439
PPI,200,40,0.2,17,2.0,,,-88.95917772464199,
PPI,200,40,0.2,18,2.0,,,-88.95917772464199,
PPI,200,40,0.2,19,2.0,-21.404603497870507,-21.404603497863253,-88.95917772464199,7.254641332110623e-12
PPI,200,40,0.2,20,2.0,-11.985077782861321,-11.985077782858088,-88.95917772464199,3.232969447708456e-12
PPI,200,40,0.2,21,2.0,12.767013563158441,12.767013563162282,-88.95917772464199,3.8404834867833415e-12
PPI,200,40,0.2,22,2.0,-25.798286900321234,-25.798286900320125,-88.95917772464199,1.1084466677857563e-12
PPI,200,40,0.2,23,2.0,-21.16448853335056,-21.164488533347228,-88.95917772464199,3.33244543071487e-12
PPI,200,40,0.2,24,2.0,6.851530864126075,6.852434998549136,-88.95917772464199,0.0009041344230613646
PPI,200,40,0.2,25,2.0,-0.7577381529577969,-0.7577381529561529,-88.95917772464199,1.6440182548649318e-12
PPI,200,40,0.2,26,2.0,10.799758058211795,10.799758058223167,-88.95917772464199,1.1372236485840403e-11
PPI,200,40,0.2,27,2.0,-30.841484909358943,-30.841484909335666,-88.95917772464199,2.3277380023500882e-11
PPI,200,40,0.2,28,2.0,,,-88.95917772464199,
PPI,200,40,0.2,29,2.0,-29.54404906221269,-29.543427860689956,-88.95917772464199,0.0006212015227333723
PPI,200,40,0.2,0,5.0,-18.3380064199816,-18.338006419975432,-88.95917772464199,6.16751094639767e-12
PPI,200,40,0.2,1,5.0,-19.538490957921837,-19.53842809053193,-88.95917772464199,6.286738990723961e-05
PPI,200,40,0.2,2,5.0,-37.76609007127579,-37.76594402465438,-88.95917772464199,0.00014604662140982327
PPI,200,40,0.2,3,5.0,,,-88.95917772464199,
PPI,200,40,0.2,4,5.0,-42.84268563348205,-42.84241935126779,-88.95917772464199,0.0002662822142553978
PPI,200,40,0.2,5,5.0,37.84821943938381,37.84821943939595,-88.95917772464199,1.2136069926782511e-11
PPI,200,40,0.2,6,5.0,-40.694700339821125,-40.694700339819164,-88.95917772464199,1.9610979506978765e-12
PPI,200,40,0.2,7,5.0,15.39981143225964,15.399811432266521,-88.95917772464199,6.88160639583657e-12
PPI,200,40,0.2,8,5.0,-23.972325695958013,-23.972325695957302,-88.95917772464199,7.105427357601002e-13
PPI,200,40,0.2,9,5.0,-3.2206206738801777,-3.2202634509081554,-88.95917772464199,0.0003572229720223419
PPI,200,40,0.2,10,5.0,,,-88.95917772464199,
PPI,200,40,0.2,11,5.0,,,-88.95917772464199,
PPI,200,40,0.2,12,5.0,-10.61626933356511,-10.61626933356419,-88.95917772464199,9.201528428093297e-13
PPI,200,40,0.2,13,5.0,-30.607425586630953,-30.604785101037308,-88.95917772464199,0.0026404855936448257
PPI,200,40,0.2,14,5.0,-29.471400363293224,-29.471352170338857,-88.95917772464199,4.819295436675475e-05
PPI,200,40,0.2,15,5.0,,,-88.95917772464199,
PPI,200,40,0.2,16,5.0,0.47458225937164317,0.47458225937399795,-88.95917772464199,2.354783035229957e-12
PPI,200,40,0.2,17,5.0,,,-88.95917772464199,
PPI,200,40,0.2,18,5.0,-74.28212599526923,-74.28212599525351,-88.95917772464199,1.5717205315013416e-11
PPI,200,40,0.2,19,5.0,12.841148522304048,12.841221522085261,-88.95917772464199,7.299978121366735e-05
PPI,200,40,0.2,20,5.0,-35.9119664564375,-35.91171522852983,-88.95917772464199,0.0002512279076682944
PPI,200,40,0.2,21,5.0,,,-88.95917772464199,
PPI,200,40,0.2,22,5.0,,,-88.95917772464199,
PPI,200,40,0.2,23,5.0,-67.45529135365756,-67.45422097826817,-88.95917772464199,0.0010703753893892554
PPI,200,40,0.2,24,5.0,-68.31240386377522,-68.31202849115536,-88.95917772464199,0.00037537261985676196
PPI,200,40,0.2,25,5.0,-61.99545983203382,-61.99545983203216,-88.95917772464199,1.6626700016786344e-12
PPI,200,40,0.2,26,5.0,-11.557602501692738,-11.557602501687441,-88.95917772464199,5.297096095091547e-12
PPI,200,40,0.2,27,5.0,15.560217606120517,15.560217606133804,-88.95917772464199,1.3287149158713873e-11
PPI,200,40,0.2,28,5.0,-38.68895340137483,-38.68895340137381,-88.95917772464199,1.0231815394945443e-12
PPI,200,40,0.2,29,5.0,,,-88.95917772464199,
PPI,200,40,0.2,0,10.0,-16.988075421723302,-16.987682483864766,-88.95917772464199,0.00039293785853544705
PPI,200,40,0.2,1,10.0,26.305211199683043,26.305935562804848,-88.95917772464199,0.0007243631218045721
PPI,200,40,0.2,2,10.0,-45.75340114264776,-45.75340114264347,-88.95917772464199,4.291678123991005e-12
PPI,200,40,0.2,3,10.0,,,-88.95917772464199,
PPI,200,40,0.2,4,10.0,14.050445924909551,14.050628549808367,-88.95917772464199,0.0001826248988159307
PPI,200,40,0.2,5,10.0,2.6676907355597796,2.6678325825076508,-88.95917772464199,0.00014184694787111596
PPI,200,40,0.2,6,10.0,-29.732120380833322,-29.727033506257925,-88.95917772464199,0.00508687457539736
PPI,200,40,0.2,7,10.0,-11.341865545571826,-11.341147234525357,-88.95917772464199,0.0007183110464694664
PPI,200,40,0.2,8,10.0,-44.96715497940881,-44.967083571852974,-88.95917772464199,7.140755583634473e-05
PPI,200,40,0.2,9,10.0,-49.59358873528667,-49.593520514985485,-88.95917772464199,6.822030118769362e-05
PPI,200,40,0.2,10,10.0,32.69249715778546,32.69249715778735,-88.95917772464199,1.8900436771218665e-12
PPI,200,40,0.2,11,10.0,,,-88.95917772464199,
PPI,200,40,0.2,12,10.0,-13.137070764371574,-13.137070764370508,-88.95917772464199,1.0658141036401503e-12
PPI,200,40,0.2,13,10.0,,,-88.95917772464199,
