method,p,n,ratio,trial,std,lower,upper,theta,width
PPI,50,2,0.05,0,0.01,1.315152743724949,1.315152743725259,57.71631336074492,3.099742684753437e-13
PPI,50,2,0.05,1,0.01,,,57.71631336074492,
PPI,50,2,0.05,2,0.01,-1.6896108050771415,-1.6895367228278828,57.71631336074492,7.40822492586446e-05
PPI,50,2,0.05,3,0.01,-10.03248012623729,-10.032480126236832,57.71631336074492,4.583000645652646e-13
PPI,50,2,0.05,4,0.01,-0.34485638199630025,-0.344382661320574,57.71631336074492,0.00047372067572626353
PPI,50,2,0.05,5,0.01,-1.192397321045433,-1.192397321044417,57.71631336074492,1.0160761121369433e-12
PPI,50,2,0.05,6,0.01,,,57.71631336074492,
PPI,50,2,0.05,7,0.01,2.2718240943131627,2.271824094313216,57.71631336074492,5.3290705182007514e-14
PPI,50,2,0.05,8,0.01,1.6804826974988956,1.6806449998369355,57.71631336074492,0.00016230233803993244
PPI,50,2,0.05,9,0.01,1.8581628448690874,1.8581628448691816,57.71631336074492,9.414691248821327e-14
PPI,50,2,0.05,10,0.01,4.157282342285214,4.157282342289969,57.71631336074492,4.7553072590744705e-12
PPI,50,2,0.05,11,0.01,-0.8053033752246522,-0.8050706985240418,57.71631336074492,0.00023267670061044576
PPI,50,2,0.05,12,0.01,4.617908408861714,4.617908408862666,57.71631336074492,9.521272659185342e-13
PPI,50,2,0.05,13,0.01,2.2587441820550245,2.2587781869562207,57.71631336074492,3.400490119620514e-05
PPI,50,2,0.05,14,0.01,-1.5221592170532772,-1.5221592170518459,57.71631336074492,1.4312995233467518e-12
PPI,50,2,0.05,15,0.01,,,57.71631336074492,
PPI,50,2,0.05,16,0.01,0.14846466625518417,0.14846466625579346,57.71631336074492,6.092903959142859e-13
PPI,50,2,0.05,17,0.01,,,57.71631336074492,
PPI,50,2,0.05,18,0.01,-1.0948193172497251,-1.0947769771291143,57.71631336074492,4.234012061088421e-05
PPI,50,2,0.05,19,0.01,,,57.71631336074492,
PPI,50,2,0.05,20,0.01,1.6294168963697184,1.6424252259085477,57.71631336074492,0.013008329538829244
PPI,50,2,0.05,21,0.01,-1.1911058477867167,-1.1911058477865204,57.71631336074492,1.9628743075372768e-13
PPI,50,2,0.05,22,0.01,-1.371282187473431,-1.371282187471277,57.71631336074492,2.1538326677728037e-12
PPI,50,2,0.05,23,0.01,1.9380284661615692,1.938028466165403,57.71631336074492,3.8338221486355906e-12
PPI,50,2,0.05,24,0.01,1.1255128143147284,1.1255352035030677,57.71631336074492,2.2389188339300148e-05
PPI,50,2,0.05,25,0.01,0.31964859364842335,0.31964859364871134,57.71631336074492,2.879918525877656e-13
PPI,50,2,0.05,26,0.01,-0.38730526531414294,-0.3873052653140083,57.71631336074492,1.346700528870315e-13
PPI,50,2,0.05,27,0.01,,,57.71631336074492,
PPI,50,2,0.05,28,0.01,0.7440563867802624,0.7440563867805571,57.71631336074492,2.9465319073551655e-13
PPI,50,2,0.05,29,0.01,,,57.71631336074492,
PPI,50,2,0.05,0,0.1,-0.7971397029269858,-0.7971397029269223,57.71631336074492,6.350475700855895e-14
PPI,50,2,0.05,1,0.1,0.3761539490197956,0.3761539490198129,57.71631336074492,1.7319479184152442e-14
PPI,50,2,0.05,2,0.1,,,57.71631336074492,
PPI,50,2,0.05,3,0.1,11.130337759877252,11.130506810827667,57.71631336074492,0.0001690509504150839
PPI,50,2,0.05,4,0.1,-0.7041246755892941,-0.7041246755892941,57.71631336074492,0.0
PPI,50,2,0.05,5,0.1,-4.928638804481494,-4.928638804480713,57.71631336074492,7.815970093361102e-13
PPI,50,2,0.05,6,0.1,4.749077869272322,4.749077869273068,57.71631336074492,7.460698725481052e-13
PPI,50,2,0.05,7,0.1,1.229745714966257,1.2297457149670514,57.71631336074492,7.94475596421762e-13
PPI,50,2,0.05,8,0.1,-3.665695813644698,-3.6656958136430755,57.71631336074492,1.6227019727921288e-12
PPI,50,2,0.05,9,0.1,,,57.71631336074492,
PPI,50,2,0.05,10,0.1,0.4300607904521878,0.4300607904523539,57.71631336074492,1.6608936448392342e-13
PPI,50,2,0.05,11,0.1,3.664441141745776,3.664441141747102,57.71631336074492,1.326050380612287e-12
PPI,50,2,0.05,12,0.1,-7.314239108221303,-7.314239108218093,57.71631336074492,3.2098768087962526e-12
PPI,50,2,0.05,13,0.1,,,57.71631336074492,
PPI,50,2,0.05,14,0.1,,,57.71631336074492,
PPI,50,2,0.05,15,0.1,0.7287990612110837,0.7287990612119961,57.71631336074492,9.123812816369536e-13
PPI,50,2,0.05,16,0.1,0.38347416238033044,0.3835942151320371,57.71631336074492,0.0001200527517066785
PPI,50,2,0.05,17,0.1,0.06422705630720305,0.06422705630720305,57.71631336074492,0.0
PPI,50,2,0.05,18,0.1,11.242501302013073,11.242501302014402,57.71631336074492,1.3287149158713873e-12
PPI,50,2,0.05,19,0.1,0.05370368753843885,0.05370368754187804,57.71631336074492,3.4391933745325787e-12
PPI,50,2,0.05,20,0.1,3.544345111288067,3.5461176484265393,57.71631336074492,0.0017725371384722521
PPI,50,2,0.05,21,0.1,,,57.71631336074492,
PPI,50,2,0.05,22,0.1,-3.5653750518742053,-3.5650427445983826,57.71631336074492,0.0003323072758227852
PPI,50,2,0.05,23,0.1,-0.01670523605212306,-0.016705236052121493,57.71631336074492,1.5681900222830336e-15
PPI,50,2,0.05,24,0.1,0.6743473739179501,0.6743473739191223,57.71631336074492,1.1721734693992403e-12
PPI,50,2,0.05,25,0.1,1.335377851058621,1.335377851058776,57.71631336074492,1.5498713423767185e-13
PPI,50,2,0.05,26,0.1,0.04993963769211927,0.04993963769218059,57.71631336074492,6.132594432273208e-14
PPI,50,2,0.05,27,0.1,,,57.71631336074492,
PPI,50,2,0.05,28,0.1,1.814093895262064,1.814282477200176,57.71631336074492,0.00018858193811199797
PPI,50,2,0.05,29,0.1,-1.0813324987065422,-1.081332498706429,57.71631336074492,1.1324274851176597e-13
PPI,50,2,0.05,0,0.5,,,57.71631336074492,
PPI,50,2,0.05,1,0.5,-0.11690460818608431,-0.11683552493869939,57.71631336074492,6.908324738491567e-05
PPI,50,2,0.05,2,0.5,-11.483837573793364,-11.483837573791488,57.71631336074492,1.8758328224066645e-12
PPI,50,2,0.05,3,0.5,5.838945264558567,5.838945264560077,57.71631336074492,1.5099033134902129e-12
PPI,50,2,0.05,4,0.5,3.2351673245465404,3.2451929628901732,57.71631336074492,0.010025638343632792
PPI,50,2,0.05,5,0.5,-0.2737737174357827,-0.27376279631331746,57.71631336074492,1.0921122465257227e-05
PPI,50,2,0.05,6,0.5,,,57.71631336074492,
PPI,50,2,0.05,7,0.5,3.87499645075958,3.8751254614399784,57.71631336074492,0.0001290106803981672
PPI,50,2,0.05,8,0.5,,,57.71631336074492,
PPI,50,2,0.05,9,0.5,,,57.71631336074492,
PPI,50,2,0.05,10,0.5,-0.7801570101681254,-0.7800654737619159,57.71631336074492,9.153640620951364e-05
PPI,50,2,0.05,11,0.5,-0.0692568384319355,-0.06905895276035276,57.71631336074492,0.00019788567158274262
PPI,50,2,0.05,12,0.5,,,57.71631336074492,
PPI,50,2,0.05,13,0.5,-1.4911238703851684,-1.491072463887587,57.71631336074492,5.140649758139659e-05
PPI,50,2,0.05,14,0.5,1.6044496180657202,1.6046166582922616,57.71631336074492,0.00016704022654145945
PPI,50,2,0.05,15,0.5,-0.026683743423350614,-0.026683743422965922,57.71631336074492,3.8469227803261674e-13
PPI,50,2,0.05,16,0.5,-3.1371964750109536,-3.137196475009959,57.71631336074492,9.947598300641403e-13
PPI,50,2,0.05,17,0.5,-0.3060482965371378,-0.30604829653711324,57.71631336074492,2.453592884421596e-14
PPI,50,2,0.05,18,0.5,-3.8442619014509645,-3.844261901450585,57.71631336074492,3.7925218521195347e-13
PPI,50,2,0.05,19,0.5,-3.6732151932277013,-3.6731967526333653,57.71631336074492,1.8440594335977778e-05
PPI,50,2,0.05,20,0.5,-0.15236638346703232,-0.15236638346665723,57.71631336074492,3.7508884886960914e-13
PPI,50,2,0.05,21,0.5,-0.7376413169080718,-0.7376413169080642,57.71631336074492,7.549516567451064e-15
PPI,50,2,0.05,22,0.5,-0.23452051386192999,-0.2345205138617303,57.71631336074492,1.996736109788344e-13
PPI,50,2,0.05,23,0.5,0.2782683693118613,0.2786856521657104,57.71631336074492,0.00041728285384912134
PPI,50,2,0.05,24,0.5,2.7272023026724534,2.727202302672591,57.71631336074492,1.376676550535194e-13
PPI,50,2,0.05,25,0.5,0.4434457808687756,0.4434457808692468,57.71631336074492,4.711786516509164e-13
PPI,50,2,0.05,26,0.5,-0.49743402082332877,-0.49743402082226074,57.71631336074492,1.0680345496894006e-12
PPI,50,2,0.05,27,0.5,-2.573076568439074,-2.573076568437912,57.71631336074492,1.1617373729677638e-12
PPI,50,2,0.05,28,0.5,-1.6826189137509941,-1.6826189137497676,57.71631336074492,1.226574397605873e-12
PPI,50,2,0.05,29,0.5,,,57.71631336074492,
PPI,50,2,0.05,0,2.0,,,57.71631336074492,
PPI,50,2,0.05,1,2.0,-0.7185141351213155,-0.7182307221174854,57.71631336074492,0.0002834130038300575
PPI,50,2,0.05,2,2.0,,,57.71631336074492,
PPI,50,2,0.05,3,2.0,,,57.71631336074492,
PPI,50,2,0.05,4,2.0,0.07608684404534545,0.07608684404537218,57.71631336074492,2.6728619317850644e-14
PPI,50,2,0.05,5,2.0,-0.5173286858453009,-0.5172590872620858,57.71631336074492,6.959858321509138e-05
PPI,50,2,0.05,6,2.0,-2.035011042968156,-2.035011042966075,57.71631336074492,2.0810020373573934e-12
PPI,50,2,0.05,7,2.0,,,57.71631336074492,
PPI,50,2,0.05,8,2.0,-3.2281570145588665,-3.2281570145564045,57.71631336074492,2.462030579408747e-12
PPI,50,2,0.05,9,2.0,1.2211501532845905,1.2213442189005814,57.71631336074492,0.00019406561599089045
PPI,50,2,0.05,10,2.0,-1.6394634697741417,-1.6394634697718364,57.71631336074492,2.305267088331675e-12
PPI,50,2,0.05,11,2.0,1.7727319329328,1.7727319329330145,57.71631336074492,2.1449508835758024e-13
PPI,50,2,0.05,12,2.0,2.945414479380004,2.945511772038509,57.71631336074492,9.729265850477731e-05
PPI,50,2,0.05,13,2.0,-1.0008615207717917,-1.0008266140366031,57.71631336074492,3.49067351885779e-05
PPI,50,2,0.05,14,2.0,,,57.71631336074492,
PPI,50,2,0.05,15,2.0,-6.61144945072119,-6.611449450716877,57.71631336074492,4.312994406063808e-12
PPI,50,2,0.05,16,2.0,1.0341854717143109,1.034185471714802,57.71631336074492,4.911626660941693e-13
PPI,50,2,0.05,17,2.0,,,57.71631336074492,
PPI,50,2,0.05,18,2.0,1.7123283604639237,1.712328360464331,57.71631336074492,4.072298054325074e-13
PPI,50,2,0.05,19,2.0,-2.237259606785434,-2.2368452277239705,57.71631336074492,0.00041437906146324366
PPI,50,2,0.05,20,2.0,1.7615072579587334,1.7619580948676403,57.71631336074492,0.0004508369089069042
PPI,50,2,0.05,21,2.0,1.3103383309046768,1.3103383309053007,57.71631336074492,6.23945339839338e-13
PPI,50,2,0.05,22,2.0,2.1953839320797828,2.195383932080114,57.71631336074492,3.312905505481467e-13
PPI,50,2,0.05,23,2.0,-0.24179854327996425,-0.24179854327995415,57.71631336074492,1.0103029524088925e-14
PPI,50,2,0.05,24,2.0,-0.6524713433221092,-0.652471343322057,57.71631336074492,5.218048215738236e-14
PPI,50,2,0.05,25,2.0,-0.2682585988131763,-0.26825859881295594,57.71631336074492,2.2037927038809357e-13
PPI,50,2,0.05,26,2.0,,,57.71631336074492,
PPI,50,2,0.05,27,2.0,-0.2544159958784124,-0.25441599587797875,57.71631336074492,4.3365311341858614e-13
PPI,50,2,0.05,28,2.0,-1.349720496739109,-1.34972049673702,57.71631336074492,2.0889956431346945e-12
PPI,50,2,0.05,29,2.0,-0.19275231303646903,-0.19275231303413262,57.71631336074492,2.3364088441724107e-12
PPI,50,2,0.05,0,5.0,1.261789821271119,1.2617898212731395,57.71631336074492,2.020605904817785e-12
PPI,50,2,0.05,1,5.0,-4.064357740328764,-4.063910429364866,57.71631336074492,0.00044731096389760694
PPI,50,2,0.05,2,5.0,-1.6392053397069144,-1.6392053397068704,57.71631336074492,4.39648317751562e-14
PPI,50,2,0.05,3,5.0,-2.527118581327242,-2.5271185813264037,57.71631336074492,8.384404281969182e-13
PPI,50,2,0.05,4,5.0,,,57.71631336074492,
PPI,50,2,0.05,5,5.0,-0.9602618267889026,-0.9602618267885824,57.71631336074492,3.2018832030189515e-13
PPI,50,2,0.05,6,5.0,-1.3575140928492142,-1.3575140928479694,57.71631336074492,1.2447820552097255e-12
PPI,50,2,0.05,7,5.0,-0.6303335435497067,-0.6302527757304536,57.71631336074492,8.076781925314691e-05
PPI,50,2,0.05,8,5.0,1.3963883394849195,1.3963883394850074,57.71631336074492,8.79296635503124e-14
PPI,50,2,0.05,9,5.0,,,57.71631336074492,
PPI,50,2,0.05,10,5.0,-2.557371593309349,-2.557371593306386,57.71631336074492,2.9629632081196178e-12
PPI,50,2,0.05,11,5.0,,,57.71631336074492,
PPI,50,2,0.05,12,5.0,1.4319495084941374,1.4319495084948741,57.71631336074492,7.367439991412539e-13
PPI,50,2,0.05,13,5.0,,,57.71631336074492,
PPI,50,2,0.05,14,5.0,4.20617368655256,4.20617368655838,57.71631336074492,5.8193450058752205e-12
PPI,50,2,0.05,15,5.0,1.4088980514660592,1.4088980514663203,57.71631336074492,2.611244553918368e-13
PPI,50,2,0.05,16,5.0,6.218697964450312,6.218697964452655,57.71631336074492,2.3430146711689304e-12
PPI,50,2,0.05,17,5.0,1.7116995505121,1.7117391489491827,57.71631336074492,3.959843708267741e-05
PPI,50,2,0.05,18,5.0,0.06172784196548786,0.06172784196572724,57.71631336074492,2.3937796189699156e-13
PPI,50,2,0.05,19,5.0,0.20854945381596426,0.20864989270122022,57.71631336074492,0.00010043888525596012
PPI,50,2,0.05,20,5.0,0.33916403760659414,0.3393261007309895,57.71631336074492,0.00016206312439537296
PPI,50,2,0.05,21,5.0,-0.20217660732823103,-0.20217660732812606,57.71631336074492,1.0497158697830855e-13
PPI,50,2,0.05,22,5.0,0.8480835942056145,0.8480835942075212,57.71631336074492,1.906697022491244e-12
PPI,50,2,0.05,23,5.0,0.379358360848002,0.37935836084821273,57.71631336074492,2.107203300738547e-13
PPI,50,2,0.05,24,5.0,,,57.71631336074492,
PPI,50,2,0.05,25,5.0,,,57.71631336074492,
PPI,50,2,0.05,26,5.0,-0.5686510117417234,-0.5686510117410397,57.71631336074492,6.836753385641714e-13
PPI,50,2,0.05,27,5.0,-2.051171623351742,-2.0510722936565537,57.71631336074492,9.932969518811063e-05
PPI,50,2,0.05,28,5.0,9.472241631455928,9.472241631462092,57.71631336074492,6.163958232718869e-12
PPI,50,2,0.05,29,5.0,2.486399038414405,2.4873005908863077,57.71631336074492,0.0009015524719027113
PPI,50,2,0.05,0,10.0,-2.7832499080108106,-2.7832499080101702,57.71631336074492,6.403766406037903e-13
PPI,50,2,0.05,1,10.0,,,57.71631336074492,
PPI,50,2,0.05,2,10.0,1.1042460114000061,1.104246011400078,57.71631336074492,7.194245199571014e-14
PPI,50,2,0.05,3,10.0,-0.1166146958775672,-0.11661469587694565,57.71631336074492,6.215583603363939e-13
PPI,50,2,0.05,4,10.0,,,57.71631336074492,
PPI,50,2,0.05,5,10.0,,,57.71631336074492,
PPI,50,2,0.05,6,10.0,-0.7737433843488022,-0.773743384345881,57.71631336074492,2.921218822393712e-12
PPI,50,2,0.05,7,10.0,,,57.71631336074492,
PPI,50,2,0.05,8,10.0,-2.595910245336787,-2.59591024533483,57.71631336074492,1.956657058599376e-12
PPI,50,2,0.05,9,10.0,-0.08182460493500865,-0.08182460493236804,57.71631336074492,2.6406099529197036e-12
PPI,50,2,0.05,10,10.0,,,57.71631336074492,
PPI,50,2,0.05,11,10.0,-1.1974126626755015,-1.1974126626746027,57.71631336074492,8.988365607365267e-13
PPI,50,2,0.05,12,10.0,,,57.71631336074492,
PPI,50,2,0.05,13,10.0,-0.82366128186283,-0.8236496477273806,57.71631336074492,1.1634135449467564e-05
PPI,50,2,0.05,14,10.0,2.085012543697861,2.0850235269292448,57.71631336074492,1.098323138393198e-05
PPI,50,2,0.05,15,10.0,0.803477352258126,0.8034773522623799,57.71631336074492,4.25393054115375e-12
PPI,50,2,0.05,16,10.0,8.633484573719015,8.633484573721626,57.71631336074492,2.611244553918368e-12
PPI,50,2,0.05,17,10.0,-0.6349197813372104,-0.6349197813370618,57.71631336074492,1.4854784069484595e-13
PPI,50,2,0.05,18,10.0,-2.179971489492968,-2.179971489491151,57.71631336074492,1.8172130467064562e-12
PPI,50,2,0.05,19,10.0,,,57.71631336074492,
PPI,50,2,0.05,20,10.0,-1.7328408544896607,-1.7328408544896599,57.71631336074492,8.881784197001252e-16
PPI,50,2,0.05,21,10.0,0.48251369178819037,0.48251369178822634,57.71631336074492,3.597122599785507e-14
PPI,50,2,0.05,22,10.0,,,57.71631336074492,
PPI,50,2,0.05,23,10.0,-0.14846454056738737,-0.14846454056634692,57.71631336074492,1.0404455075274655e-12
PPI,50,2,0.05,24,10.0,-0.37245408638082816,-0.3723730103566591,57.71631336074492,8.10760241690689e-05
PPI,50,2,0.05,25,10.0,-0.03073492967851308,-0.03073492967838455,57.71631336074492,1.285291317820736e-13
PPI,50,2,0.05,26,10.0,-0.7364595189679594,-0.736459518967823,57.71631336074492,1.3633538742396922e-13
PPI,50,2,0.05,27,10.0,0.5402867392479713,0.5405965192299389,57.71631336074492,0.00030977998196757284
PPI,50,2,0.05,28,10.0,,,57.71631336074492,
PPI,50,2,0.05,29,10.0,0.9015985614372926,0.9015985614380875,57.71631336074492,7.949196856316121e-13
PPI,50,5,0.1,0,0.01,,,57.71631336074492,
PPI,50,5,0.1,1,0.01,11.12991755324559,11.129917553249193,57.71631336074492,3.602451670303708e-12
PPI,50,5,0.1,2,0.01,3.4205068820875124,3.4205068820879414,57.71631336074492,4.289901767151605e-13
PPI,50,5,0.1,3,0.01,-2.45570295598446,-2.455702955983435,57.71631336074492,1.0249578963339445e-12
PPI,50,5,0.1,4,0.01,,,57.71631336074492,
PPI,50,5,0.1,5,0.01,3.3155756080200303,3.3155756080213794,57.71631336074492,1.3491430195244902e-12
PPI,50,5,0.1,6,0.01,-3.1657973564058164,-3.1657973564044344,57.71631336074492,1.3820056210533949e-12
PPI,50,5,0.1,7,0.01,-3.7951947780014645,-3.795194778000929,57.71631336074492,5.355715870791755e-13
PPI,50,5,0.1,8,0.01,2.2713544628863724,2.271354462889584,57.71631336074492,3.211653165635653e-12
PPI,50,5,0.1,9,0.01,1.3590917611478324,1.3591263011426096,57.71631336074492,3.453999477720515e-05
PPI,50,5,0.1,10,0.01,4.178938505810166,4.178938505811546,57.71631336074492,1.3802292642139946e-12
PPI,50,5,0.1,11,0.01,,,57.71631336074492,
PPI,50,5,0.1,12,0.01,-5.663772063689714,-5.6637720636884845,57.71631336074492,1.2292389328649733e-12
PPI,50,5,0.1,13,0.01,2.0662998646125064,2.0664899427728547,57.71631336074492,0.00019007816034832814
PPI,50,5,0.1,14,0.01,-5.8389032953979285,-5.838903295396692,57.71631336074492,1.2363443602225743e-12
PPI,50,5,0.1,15,0.01,,,57.71631336074492,
PPI,50,5,0.1,16,0.01,-0.4335003253765689,-0.4333906637345887,57.71631336074492,0.00010966164198022987
PPI,50,5,0.1,17,0.01,-13.471665524833274,-13.471665524831263,57.71631336074492,2.0108359422010835e-12
PPI,50,5,0.1,18,0.01,,,57.71631336074492,
PPI,50,5,0.1,19,0.01,-0.6582484323524058,-0.6582071996656604,57.71631336074492,4.123268674538494e-05
PPI,50,5,0.1,20,0.01,,,57.71631336074492,
PPI,50,5,0.1,21,0.01,2.8791582608360407,2.8794625759361243,57.71631336074492,0.000304315100083663
PPI,50,5,0.1,22,0.01,,,57.71631336074492,
PPI,50,5,0.1,23,0.01,,,57.71631336074492,
PPI,50,5,0.1,24,0.01,-1.8598790510958252,-1.859879051094592,57.71631336074492,1.2332357357536239e-12
PPI,50,5,0.1,25,0.01,5.9981887792951385,5.9982039060490555,57.71631336074492,1.5126753917016345e-05
PPI,50,5,0.1,26,0.01,2.0139647688629694,2.013964768863409,57.71631336074492,4.39648317751562e-13
PPI,50,5,0.1,27,0.01,0.6091663388621242,0.6091663388629622,57.71631336074492,8.379963389870682e-13
PPI,50,5,0.1,28,0.01,-5.949840882917821,-5.949709001321638,57.71631336074492,0.0001318815961823816
PPI,50,5,0.1,29,0.01,,,57.71631336074492,
PPI,50,5,0.1,0,0.1,1.4885585441961149,1.4886116051676164,57.71631336074492,5.306097150148403e-05
PPI,50,5,0.1,1,0.1,-4.249127314254146,-4.248999481413561,57.71631336074492,0.00012783284058492939
PPI,50,5,0.1,2,0.1,-6.846664524578458,-6.846549907523745,57.71631336074492,0.00011461705471305095
PPI,50,5,0.1,3,0.1,11.35497589106787,11.35497589107796,57.71631336074492,1.0089706847793423e-11
PPI,50,5,0.1,4,0.1,-0.4027874928233052,-0.4024246797549456,57.71631336074492,0.00036281306835961313
PPI,50,5,0.1,5,0.1,,,57.71631336074492,
PPI,50,5,0.1,6,0.1,3.5280544733920154,3.5280544733965282,57.71631336074492,4.512834550496336e-12
PPI,50,5,0.1,7,0.1,4.331352433095769,4.331352433101281,57.71631336074492,5.512035272658977e-12
PPI,50,5,0.1,8,0.1,4.134640055358957,4.135914403932124,57.71631336074492,0.0012743485731672166
PPI,50,5,0.1,9,0.1,,,57.71631336074492,
PPI,50,5,0.1,10,0.1,-4.580700198305992,-4.5807001983045215,57.71631336074492,1.4708234630234074e-12
PPI,50,5,0.1,11,0.1,6.252615261177269,6.252615261181187,57.71631336074492,3.9186431877169525e-12
PPI,50,5,0.1,12,0.1,,,57.71631336074492,
PPI,50,5,0.1,13,0.1,-1.1500904815606576,-1.1500519486268685,57.71631336074492,3.8532933789081625e-05
PPI,50,5,0.1,14,0.1,-7.224373370516519,-7.224187937819144,57.71631336074492,0.00018543269737492096
PPI,50,5,0.1,15,0.1,,,57.71631336074492,
PPI,50,5,0.1,16,0.1,5.62580927920878,5.625809279210469,57.71631336074492,1.6893153542696382e-12
PPI,50,5,0.1,17,0.1,-13.046961927546429,-13.046909950258984,57.71631336074492,5.1977287444771036e-05
PPI,50,5,0.1,18,0.1,-3.6987612300731976,-3.6987612300718626,57.71631336074492,1.3349321648092882e-12
PPI,50,5,0.1,19,0.1,-5.686347776881642,-5.6863477768813775,57.71631336074492,2.646771690706373e-13
PPI,50,5,0.1,20,0.1,1.3044324027690912,1.3045350054393308,57.71631336074492,0.00010260267023953773
PPI,50,5,0.1,21,0.1,7.1015946611058585,7.101594661108697,57.71631336074492,2.8386182293616002e-12
PPI,50,5,0.1,22,0.1,11.543741291084833,11.543787700966023,57.71631336074492,4.6409881189646285e-05
PPI,50,5,0.1,23,0.1,12.395582290972216,12.39558229097416,57.71631336074492,1.943334382303874e-12
PPI,50,5,0.1,24,0.1,1.4160440239248349,1.416099092787992,57.71631336074492,5.506886315709281e-05
PPI,50,5,0.1,25,0.1,7.811866913215534,7.811866913218388,57.71631336074492,2.8546054409162025e-12
PPI,50,5,0.1,26,0.1,0.25315559214831285,0.2532273398908773,57.71631336074492,7.174774256446526e-05
PPI,50,5,0.1,27,0.1,-2.130518122604363,-2.1303557889595477,57.71631336074492,0.00016233364481532675
PPI,50,5,0.1,28,0.1,16.14870036582119,16.148700365825928,57.71631336074492,4.739320047519868e-12
PPI,50,5,0.1,29,0.1,1.4945874505934627,1.4946368079914318,57.71631336074492,4.935739796918526e-05
PPI,50,5,0.1,0,0.5,-3.8443565784153955,-3.8443565784076017,57.71631336074492,7.793765632868599e-12
PPI,50,5,0.1,1,0.5,,,57.71631336074492,
PPI,50,5,0.1,2,0.5,1.350194869175631,1.3501948691774597,57.71631336074492,1.828759366162558e-12
PPI,50,5,0.1,3,0.5,-2.5181963898514304,-2.518196389850996,57.71631336074492,4.3431924723336124e-13
PPI,50,5,0.1,4,0.5,-6.782830097110572,-6.782830097109913,57.71631336074492,6.590283874174929e-13
PPI,50,5,0.1,5,0.5,-8.483842475941247,-8.4837270830981,57.71631336074492,0.00011539284314565634
PPI,50,5,0.1,6,0.5,5.575004866853898,5.575004866855612,57.71631336074492,1.7141843500212417e-12
PPI,50,5,0.1,7,0.5,-5.518722399282596,-5.5187223992821925,57.71631336074492,4.0323300254385686e-13
PPI,50,5,0.1,8,0.5,1.6806183008016153,1.6806183008549038,57.71631336074492,5.3288484735958264e-11
PPI,50,5,0.1,9,0.5,-2.8510278735715593,-2.8498651846529386,57.71631336074492,0.0011626889186207023
PPI,50,5,0.1,10,0.5,-8.751792125021128,-8.751434264279846,57.71631336074492,0.0003578607412819679
PPI,50,5,0.1,11,0.5,8.210482313853895,8.210482313856495,57.71631336074492,2.6005864128819667e-12
PPI,50,5,0.1,12,0.5,,,57.71631336074492,
PPI,50,5,0.1,13,0.5,-2.6486936840740234,-2.6486936840716164,57.71631336074492,2.4069635173873394e-12
PPI,50,5,0.1,14,0.5,-0.40148617473183207,-0.40148617473128106,57.71631336074492,5.510036871214652e-13
PPI,50,5,0.1,15,0.5,-4.153871855554028,-4.15387185555082,57.71631336074492,3.2081004519568523e-12
PPI,50,5,0.1,16,0.5,9.699288460526745,9.699288460530113,57.71631336074492,3.367972567502875e-12
PPI,50,5,0.1,17,0.5,,,57.71631336074492,
PPI,50,5,0.1,18,0.5,-0.15108136240159364,-0.1510813624004057,57.71631336074492,1.1879386363489175e-12
PPI,50,5,0.1,19,0.5,,,57.71631336074492,
PPI,50,5,0.1,20,0.5,,,57.71631336074492,
PPI,50,5,0.1,21,0.5,-6.080661254649593,-6.080661254649099,57.71631336074492,4.938272013532696e-13
PPI,50,5,0.1,22,0.5,0.2132968882452598,0.21339277693499206,57.71631336074492,9.588868973225972e-05
PPI,50,5,0.1,23,0.5,,,57.71631336074492,
PPI,50,5,0.1,24,0.5,-4.585520312000391,-4.585520311997655,57.71631336074492,2.7355895326763857e-12
PPI,50,5,0.1,25,0.5,-2.31422706110673,-2.3139511521059033,57.71631336074492,0.0002759090008268572
PPI,50,5,0.1,26,0.5,-9.535756537419395,-9.53575653741737,57.71631336074492,2.0250467969162855e-12
PPI,50,5,0.1,27,0.5,5.625311878346067,5.625880980545426,57.71631336074492,0.0005691021993587952
PPI,50,5,0.1,28,0.5,7.014149301054227,7.014149301062728,57.71631336074492,8.501643833369599e-12
PPI,50,5,0.1,29,0.5,,,57.71631336074492,
PPI,50,5,0.1,0,2.0,-3.4202308651433815,-3.419951051978001,57.71631336074492,0.00027981316538028267
PPI,50,5,0.1,1,2.0,0.7198094885326647,0.719809488534568,57.71631336074492,1.9033663534173684e-12
PPI,50,5,0.1,2,2.0,5.418886069224216,5.419173139201723,57.71631336074492,0.00028706997750660435
PPI,50,5,0.1,3,2.0,2.5057420229646117,2.5058645895167566,57.71631336074492,0.0001225665521449315
PPI,50,5,0.1,4,2.0,5.7436185051597235,5.743618505160711,57.71631336074492,9.876544027065393e-13
PPI,50,5,0.1,5,2.0,1.3816215949706512,1.3818199661192756,57.71631336074492,0.00019837114862442107
PPI,50,5,0.1,6,2.0,,,57.71631336074492,
PPI,50,5,0.1,7,2.0,,,57.71631336074492,
PPI,50,5,0.1,8,2.0,2.8005985521730716,2.8005985521735672,57.71631336074492,4.956035581926699e-13
PPI,50,5,0.1,9,2.0,6.818188849375161,6.819611458357447,57.71631336074492,0.0014226089822866328
PPI,50,5,0.1,10,2.0,-3.9091240653029087,-3.9091240653003454,57.71631336074492,2.5632829192545614e-12
PPI,50,5,0.1,11,2.0,,,57.71631336074492,
PPI,50,5,0.1,12,2.0,-2.7826812715605245,-2.7826812715601674,57.71631336074492,3.5704772471945034e-13
