method,p,n,trial,std,theta,error,error_max,error_min
PPI,1000,500,0,1.0,0.0008084836867656811,0.0015828563746888887,0.017295027254438804,2.2047079904651454e-09
Classical,1000,500,0,1.0,0.0008084836867656811,0.0015828563746888887,0.017295027254438804,2.2047079904651454e-09
PPI,1000,500,1,1.0,0.0008084836867656811,0.0015468421654972317,0.01906186008965161,2.451835866190467e-09
Classical,1000,500,1,1.0,0.0008084836867656811,0.0015468421654972315,0.01906186008965161,2.451835866190467e-09
PPI,1000,500,2,1.0,0.0008084836867656811,0.0013559817030894448,0.01759607269505657,1.5486925448711524e-11
Classical,1000,500,2,1.0,0.0008084836867656811,0.0013559817030894448,0.01759607269505657,1.5486925448711524e-11
PPI,1000,500,3,1.0,0.0008084836867656811,0.0015133674894382456,0.01832269036497416,3.01090111131795e-11
Classical,1000,500,3,1.0,0.0008084836867656811,0.0015133674894382456,0.01832269036497416,3.0109011113065274e-11
PPI,1000,500,4,1.0,0.0008084836867656811,0.0014685365215348924,0.013880015736091367,4.5858392414303147e-10
Classical,1000,500,4,1.0,0.0008084836867656811,0.0014685365215348928,0.01388001573609138,4.58583924143923e-10
PPI,1000,500,5,1.0,0.0008084836867656811,0.0015487742617403253,0.02198614657284441,4.270914809392839e-10
Classical,1000,500,5,1.0,0.0008084836867656811,0.0015487742617403255,0.021986146572844416,4.270914809389971e-10
PPI,1000,500,6,1.0,0.0008084836867656811,0.0014902949472878554,0.015123624461845212,3.662839369775884e-09
Classical,1000,500,6,1.0,0.0008084836867656811,0.0014902949472878554,0.015123624461845212,3.662839369775884e-09
PPI,1000,500,7,1.0,0.0008084836867656811,0.0015363616506732995,0.02401684407991039,9.004728790013333e-11
Classical,1000,500,7,1.0,0.0008084836867656811,0.0015363616506733,0.024016844079910397,9.00472879002321e-11
PPI,1000,500,8,1.0,0.0008084836867656811,0.0014711592667910676,0.015933854130630073,6.484866989384124e-10
Classical,1000,500,8,1.0,0.0008084836867656811,0.0014711592667910676,0.01593385413063008,6.484866989384676e-10
PPI,1000,500,9,1.0,0.0008084836867656811,0.001325282649196161,0.013527847715816981,1.9758711156723792e-08
Classical,1000,500,9,1.0,0.0008084836867656811,0.0013252826491961613,0.013527847715816988,1.9758711156720867e-08
PPI,1000,500,10,1.0,0.0008084836867656811,0.0014978886415792352,0.025789547305801915,4.656138968235809e-10
Classical,1000,500,10,1.0,0.0008084836867656811,0.0014978886415792352,0.025789547305801915,4.656138968235809e-10
PPI,1000,500,11,1.0,0.0008084836867656811,0.0015320962690907366,0.01849229474561379,4.166707668175469e-12
Classical,1000,500,11,1.0,0.0008084836867656811,0.0015320962690907366,0.01849229474561379,4.166707668175469e-12
PPI,1000,500,12,1.0,0.0008084836867656811,0.001493797766649331,0.020009699722420695,3.3056601101032206e-10
Classical,1000,500,12,1.0,0.0008084836867656811,0.0014937977666493317,0.020009699722420695,3.3056601101032206e-10
PPI,1000,500,13,1.0,0.0008084836867656811,0.0014728495542647609,0.014696641563910222,4.377843238658371e-11
Classical,1000,500,13,1.0,0.0008084836867656811,0.001472849554264761,0.014696641563910222,4.377843238646893e-11
PPI,1000,500,14,1.0,0.0008084836867656811,0.0016676269382387204,0.014637973087381784,1.759224582589029e-09
Classical,1000,500,14,1.0,0.0008084836867656811,0.0016676269382387204,0.014637973087381777,1.759224582589029e-09
PPI,1000,500,15,1.0,0.0008084836867656811,0.0015240231512154167,0.024145309528905708,1.0127603731886943e-09
Classical,1000,500,15,1.0,0.0008084836867656811,0.0015240231512154167,0.024145309528905708,1.0127603731886943e-09
PPI,1000,500,16,1.0,0.0008084836867656811,0.0015137513617060523,0.013519845505853164,8.525090548591692e-09
Classical,1000,500,16,1.0,0.0008084836867656811,0.0015137513617060523,0.013519845505853164,8.525090548591692e-09
PPI,1000,500,17,1.0,0.0008084836867656811,0.0014074017512357084,0.015485433499035658,9.431458276255136e-09
Classical,1000,500,17,1.0,0.0008084836867656811,0.0014074017512357084,0.015485433499035658,9.431458276255136e-09
PPI,1000,500,18,1.0,0.0008084836867656811,0.0016570949826430466,0.01727499430015154,5.690672915262928e-10
Classical,1000,500,18,1.0,0.0008084836867656811,0.0016570949826430466,0.01727499430015154,5.690672915262928e-10
PPI,1000,500,19,1.0,0.0008084836867656811,0.0015188709474606688,0.03498073668705225,2.274277839934866e-09
Classical,1000,500,19,1.0,0.0008084836867656811,0.0015188709474606688,0.03498073668705225,2.274277839934866e-09
PPI,1000,500,20,1.0,0.0008084836867656811,0.0015837407529574311,0.02371547948761689,1.30657213908103e-09
Classical,1000,500,20,1.0,0.0008084836867656811,0.0015837407529574316,0.02371547948761687,1.3065721390814064e-09
PPI,1000,500,21,1.0,0.0008084836867656811,0.001614441261375886,0.01972398507231685,3.885554464380056e-11
Classical,1000,500,21,1.0,0.0008084836867656811,0.001614441261375886,0.01972398507231685,3.885554464380056e-11
PPI,1000,500,22,1.0,0.0008084836867656811,0.001406449680160496,0.015967531667803875,4.942407470319698e-12
Classical,1000,500,22,1.0,0.0008084836867656811,0.001406449680160496,0.015967531667803875,4.942407470319698e-12
PPI,1000,500,23,1.0,0.0008084836867656811,0.0014290673693206806,0.013390578307449576,1.4069256868071802e-08
Classical,1000,500,23,1.0,0.0008084836867656811,0.0014290673693206806,0.013390578307449576,1.4069256868071802e-08
PPI,1000,500,24,1.0,0.0008084836867656811,0.001383652873841646,0.018486061657779704,6.351721627194679e-11
Classical,1000,500,24,1.0,0.0008084836867656811,0.001383652873841646,0.018486061657779704,6.351721627194679e-11
PPI,1000,500,25,1.0,0.0008084836867656811,0.0014420064825126976,0.013810317032374425,5.181449220080913e-10
Classical,1000,500,25,1.0,0.0008084836867656811,0.0014420064825126976,0.013810317032374425,5.181449220078346e-10
PPI,1000,500,26,1.0,0.0008084836867656811,0.0016263139812477641,0.02431014302998172,1.2156421611963887e-12
Classical,1000,500,26,1.0,0.0008084836867656811,0.0016263139812477641,0.02431014302998172,1.2156421611963887e-12
PPI,1000,500,27,1.0,0.0008084836867656811,0.0014801172611967719,0.013954301468277384,2.5924355598981425e-09
Classical,1000,500,27,1.0,0.0008084836867656811,0.0014801172611967723,0.013954301468277377,2.5924355599002626e-09
PPI,1000,500,28,1.0,0.0008084836867656811,0.0016749714495308517,0.01956168531969463,1.3333452787015316e-08
Classical,1000,500,28,1.0,0.0008084836867656811,0.0016749714495308517,0.01956168531969463,1.3333452787015316e-08
PPI,1000,500,29,1.0,0.0008084836867656811,0.001449845551038488,0.01590045660244042,1.8957521730664821e-10
Classical,1000,500,29,1.0,0.0008084836867656811,0.001449845551038488,0.015900456602440428,1.8957521730693483e-10
