method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,50,1000,0,1.0,0.9472022204895757,0.041179457941935435,6.710208728137991e-05,0.00034618550282094714,4.6042853150172246e-10
Classical,50,1000,0,1.0,,0.041179457941935435,0.0012689577736137623,0.007146234382361657,7.377250318212241e-07
PPI,50,1000,1,1.0,0.9424911183380977,0.041179457941935435,6.829543761362119e-05,0.00041516332243289567,9.591332766376931e-10
Classical,50,1000,1,1.0,,0.041179457941935435,0.000782414776661257,0.004285879540436596,6.1054235884637e-07
PPI,50,1000,2,1.0,0.8793324340313957,0.041179457941935435,6.925733763528108e-05,0.0003847221782670803,7.692577715556714e-08
Classical,50,1000,2,1.0,,0.041179457941935435,0.001068801994613038,0.005160546089667764,5.936416903738806e-06
PPI,50,1000,3,1.0,0.8760901552935103,0.041179457941935435,6.907477094971369e-05,0.00034024734434936083,2.2023661716536716e-09
Classical,50,1000,3,1.0,,0.041179457941935435,0.0009859534148499492,0.007606011999840778,1.5455591581119188e-06
PPI,50,1000,4,1.0,0.8714408419420437,0.041179457941935435,7.595523710353899e-05,0.0004590766374118735,4.688658718607508e-11
Classical,50,1000,4,1.0,,0.041179457941935435,0.0013800136705563995,0.009779429599093921,2.297668235029814e-07
PPI,50,1000,5,1.0,0.8269997658395067,0.041179457941935435,7.61458666680582e-05,0.0004898115749109615,7.365402790862086e-08
Classical,50,1000,5,1.0,,0.041179457941935435,0.001028485159006302,0.005009720368747182,9.740182629596334e-07
PPI,50,1000,6,1.0,0.8995574165235753,0.041179457941935435,6.988565657934715e-05,0.0004272269004903321,2.7918481105371865e-08
Classical,50,1000,6,1.0,,0.041179457941935435,0.0010037217387190679,0.007008190526323441,9.593733241037635e-07
PPI,50,1000,7,1.0,0.9463322177113311,0.041179457941935435,7.132151164829956e-05,0.000468419331075211,2.6790245467745767e-08
Classical,50,1000,7,1.0,,0.041179457941935435,0.0010276370030441872,0.00933108723537481,1.516569337038487e-07
PPI,50,1000,8,1.0,0.9064953669754744,0.041179457941935435,6.715032059390623e-05,0.000360228042635325,1.1269658229288181e-07
Classical,50,1000,8,1.0,,0.041179457941935435,0.0008062497693112805,0.0035684086331555596,6.206203568361401e-07
PPI,50,1000,9,1.0,0.928080926646359,0.041179457941935435,6.815482570714598e-05,0.000416018821340629,3.4343253633200515e-08
Classical,50,1000,9,1.0,,0.041179457941935435,0.0010459310588984423,0.006707776773024831,1.0310487829983734e-07
PPI,50,1000,10,1.0,0.8731115130208172,0.041179457941935435,6.851082690843706e-05,0.0003718861722121296,7.859993278975461e-09
Classical,50,1000,10,1.0,,0.041179457941935435,0.0012696950769198257,0.007428607519217264,1.0065649031161819e-09
PPI,50,1000,11,1.0,0.8207968483387326,0.041179457941935435,7.708654877842353e-05,0.0005473641387515695,3.584425835372283e-08
Classical,50,1000,11,1.0,,0.041179457941935435,0.0010144321019133085,0.00577424059639894,6.293398920668788e-07
PPI,50,1000,12,1.0,0.8909066439991311,0.041179457941935435,6.822126533565722e-05,0.00037068756263801297,3.063236598112348e-07
Classical,50,1000,12,1.0,,0.041179457941935435,0.0011412999404097892,0.006044141875510556,1.1297578140555226e-07
PPI,50,1000,13,1.0,1.0,0.041179457941935435,7.280305673841277e-05,0.000379555642004086,4.608869376992011e-11
Classical,50,1000,13,1.0,,0.041179457941935435,0.0008965887970097671,0.004877679278846468,2.1055251054383125e-07
PPI,50,1000,14,1.0,0.8638872521417986,0.041179457941935435,6.611678680386036e-05,0.0003943453903944955,7.991786178106286e-08
Classical,50,1000,14,1.0,,0.041179457941935435,0.0010108951167621008,0.011058986863991448,1.704944365619319e-07
PPI,50,1000,15,1.0,0.9699683482602575,0.041179457941935435,7.892429394603726e-05,0.00042764446401644915,1.7124512548306277e-09
Classical,50,1000,15,1.0,,0.041179457941935435,0.0014919419477104532,0.011502026827474865,2.099839333509803e-06
PPI,50,1000,16,1.0,0.9240927762148263,0.041179457941935435,7.217744330134563e-05,0.0004112379187011285,5.438764810045757e-07
