method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
PPI,1000,0.4750521963775124,0.5242685950126786,0,0.0,0.01,True,5.6958840231806684e-05,,0.04921639863516625
Tuned PPI,1000,0.4748925876044076,0.5241407926040957,0,0.0,0.01,True,5.9368896857216034e-05,0.23184698845330728,0.04924820499968813
Classical,1000,0.47653687161965147,0.5224097610061165,0,0.0,0.01,True,6.0109715930642905e-05,,0.045872889386465
PPI,1000,0.47149135677142684,0.5235451625803464,1,0.0,0.01,True,1.81919596481588e-05,,0.052053805808919607
Tuned PPI,1000,0.4715526435200865,0.5235960074814479,1,0.0,0.01,True,1.763309960965155e-05,0.3643751401098397,0.05204336396136133
Classical,1000,0.4718494433254792,0.5233634877068893,1,0.0,0.01,True,1.7316833313232286e-05,,0.05151404438141016
PPI,1000,0.4672501732651784,0.5197901762062507,2,0.0,0.01,True,9.030121079345747e-05,,0.05254000294107225
Tuned PPI,1000,0.467036657406299,0.5195938548646468,2,0.0,0.01,True,9.086191214034521e-05,0.3606892242857356,0.052557197458347804
Classical,1000,0.46684044277235265,0.5195588457064392,2,0.0,0.01,True,9.119876831617658e-05,,0.05271840293408653
PPI,1000,0.47110896336788805,0.524477617935023,3,0.0,0.01,True,8.043533500112244e-05,,0.053368654567134965
Tuned PPI,1000,0.47273585144842917,0.5230838741146181,3,0.0,0.01,True,8.325191502408301e-05,0.0,0.05034802266618893
Classical,1000,0.47274844160242147,0.5230712839606257,3,0.0,0.01,True,8.325191502408301e-05,,0.05032284235820428
PPI,1000,0.4907698778408974,0.5405989820502861,4,0.0,0.01,True,0.00014765732291973242,,0.04982910420938874
Tuned PPI,1000,0.4907851392259042,0.540628748510658,4,0.0,0.01,True,0.0001480182870422504,0.7803539437935157,0.04984360928475379
Classical,1000,0.4908737914779561,0.5407000702518965,4,0.0,0.01,True,0.00014930482169850249,,0.04982627877394036
PPI,1000,0.4514236350856621,0.5073858789293565,5,0.0,0.01,True,0.0004194767109329876,,0.055962243843694415
Tuned PPI,1000,0.4518598813357798,0.5077275664457972,5,0.0,0.01,True,0.00042558250297941217,0.08280927753811705,0.055867685110017384
Classical,1000,0.45550351284713014,0.5041541712894423,5,0.0,0.01,True,0.0004261638495047179,,0.048650658442312145
PPI,1000,0.49201162231201107,0.5480987403515053,6,0.0,0.01,True,0.00031359571558601233,,0.05608711803949423
Tuned PPI,1000,0.49238824491594924,0.5483707106289376,6,0.0,0.01,True,0.00031784196521906344,0.3114329615614951,0.05598246571298837
Classical,1000,0.4942256440230975,0.5468266645152047,6,0.0,0.01,True,0.0003198049196068744,,0.05260102049210719
PPI,1000,0.47171385599367277,0.5250676498769483,7,0.0,0.01,True,0.00011149865956206597,,0.053353793883275547
Tuned PPI,1000,0.47185559224167867,0.525170983566593,7,0.0,0.01,True,0.00011138309546328577,0.7278776200218443,0.05331539132491431
Classical,1000,0.47317804045053663,0.5245040526399602,7,0.0,0.01,True,0.0001111478988889591,,0.05132601218942362
PPI,1000,0.48036393915828995,0.535053799697627,8,0.0,0.01,True,8.7012345778797e-05,,0.054689860539337054
Tuned PPI,1000,0.48025443432275483,0.5341261526683911,8,0.0,0.01,True,7.671061461138726e-05,0.0,0.05387171834563631
Classical,1000,0.4802679056210082,0.5341126813701378,8,0.0,0.01,True,7.671061461138726e-05,,0.0538447757491296
PPI,1000,0.49738446008200554,0.5525243125209994,9,0.0,0.01,True,0.00038202900358263797,,0.055139852438993886
Tuned PPI,1000,0.49738446008200554,0.5525243125209994,9,0.0,0.01,True,0.00038202900358263797,1.0,0.055139852438993886
Classical,1000,0.4989198919699637,0.5521171583009661,9,0.0,0.01,True,0.0003954657537775237,,0.05319726633100236
PPI,2000,0.4551193443325525,0.49276289769146087,0,0.0,0.01,False,0.0003415726367412113,,0.037643553358908344
Tuned PPI,2000,0.4554009476085667,0.49235224165955943,0,0.0,0.01,False,0.0003431604715168997,0.0,0.03695129405099273
Classical,2000,0.4554055670978314,0.4923476221702947,0,0.0,0.01,False,0.0003431604715168997,,0.03694205507246329
PPI,2000,0.4858516118512019,0.5236955034969986,1,0.0,0.01,True,5.4836437627109445e-05,,0.03784389164579666
Tuned PPI,2000,0.4858521079441482,0.5236957714629643,1,0.0,0.01,True,5.4814328254578013e-05,0.9902967699807171,0.03784366351881613
Classical,2000,0.487032079969696,0.5225937781178002,1,0.0,0.01,True,5.2593326403886764e-05,,0.03556169814810417
PPI,2000,0.4988746397907862,0.5370547755017605,2,0.0,0.01,True,0.00021652894916009623,,0.03818013571097428
Tuned PPI,2000,0.49887607141579654,0.5370529145007552,2,0.0,0.01,True,0.00021549365590100222,0.5633350037647228,0.03817684308495867
Classical,2000,0.4986896244604403,0.5372388075245399,2,0.0,0.01,True,0.00021417241865455007,,0.0385491830640996
PPI,2000,0.4936056260926098,0.5321143566491986,3,0.0,0.01,True,8.563497327446826e-05,,0.03850873055658882
Tuned PPI,2000,0.4937232220293637,0.5320978730949293,3,0.0,0.01,True,8.768994927589374e-05,0.005180741220120215,0.03837465106556559
Classical,2000,0.4939442254567958,0.5318773962325825,3,0.0,0.01,True,8.77013712688757e-05,,0.03793317077578667
PPI,2000,0.48311891310524135,0.5211708218569673,4,0.0,0.01,True,1.8426146393304674e-05,,0.03805190875172593
Tuned PPI,2000,0.48311891310524135,0.5211708218569673,4,0.0,0.01,True,1.8426146393304674e-05,1.0,0.03805190875172593
Classical,2000,0.48265004818887036,0.521534794764991,4,0.0,0.01,True,1.839002945136185e-05,,0.03888474657612062
PPI,2000,0.4959631941991755,0.5320087444236272,5,0.0,0.01,True,0.00011523845289087721,,0.03604555022445172
Tuned PPI,2000,0.4960092616043798,0.5320231334259788,5,0.0,0.01,True,0.00011731614288276439,0.07987424222127308,0.03601387182159904
Classical,2000,0.4955910255366135,0.5324466175913017,5,0.0,0.01,True,0.00011750008306425533,,0.036855592054688247
PPI,2000,0.4838747661970101,0.5204100700968827,6,0.0,0.01,True,2.627239173548609e-05,,0.036535303899872584
Tuned PPI,2000,0.48386540040494247,0.5204023367727811,6,0.0,0.01,True,2.589800933438534e-05,0.9000658170574741,0.03653693636783867
Classical,2000,0.4836127593831942,0.5205009731335346,6,0.0,0.01,True,2.264944976900153e-05,,0.036888213750340404
PPI,2000,0.48585664091136127,0.5206517756298686,7,0.0,0.01,True,7.088948493944355e-06,,0.03479513471850737
Tuned PPI,2000,0.48585664091136127,0.5206517756298686,7,0.0,0.01,True,7.088948493944355e-06,1.0,0.03479513471850737
Classical,2000,0.48541993843683306,0.5213982599947248,7,0.0,0.01,True,7.300746145959859e-06,,0.03597832155789171
PPI,2000,0.480871573480951,0.5201353441723042,8,0.0,0.01,True,0.0001621525327626853,,0.03926377069135323
Tuned PPI,2000,0.480871573480951,0.5201353441723042,8,0.0,0.01,True,0.0001621525327626853,1.0,0.03926377069135323
Classical,2000,0.48134852512794574,0.5197243829016119,8,0.0,0.01,True,0.0001635185020514475,,0.0383758577736662
PPI,2000,0.47323318669420417,0.5099489187918239,9,0.0,0.01,True,8.767182067456096e-05,,0.03671573209761975
Tuned PPI,2000,0.473187295339158,0.5098987799732427,9,0.0,0.01,True,8.794660796189796e-05,0.20663593228511726,0.036711484634084746
Classical,2000,0.4732138662335751,0.5098471975043642,9,0.0,0.01,True,8.801858281234608e-05,,0.03663333127078916
PPI,3000,0.47871163392258465,0.5081968119169651,0,0.0,0.01,True,3.0207007800955497e-05,,0.02948517799438044
Tuned PPI,3000,0.47904747112333346,0.508095534822444,0,0.0,0.01,True,3.088683779733463e-05,0.0,0.029048063699110505
Classical,3000,0.4790498919970647,0.5080931139487127,0,0.0,0.01,True,3.088683779733463e-05,,0.02904322195164799
PPI,3000,0.48080442104343435,0.5116697713668704,1,0.0,0.01,True,1.323130167060206e-05,,0.03086535032343607
Tuned PPI,3000,0.4808500511087824,0.5116839230977384,1,0.0,0.01,True,1.2501137403241374e-05,0.052879924934877406,0.030833871988955985
Classical,3000,0.48086701430901524,0.5116702976547547,1,0.0,0.01,True,1.2461361437677515e-05,,0.03080328334573945
PPI,3000,0.48290206299879007,0.5141859493215468,2,0.0,0.01,True,2.7889154924901507e-05,,0.03128388632275675
Tuned PPI,3000,0.483456334637809,0.5139574544269722,2,0.0,0.01,True,2.6810842517158055e-05,0.0,0.030501119789163145
Classical,3000,0.4834588766096401,0.5139549124551411,2,0.0,0.01,True,2.6810842517158055e-05,,0.030496035845501035
PPI,3000,0.4739118994009088,0.5052306922488407,3,0.0,0.01,True,9.221140740489416e-05,,0.031318792847931876
Tuned PPI,3000,0.47396746855460925,0.5052601228386604,3,0.0,0.01,True,9.352515599972691e-05,0.4762089774637072,0.03129265428405115
Classical,3000,0.47416694331781434,0.5051379263013211,3,0.0,0.01,True,9.47557014398819e-05,,0.030970982983506812
PPI,3000,0.5052276000577104,0.5346239105784808,4,0.0,0.01,False,0.00019859871423541517,,0.029396310520770408
Tuned PPI,3000,0.5052308278297776,0.5345959992933388,4,0.0,0.01,False,0.0001983381102788641,0.49175808818347894,0.029365171463561213
Classical,3000,0.505674486407992,0.5341284577630946,4,0.0,0.01,False,0.0001980875185723394,,0.028453971355102636
PPI,3000,0.49143151414891756,0.5210074622546881,5,0.0,0.01,True,2.1440823223992594e-05,,0.029575948105770522
Tuned PPI,3000,0.4914033316770936,0.5209765068517007,5,0.0,0.01,True,2.1148704508741697e-05,0.7388904351510789,0.029573175174607114
Classical,3000,0.4910952891475982,0.521117200436785,5,0.0,0.01,True,2.0342441728006013e-05,,0.030021911289186798
PPI,3000,0.4883633201572761,0.5189889775805521,6,0.0,0.01,True,5.6615533761968475e-05,,0.030625657423275943
Tuned PPI,3000,0.48826933952551815,0.5188788069822821,6,0.0,0.01,True,5.8764829897115427e-05,0.06265484709530063,0.030609467456763906
Classical,3000,0.48808253427925813,0.5190519661729115,6,0.0,0.01,True,5.8911080439022345e-05,,0.030969431893653365
PPI,3000,0.48187015973974734,0.5114431948409895,7,0.0,0.01,True,1.3011992996620572e-05,,0.029573035101242207
Tuned PPI,3000,0.48187015973974734,0.5114431948409895,7,0.0,0.01,True,1.3011992996620572e-05,1.0,0.029573035101242207
Classical,3000,0.4816686684538582,0.5114919573146061,7,0.0,0.01,True,1.27415394092689e-05,,0.029823288860747865
PPI,3000,0.4853253410012257,0.5156903426016954,8,0.0,0.01,True,4.548984675534299e-05,,0.030365001600469732
Tuned PPI,3000,0.4859121290765903,0.515143564830295,8,0.0,0.01,True,4.543046349279028e-05,0.0,0.029231435753704682
Classical,3000,0.4859145652325997,0.5151411286742856,8,0.0,0.01,True,4.543046349279028e-05,,0.02922656344168595
PPI,3000,0.45947017091023507,0.4880004383888196,9,0.0,0.01,False,0.00036691637528640954,,0.02853026747858456
Tuned PPI,3000,0.459640053236086,0.48835315846884436,9,0.0,0.01,False,0.0003602386625181259,0.0,0.028713105232758385
Classical,3000,0.4596424461942852,0.48835076551064516,9,0.0,0.01,False,0.0003602386625181259,,0.028708319316359976
PPI,4000,0.4938148373538621,0.5199551351649915,0,0.0,0.01,True,2.881666981853108e-05,,0.026140297811129365
Tuned PPI,4000,0.49406507271967176,0.5196379603764465,0,0.0,0.01,True,2.8494185471467583e-05,0.0,0.025572887656774734
Classical,4000,0.49406667112505687,0.5196363619710614,0,0.0,0.01,True,2.8494185471467583e-05,,0.025569690846004578
PPI,4000,0.4840770331423424,0.5104064429665279,1,0.0,0.01,True,3.818756730894114e-06,,0.026329409824185523
Tuned PPI,4000,0.4840169256708308,0.5098249884460151,1,0.0,0.01,True,4.827021156069587e-06,0.0,0.02580806277518427
Classical,4000,0.4840185387755796,0.5098233753412663,1,0.0,0.01,True,4.827021156069587e-06,,0.025804836565686717
PPI,4000,0.48773060062800483,0.5136277827955598,2,0.0,0.01,True,4.973068937767787e-06,,0.025897182167554933
Tuned PPI,4000,0.48750813465823256,0.5136845132926721,2,0.0,0.01,True,4.637116539515114e-06,0.0,0.0261763786344395
Classical,4000,0.48750977078416147,0.5136828771667431,2,0.0,0.01,True,4.637116539515114e-06,,0.026173106382581635
PPI,4000,0.49675156197968917,0.523971535439828,3,0.0,0.01,True,5.8336238675684216e-05,,0.027219973460138824
Tuned PPI,4000,0.4967667836072589,0.52398115911844,3,0.0,0.01,True,5.832632554239877e-05,0.26757284038685925,0.02721437551118111
Classical,4000,0.4973538808762485,0.5234031384232208,3,0.0,0.01,True,5.832326570104554e-05,,0.02604925754697235
PPI,4000,0.47854848066360745,0.504741795988675,4,0.0,0.01,True,4.643927038278682e-05,,0.026193315325067523
Tuned PPI,4000,0.4783964319919237,0.5045832332511773,4,0.0,0.01,True,4.817484690567148e-05,0.04673366679444756,0.026186801259253545
Classical,4000,0.478168319704098,0.5047961178847852,4,0.0,0.01,True,4.8260751918994085e-05,,0.026627798180687168
PPI,4000,0.4980949824761079,0.5238493372946217,5,0.0,0.01,True,0.00016781435835865863,,0.02575435481851379
Tuned PPI,4000,0.4980378985472691,0.5237776961782963,5,0.0,0.01,True,0.00016718939819670032,0.3384928373565916,0.025739797631027184
Classical,4000,0.4977875885620987,0.523962137631368,5,0.0,0.01,True,0.0001668712198950083,,0.026174549069269304
PPI,4000,0.4774085969502216,0.5042360901137692,6,0.0,0.01,True,4.872525198449251e-05,,0.026827493163547655
Tuned PPI,4000,0.47741402466233085,0.5042442446431901,6,0.0,0.01,True,4.865440857661382e-05,0.8362975297894197,0.026830219980859216
Classical,4000,0.47700615601755486,0.5047215001153383,6,0.0,0.01,True,4.829330062137187e-05,,0.02771534409778348
PPI,4000,0.49295904969446747,0.5184096640850254,7,0.0,0.01,True,4.043468576901328e-05,,0.025450614390557957
Tuned PPI,4000,0.492894813063869,0.5184555147953499,7,0.0,0.01,True,3.929612555200924e-05,0.0,0.025560701731480895
Classical,4000,0.49289641070758616,0.5184539171516327,7,0.0,0.01,True,3.929612555200924e-05,,0.02555750644404653
PPI,4000,0.49217757393176054,0.5184835681794692,8,0.0,0.01,True,1.4414807683286407e-05,,0.02630599424770863
Tuned PPI,4000,0.49219531030286817,0.5184929796320249,8,0.0,0.01,True,1.4480131774568908e-05,0.20352690465187928,0.026297669329156725
Classical,4000,0.4923473211908027,0.5183479059683986,8,0.0,0.01,True,1.449687392000649e-05,,0.026000584777595925
PPI,4000,0.4865177304345095,0.513178577184955,9,0.0,0.01,True,1.7298619693472694e-05,,0.026660846750445444
Tuned PPI,4000,0.4869421434614169,0.5125847181016514,9,0.0,0.01,True,1.6323292681238765e-05,0.0,0.025642574640234506
Classical,4000,0.4869437462225108,0.5125831153405576,9,0.0,0.01,True,1.6323292681238765e-05,,0.025639369118046762
PPI,5000,0.4986335121611368,0.5222578391871525,0,0.0,0.01,True,0.00022283315940931214,,0.02362432702601569
Tuned PPI,5000,0.4985014720399905,0.5220949242302573,0,0.0,0.01,True,0.00021797854449519106,0.16229504452153531,0.02359345219026676
Classical,5000,0.49855370828775064,0.5219855440594376,0,0.0,0.01,True,0.00021704437408041075,,0.023431835771687004
PPI,5000,0.4982076171978908,0.5214526524819262,1,0.0,0.01,True,5.909133827079796e-05,,0.023245035284035376
Tuned PPI,5000,0.49842228604551325,0.5216439583930202,1,0.0,0.01,True,6.163132752115183e-05,0.0,0.023221672347506994
Classical,5000,0.4984234471871906,0.521642797251343,1,0.0,0.01,True,6.163132752115183e-05,,0.023219350064152378
PPI,5000,0.4858192164964405,0.5088879832247027,2,0.0,0.01,True,1.7920790025218765e-05,,0.023068766728262247
Tuned PPI,5000,0.48583512423468056,0.5089031362068066,2,0.0,0.01,True,1.7476704163380007e-05,0.09730967219166543,0.023068011972126046
Classical,5000,0.4856481373944502,0.5090934713808151,2,0.0,0.01,True,1.7429187516517364e-05,,0.02344533398636489
PPI,5000,0.47967687001769876,0.5032801971703087,3,0.0,0.01,True,0.00012745520271147004,,0.023603327152609932
Tuned PPI,5000,0.47966470607606354,0.5032668061104327,3,0.0,0.01,True,0.0001273276953923738,0.9505686670096392,0.02360210003436919
Classical,5000,0.4796075589152147,0.5028325284552243,3,0.0,0.01,True,0.00012496722050004322,,0.023224969540009577
PPI,5000,0.48689152233596755,0.5099632969163398,4,0.0,0.01,True,8.665010850463753e-05,,0.02307177458037224
Tuned PPI,5000,0.48671712037529785,0.5097773367981753,4,0.0,0.01,True,8.562731193060484e-05,0.046472334087871284,0.023060216422877422
Classical,5000,0.48654329923185113,0.5099335948781486,4,0.0,0.01,True,8.557855696401056e-05,,0.023390295646297465
PPI,5000,0.4922641770545583,0.5158180024360562,5,0.0,0.01,True,1.9362936955067503e-05,,0.023553825381497917
Tuned PPI,5000,0.49255427528029005,0.5160920339760742,5,0.0,0.01,True,2.025166855133717e-05,0.13708592157243363,0.023537758695784117
Classical,5000,0.49281200668787806,0.5159239224399854,5,0.0,0.01,True,2.0400531973734995e-05,,0.02311191575210736
PPI,5000,0.5007652425206788,0.5225654945713827,6,0.0,0.01,False,8.490470839118816e-05,,0.021800252050703905
