method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,100,0,1.0,0.027395878680018988,0.5967038690050681,0.005619090123590766,0.011103446186661255,0.0001347340605202772
Debias,2,100,0,1.0,,0.5967038690050681,0.05555288525691603,0.11095251360068134,0.00015325691315072888
Classical,2,100,0,1.0,,0.5967038690050681,0.005749615227084993,0.01148083630024259,1.839415392739475e-05
PPI,2,100,1,1.0,0.10214081158982949,0.5967038690050681,0.026877152022812933,0.036358359237154254,0.017395944808471613
Debias,2,100,1,1.0,,0.5967038690050681,0.47292588137671404,0.8673488830432755,0.07850287971015256
Classical,2,100,1,1.0,,0.5967038690050681,0.0077819257337131565,0.007898034728091894,0.00766581673933442
PPI,2,100,2,1.0,0.013972470238399443,0.5967038690050681,0.048820246876213405,0.05532676946062121,0.04231372429180559
Debias,2,100,2,1.0,,0.5967038690050681,0.05567811601194947,0.11002950564845629,0.0013267263754426473
Classical,2,100,2,1.0,,0.5967038690050681,0.04811014648089743,0.05530540109821626,0.040914891863578606
PPI,2,100,3,1.0,0.034823708308899866,0.5967038690050681,0.007482681376370572,0.008130820985877533,0.00683454176686361
Debias,2,100,3,1.0,,0.5967038690050681,0.11199186503038774,0.15191639057060857,0.0720673394901669
Classical,2,100,3,1.0,,0.5967038690050681,0.010271133678013961,0.014586554829192713,0.005955712526835208
PPI,2,100,4,1.0,0.006592415644994906,0.5967038690050681,0.0824323302492805,0.14767189922183854,0.01719276127672246
Debias,2,100,4,1.0,,0.5967038690050681,0.04206705235464977,0.06508548656901494,0.019048618140284593
Classical,2,100,4,1.0,,0.5967038690050681,0.08288331096710917,0.14813810900957908,0.017628512924639267
PPI,2,100,5,1.0,0.15230561185975083,0.5967038690050681,0.1285386886516421,0.13909633572603772,0.11798104157724652
Debias,2,100,5,1.0,,0.5967038690050681,1.5691194491241287,2.341169786655444,0.7970691115928134
Classical,2,100,5,1.0,,0.5967038690050681,0.03469902165146347,0.042835893638446546,0.026562149664480394
PPI,2,100,6,1.0,0.040802410072602324,0.5967038690050681,0.03176361481424835,0.03594657092222925,0.02758065870626745
Debias,2,100,6,1.0,,0.5967038690050681,0.10563152311273728,0.10972609301353105,0.10153695321194352
Classical,2,100,6,1.0,,0.5967038690050681,0.03739307916876493,0.04742755867723891,0.02735859966029094
PPI,2,100,7,1.0,0.015995799606461625,0.5967038690050681,0.0059575685016701515,0.007123619684289219,0.0047915173190510845
Debias,2,100,7,1.0,,0.5967038690050681,0.14740240994270398,0.20575771904801346,0.0890471008373945
Classical,2,100,7,1.0,,0.5967038690050681,0.0062596782398519225,0.006443666288865805,0.00607569019083804
PPI,2,100,8,1.0,0.04521419882633483,0.5967038690050681,0.017721069890701175,0.021111145071808172,0.014330994709594178
Debias,2,100,8,1.0,,0.5967038690050681,0.02706491960014382,0.05282885133124207,0.0013009878690455681
Classical,2,100,8,1.0,,0.5967038690050681,0.018164397126797294,0.01867679249601085,0.017652001757583732
PPI,2,100,9,1.0,0.017160819356217584,0.5967038690050681,0.057521661247223965,0.08759063181446186,0.027452690679986066
Debias,2,100,9,1.0,,0.5967038690050681,0.14309865334095273,0.22684484744242595,0.05935245923947951
Classical,2,100,9,1.0,,0.5967038690050681,0.05640934820583714,0.08396636111645317,0.028852335295221104
PPI,2,100,10,1.0,0.01357596548298747,0.5967038690050681,0.013202391634549799,0.023404344972607148,0.003000438296492448
Debias,2,100,10,1.0,,0.5967038690050681,0.08476575559937649,0.12030470053904796,0.04922681065970501
Classical,2,100,10,1.0,,0.5967038690050681,0.012700008286386736,0.021782798076871297,0.003617218495902175
PPI,2,100,11,1.0,0.07746406971414883,0.5967038690050681,0.038482127480068434,0.047534308587890074,0.0294299463722468
Debias,2,100,11,1.0,,0.5967038690050681,0.11659663596359132,0.2326958627939228,0.0004974091332598436
Classical,2,100,11,1.0,,0.5967038690050681,0.027151346302402492,0.03471746689061854,0.019585225714186447
PPI,2,100,12,1.0,0.0,0.5967038690050681,0.00807650431289194,0.014307050050576465,0.0018459585752074147
Debias,2,100,12,1.0,,0.5967038690050681,0.07539734497786227,0.12350963134996344,0.02728505860576109
Classical,2,100,12,1.0,,0.5967038690050681,0.00807650431289194,0.014307050050576465,0.0018459585752074147
PPI,2,100,13,1.0,0.04343806317637236,0.5967038690050681,0.005938232774575476,0.011876465523922717,2.5228233998996163e-11
Debias,2,100,13,1.0,,0.5967038690050681,0.05505746286491739,0.10905415734386918,0.001060768385965599
Classical,2,100,13,1.0,,0.5967038690050681,0.0051112195654151584,0.010092207083160934,0.00013023204766938288
PPI,2,100,14,1.0,0.08190988773715527,0.5967038690050681,0.03992055527457415,0.0777052240598693,0.0021358864892790158
Debias,2,100,14,1.0,,0.5967038690050681,0.556667431912129,1.0952765293698232,0.01805833445443482
Classical,2,100,14,1.0,,0.5967038690050681,0.022926701131616052,0.044153116572273846,0.001700285690958258
PPI,2,100,15,1.0,0.031036379483069927,0.5967038690050681,0.008480339640363712,0.01566653677790163,0.0012941425028257932
Debias,2,100,15,1.0,,0.5967038690050681,0.10130725705809987,0.20209157652441959,0.0005229375917801581
Classical,2,100,15,1.0,,0.5967038690050681,0.006978837631625882,0.013313108701083654,0.000644566562168109
PPI,2,100,16,1.0,0.06384107695685144,0.5967038690050681,0.01000206578110764,0.01739479382187416,0.002609337740341117
Debias,2,100,16,1.0,,0.5967038690050681,0.30565981803616377,0.6077039975593281,0.0036156385129994017
Classical,2,100,16,1.0,,0.5967038690050681,0.006967904163893633,0.013630911656873003,0.00030489667091426173
PPI,2,100,17,1.0,0.05987154088310515,0.5967038690050681,0.012637093425702755,0.024507473707416294,0.0007667131439892145
Debias,2,100,17,1.0,,0.5967038690050681,0.01964779922523444,0.03843692962315387,0.0008586688273150099
Classical,2,100,17,1.0,,0.5967038690050681,0.015157950950474418,0.03000983707700127,0.0003060648239475638
PPI,2,100,18,1.0,0.04053327732642604,0.5967038690050681,0.026751253446425257,0.04817848353851036,0.005324023354340152
Debias,2,100,18,1.0,,0.5967038690050681,0.12064174059432138,0.20662058309423595,0.03466289809440682
Classical,2,100,18,1.0,,0.5967038690050681,0.020820101259816096,0.03778277890017855,0.003857423619453638
PPI,2,100,19,1.0,0.030603253854620056,0.5967038690050681,0.019131239390563923,0.022464812223797335,0.01579766655733051
Debias,2,100,19,1.0,,0.5967038690050681,0.058834073082365664,0.1122504928606439,0.005417653304087429
