method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,10,100,0,1.0,0.9498182948680746,0.17580472493377758,0.0006477910420152634,0.0017352441708359324,2.1564758535811893e-05
Classical,10,100,0,1.0,,0.17580472493377758,0.008810348231291338,0.043086465981634584,2.9157345106436055e-05
PPI,10,100,1,1.0,1.0,0.17580472493377758,0.0007192631918437893,0.003042231907429876,9.48832679420351e-06
Classical,10,100,1,1.0,,0.17580472493377758,0.012785686869265494,0.08477293550776914,1.0468694680498412e-05
PPI,10,100,2,1.0,0.9401469188722321,0.17580472493377758,0.0007637567717785583,0.002209367013118415,3.526690649061426e-05
Classical,10,100,2,1.0,,0.17580472493377758,0.008334149981368402,0.027723793502547514,0.0003019457224548166
PPI,10,100,3,1.0,0.9368981070122833,0.17580472493377758,0.0005871425254218267,0.0017561595426647811,1.9969661272612834e-05
Classical,10,100,3,1.0,,0.17580472493377758,0.00843923802301499,0.03637279035457994,0.00016295096169908807
PPI,10,100,4,1.0,1.0,0.17580472493377758,0.0011877117408208653,0.0031038906576385424,1.1169917331912231e-05
Classical,10,100,4,1.0,,0.17580472493377758,0.008404234461377495,0.058129705475047456,0.00017838930877606718
PPI,10,100,5,1.0,1.0,0.17580472493377758,0.000854684365593872,0.0031744996521037867,3.2979129073952004e-05
Classical,10,100,5,1.0,,0.17580472493377758,0.015479822358831266,0.09157687911294454,0.0009985764877168898
PPI,10,100,6,1.0,1.0,0.17580472493377758,0.0009072385499117843,0.0035709313042135734,3.86545719398418e-06
Classical,10,100,6,1.0,,0.17580472493377758,0.009278513285681366,0.035715603556553115,1.4143991578813001e-05
PPI,10,100,7,1.0,1.0,0.17580472493377758,0.0009956848942443341,0.0019203829566747318,5.4225587488992076e-05
Classical,10,100,7,1.0,,0.17580472493377758,0.017724339750188882,0.07698712708305619,0.00014881312634161645
PPI,10,100,8,1.0,0.7939842626747575,0.17580472493377758,0.0005223815927399085,0.002069119252930221,6.0035579639094174e-06
Classical,10,100,8,1.0,,0.17580472493377758,0.005673640758319213,0.01963650508835789,0.0014402546010344526
PPI,10,100,9,1.0,0.9574114052560212,0.17580472493377758,0.0008328026772227241,0.003221131892980339,5.95844723769788e-05
Classical,10,100,9,1.0,,0.17580472493377758,0.010207887806734034,0.05568417555817505,0.0001638467940581469
PPI,10,100,10,1.0,0.9105069262414224,0.17580472493377758,0.000697336154167507,0.0021139698259080276,4.201761627210585e-05
Classical,10,100,10,1.0,,0.17580472493377758,0.011284680936695466,0.04161686682376895,1.8819086841560866e-05
PPI,10,100,11,1.0,1.0,0.17580472493377758,0.0011964239776029832,0.0027160999685595846,5.417639874098701e-06
Classical,10,100,11,1.0,,0.17580472493377758,0.009236722393599725,0.06266282578928117,0.0002459332544434051
