method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,50,1000,0,1.0,0.4880135559678467,-0.06912247607981832,0.0006151062804035678,0.004026625686467517,2.8776867786573624e-07
Classical,50,1000,0,1.0,,-0.06912247607981832,0.0010639373660844078,0.005389212137628305,2.445248743774815e-06
PPI,50,1000,1,1.0,0.4803295849792799,-0.06912247607981832,0.0004978145576597574,0.00327536498437322,4.0910055647567336e-07
Classical,50,1000,1,1.0,,-0.06912247607981832,0.0010851396874443408,0.005684313886682356,7.19705469278707e-08
PPI,50,1000,2,1.0,0.5056306112381959,-0.06912247607981832,0.00040397193588852324,0.0021171028790973163,7.929640719773404e-07
Classical,50,1000,2,1.0,,-0.06912247607981832,0.0008078600720593298,0.005212985667196581,1.8538286130315398e-07
PPI,50,1000,3,1.0,0.4770319093183762,-0.06912247607981832,0.00035772708876897265,0.0024461592557796902,1.0428822215441406e-08
Classical,50,1000,3,1.0,,-0.06912247607981832,0.0011111602205684313,0.006766126435241875,2.8197303045458147e-07
PPI,50,1000,4,1.0,0.46573845222494464,-0.06912247607981832,0.0006399229552780164,0.004254855641995848,1.558418039730291e-08
Classical,50,1000,4,1.0,,-0.06912247607981832,0.0009375446611901676,0.00545906188848861,7.679013690416302e-08
PPI,50,1000,5,1.0,0.45227525897811044,-0.06912247607981832,0.0006547212079293225,0.004318952893999897,2.695605426077538e-07
Classical,50,1000,5,1.0,,-0.06912247607981832,0.0011134730555440123,0.009291627607988134,1.7440089323842465e-06
PPI,50,1000,6,1.0,0.51141468594688,-0.06912247607981832,0.001026150290801292,0.005201041027041294,9.960776749376498e-07
Classical,50,1000,6,1.0,,-0.06912247607981832,0.0017067908416565558,0.0069978598101373725,8.01428179402048e-06
PPI,50,1000,7,1.0,0.4734848899193529,-0.06912247607981832,0.00038876472649584785,0.0036199751847911955,2.5318180981599425e-06
Classical,50,1000,7,1.0,,-0.06912247607981832,0.0007383719787174761,0.005359649842643423,2.960634491806985e-09
PPI,50,1000,8,1.0,0.47010771734928763,-0.06912247607981832,0.0007135975937768905,0.003481754176340469,3.1967660996185577e-06
Classical,50,1000,8,1.0,,-0.06912247607981832,0.0009743874590217524,0.0048992338468791825,2.2964724007609088e-08
PPI,50,1000,9,1.0,0.4696978268746984,-0.06912247607981832,0.0006135573519686631,0.004006078433651417,9.255407124994943e-09
Classical,50,1000,9,1.0,,-0.06912247607981832,0.000996713682644833,0.006459464323313249,1.9700216233370065e-10
PPI,50,1000,10,1.0,0.4980421421611279,-0.06912247607981832,0.00043205091637466946,0.002375317548630497,6.375482731331035e-08
Classical,50,1000,10,1.0,,-0.06912247607981832,0.0013329818218839606,0.007520744784063422,1.2751130175675773e-07
PPI,50,1000,11,1.0,0.512823434914597,-0.06912247607981832,0.0006083964233930733,0.0025695620134861034,5.411058226994623e-07
Classical,50,1000,11,1.0,,-0.06912247607981832,0.0012081188243220446,0.0066850990088715544,2.8733926236214205e-07
PPI,50,1000,12,1.0,0.48716778361989743,-0.06912247607981832,0.0007188899661301919,0.006225950250024961,1.2299451574824563e-08
Classical,50,1000,12,1.0,,-0.06912247607981832,0.0014200064834913307,0.008490852065847406,1.0467359589821493e-07
PPI,50,1000,13,1.0,0.47287029107705825,-0.06912247607981832,0.0005717843093360461,0.003346462345319142,2.437967834701563e-08
Classical,50,1000,13,1.0,,-0.06912247607981832,0.0009672942530474773,0.005373551571295062,9.813062501724344e-07
PPI,50,1000,14,1.0,0.48905307886181065,-0.06912247607981832,0.0004743698954513187,0.001974951318572475,3.041603141313632e-08
Classical,50,1000,14,1.0,,-0.06912247607981832,0.0013898648842568912,0.009765972343409748,1.3387196399438003e-06
PPI,50,1000,15,1.0,0.4432610698130189,-0.06912247607981832,0.000643227367836592,0.002707649885827029,5.143143262694112e-07
Classical,50,1000,15,1.0,,-0.06912247607981832,0.0010957666397989586,0.005005797050104451,1.212480393630814e-10
PPI,50,1000,16,1.0,0.47581670986109764,-0.06912247607981832,0.0004350294839239943,0.004551942668541223,2.0396450594200516e-07
Classical,50,1000,16,1.0,,-0.06912247607981832,0.0008614705503650943,0.010297835049509218,9.00469918887398e-09
PPI,50,1000,17,1.0,0.4636735566004147,-0.06912247607981832,0.000587276408998014,0.005770563446618517,1.8666136290244526e-06
Classical,50,1000,17,1.0,,-0.06912247607981832,0.0012186781197152836,0.005595146734427469,1.0817717437226782e-07
PPI,50,1000,18,1.0,0.457248538040151,-0.06912247607981832,0.0005509807829522428,0.002877975888645471,1.7865133490805804e-06
Classical,50,1000,18,1.0,,-0.06912247607981832,0.0010844378742207097,0.011334685516565352,2.642507676963991e-07
PPI,50,1000,19,1.0,0.43940391272217805,-0.06912247607981832,0.0005140486845062246,0.0026375851525224886,7.857363032368348e-07
Classical,50,1000,19,1.0,,-0.06912247607981832,0.0010215485309186055,0.005048213639966943,4.557085431212114e-09
PPI,50,1000,20,1.0,0.5024572841831813,-0.06912247607981832,0.0006523788554071587,0.004321978745057123,3.7001882695465495e-07
Classical,50,1000,20,1.0,,-0.06912247607981832,0.0012900617699977892,0.00962000810785163,1.1063440930242308e-07
PPI,50,1000,21,1.0,0.5281366490943221,-0.06912247607981832,0.0006798665996804364,0.002697933788938241,1.0392880310310763e-05
Classical,50,1000,21,1.0,,-0.06912247607981832,0.0013604746864301612,0.011323708007421683,1.534622538869907e-06
PPI,50,1000,22,1.0,0.5123633174900537,-0.06912247607981832,0.0005183936690016804,0.0031575188136356786,2.691829432449783e-07
Classical,50,1000,22,1.0,,-0.06912247607981832,0.0011874248454386048,0.007777849446523424,3.909314417213942e-08
PPI,50,1000,23,1.0,0.46979298022194954,-0.06912247607981832,0.0006457899194460569,0.003828714536602737,5.1666410139532974e-08
Classical,50,1000,23,1.0,,-0.06912247607981832,0.0014011473568367582,0.007226552356202412,1.728445585888522e-06
PPI,50,1000,24,1.0,0.508080900930092,-0.06912247607981832,0.000645721719839054,0.00614393874285329,3.8741055862436997e-07
Classical,50,1000,24,1.0,,-0.06912247607981832,0.0009199439293096918,0.0087574511865892,7.136388791559267e-07
PPI,50,1000,25,1.0,0.4878539591060392,-0.06912247607981832,0.0007115107532636912,0.005645910220816737,1.2654213934709331e-08
Classical,50,1000,25,1.0,,-0.06912247607981832,0.0012129434513334985,0.008215980452707956,4.841976868916855e-09
PPI,50,1000,26,1.0,0.4772644238787978,-0.06912247607981832,0.00043165334122559964,0.0026396946458007806,4.3313535474648075e-06
Classical,50,1000,26,1.0,,-0.06912247607981832,0.0008967397660103436,0.004801307030838511,7.171608600705986e-08
PPI,50,1000,27,1.0,0.4669104596913561,-0.06912247607981832,0.0006089064569197514,0.0042838676938422,7.585503152681564e-07
Classical,50,1000,27,1.0,,-0.06912247607981832,0.0010169012642969961,0.01029386758729747,8.070788853183439e-08
PPI,50,1000,28,1.0,0.4822095864472732,-0.06912247607981832,0.000537767150878908,0.00363564125365706,1.6149703869966828e-07
Classical,50,1000,28,1.0,,-0.06912247607981832,0.0010164943860548794,0.008006459461905497,1.0240517653232264e-08
