method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,10,0,1.0,0.07899798219699704,0.018333080712257033,0.09575713346128378,0.17904778936875712,0.01246647755381044
Classical,2,10,0,1.0,,0.018333080712257033,0.15346631005032807,0.25430416202427386,0.052628458076382285
PPI,2,10,1,1.0,0.21195427880707166,0.018333080712257033,0.0394804503634707,0.04746146070934554,0.031499440017595866
Classical,2,10,1,1.0,,0.018333080712257033,0.011917642636650698,0.020542518236574683,0.0032927670367267135
PPI,2,10,2,1.0,0.04165426903904549,0.018333080712257033,0.5448629476696768,1.0824297593620278,0.007296135977325775
Classical,2,10,2,1.0,,0.018333080712257033,0.6505934005779974,1.2998963904734957,0.001290410682499234
PPI,2,10,3,1.0,0.24591527575708047,0.018333080712257033,0.2503444430999276,0.48880932358554846,0.011879562614306723
Classical,2,10,3,1.0,,0.018333080712257033,0.05702569928668692,0.06103234430295812,0.05301905427041573
PPI,2,10,4,1.0,0.17787858324416292,0.018333080712257033,0.03370406757183387,0.048042460975216826,0.019365674168450912
Classical,2,10,4,1.0,,0.018333080712257033,0.06618070832962424,0.11367281787391126,0.018688598785337206
PPI,2,10,5,1.0,0.607537537683354,0.018333080712257033,1.2337153109849504,1.9951466786330778,0.472283943336823
Classical,2,10,5,1.0,,0.018333080712257033,0.3376596412369941,0.6560776085398388,0.0192416739341494
PPI,2,10,6,1.0,0.6229372904650485,0.018333080712257033,3.458755274106273,5.21356129459295,1.7039492536195957
Classical,2,10,6,1.0,,0.018333080712257033,0.03364941681615579,0.0373977968366079,0.02990103679570368
PPI,2,10,7,1.0,0.3484826333556089,0.018333080712257033,0.5525705877822882,1.1023132441509897,0.0028279314135866403
Classical,2,10,7,1.0,,0.018333080712257033,0.31969569847823187,0.34337271240855516,0.2960186845479086
PPI,2,10,8,1.0,0.3984578328446397,0.018333080712257033,0.13255228573612737,0.1378604062934981,0.12724416517875667
Classical,2,10,8,1.0,,0.018333080712257033,0.028864781630822203,0.056439945320223575,0.0012896179414208307
PPI,2,10,9,1.0,0.388682146915248,0.018333080712257033,0.2170272013867944,0.35909618937140386,0.07495821340218493
Classical,2,10,9,1.0,,0.018333080712257033,0.07888922593818973,0.09244383278719641,0.06533461908918306
PPI,2,10,10,1.0,0.36633076407786475,0.018333080712257033,0.5564154862063169,0.9311598960644577,0.18167107634817614
Classical,2,10,10,1.0,,0.018333080712257033,0.009316470630340471,0.014576023801528268,0.004056917459152674
PPI,2,10,11,1.0,0.5674238175008881,0.018333080712257033,4.8559052914768115,9.469368879262715,0.24244170369090698
Classical,2,10,11,1.0,,0.018333080712257033,0.2650345657614035,0.29887707422611665,0.2311920572966904
PPI,2,10,12,1.0,0.7289414743722776,0.018333080712257033,1.582928475517771,2.2072442368266665,0.9586127142088755
Classical,2,10,12,1.0,,0.018333080712257033,0.009945191766603165,0.018521880642787543,0.0013685028904187892
PPI,2,10,13,1.0,0.009651537933414762,0.018333080712257033,0.04021017693576727,0.05452911635128325,0.025891237520251294
Classical,2,10,13,1.0,,0.018333080712257033,0.0416446833794174,0.05570514921826023,0.027584217540574565
PPI,2,10,14,1.0,0.04757368221562858,0.018333080712257033,0.09572737828039393,0.10706102146504963,0.08439373509573822
Classical,2,10,14,1.0,,0.018333080712257033,0.08002384562785073,0.08819777199981821,0.07184991925588326
PPI,2,10,15,1.0,0.37021577866065963,0.018333080712257033,0.6684201941567043,1.0002989323303977,0.3365414559830108
Classical,2,10,15,1.0,,0.018333080712257033,0.039211418640347724,0.054144247921856396,0.02427858935883905
PPI,2,10,16,1.0,0.30078666242330576,0.018333080712257033,0.336687817322434,0.6159047821743459,0.057470852470522145
Classical,2,10,16,1.0,,0.018333080712257033,0.09653619085903986,0.18569396394693088,0.00737841777114885
PPI,2,10,17,1.0,0.6132944736523246,0.018333080712257033,1.0595601441771594,1.6419147366601214,0.47720555169419754
Classical,2,10,17,1.0,,0.018333080712257033,0.11429909207272403,0.2185651341892788,0.010033049956169243
PPI,2,10,18,1.0,0.21800277976307889,0.018333080712257033,0.06869521410617317,0.12292437607393807,0.014466052138408268
Classical,2,10,18,1.0,,0.018333080712257033,0.012845781076023743,0.025273318059934703,0.00041824409211278405
PPI,2,10,19,1.0,0.060100549889146815,0.018333080712257033,0.2165580653292807,0.42701142587353313,0.006104704785028272
Classical,2,10,19,1.0,,0.018333080712257033,0.07346738855765327,0.14689341168290554,4.1365432400980006e-05
PPI,2,10,20,1.0,0.0,0.018333080712257033,0.2979638424001815,0.410781358557464,0.185146326242899
Classical,2,10,20,1.0,,0.018333080712257033,0.2979638424001815,0.410781358557464,0.185146326242899
PPI,2,10,21,1.0,0.6236509157585657,0.018333080712257033,2.841760118055978,5.681918059903064,0.0016021762088918427
Classical,2,10,21,1.0,,0.018333080712257033,0.09108889875525165,0.11262674192463215,0.06955105558587116
PPI,2,10,22,1.0,0.23232783333958099,0.018333080712257033,0.05558629926631536,0.11026736287587081,0.0009052356567599005
Classical,2,10,22,1.0,,0.018333080712257033,0.3138111710019022,0.574992491921372,0.05262985008243239
PPI,2,10,23,1.0,0.18005728965011675,0.018333080712257033,0.7674239987588487,0.898749185983394,0.6360988115343033
Classical,2,10,23,1.0,,0.018333080712257033,0.16787037830113385,0.27919996658672835,0.056540790015539355
