method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,1000,0,1.0,0.052834679499260066,-0.3090108733402055,8.286283156351371e-05,0.0001203477076084356,4.537795551859182e-05
Classical,2,1000,0,1.0,,-0.3090108733402055,4.931953656962366e-05,5.64455951412406e-05,4.2193477998006716e-05
PPI,2,1000,1,1.0,0.03968221456661298,-0.3090108733402055,0.000800228645271364,0.00095533906274194,0.0006451182278007878
Classical,2,1000,1,1.0,,-0.3090108733402055,0.0008555922694251298,0.0008761870450260205,0.0008349974938242391
PPI,2,1000,2,1.0,0.048191619011990774,-0.3090108733402055,0.0005789734615136528,0.0010792015348510832,7.874538817622233e-05
Classical,2,1000,2,1.0,,-0.3090108733402055,0.0008053844919264197,0.0015368725367329058,7.38964471199335e-05
PPI,2,1000,3,1.0,0.048899041723147886,-0.3090108733402055,0.005616470224473462,0.011067992558556871,0.0001649478903900513
Classical,2,1000,3,1.0,,-0.3090108733402055,0.005377311184532734,0.010736226604727287,1.8395764338180668e-05
PPI,2,1000,4,1.0,0.044877097097827806,-0.3090108733402055,0.0010613570250705216,0.0012928688663621244,0.0008298451837789188
Classical,2,1000,4,1.0,,-0.3090108733402055,0.0013909269689454686,0.0018120255373308106,0.0009698284005601266
PPI,2,1000,5,1.0,0.05979021397138911,-0.3090108733402055,0.001441806008006597,0.002577794425097721,0.0003058175909154733
Classical,2,1000,5,1.0,,-0.3090108733402055,0.0013690856987488532,0.002588435194538011,0.00014973620295969512
PPI,2,1000,6,1.0,0.04022450071996708,-0.3090108733402055,0.0009212757937800511,0.0010145536349185497,0.0008279979526415525
Classical,2,1000,6,1.0,,-0.3090108733402055,0.0011050474354467865,0.0014505695980705595,0.0007595252728230137
PPI,2,1000,7,1.0,0.03520883994589829,-0.3090108733402055,0.0003177056789743781,0.0005115204394132986,0.00012389091853545766
Classical,2,1000,7,1.0,,-0.3090108733402055,0.00031317944319690514,0.00047874395579828986,0.00014761493059552044
PPI,2,1000,8,1.0,0.049619772099785416,-0.3090108733402055,0.00025300537497892676,0.0004982380181847155,7.772731773138036e-06
Classical,2,1000,8,1.0,,-0.3090108733402055,0.0006497404878794534,0.0012838657617059504,1.56152140529564e-05
PPI,2,1000,9,1.0,0.05546440626018083,-0.3090108733402055,0.0004008751829464517,0.0005474745714077018,0.0002542757944852016
Classical,2,1000,9,1.0,,-0.3090108733402055,0.00011914057278683373,0.00014807488031961413,9.020626525405331e-05
PPI,2,1000,10,1.0,0.06766630131111193,-0.3090108733402055,0.0014181343667978874,0.0022595338456423567,0.0005767348879534179
Classical,2,1000,10,1.0,,-0.3090108733402055,0.00042687905180943783,0.0007504010435321833,0.00010335706008669233
PPI,2,1000,11,1.0,0.06501636837072593,-0.3090108733402055,0.0011511076280154233,0.0022391639525286065,6.30513035022401e-05
Classical,2,1000,11,1.0,,-0.3090108733402055,0.00041167284116002133,0.0006529955548035486,0.00017035012751649408
PPI,2,1000,12,1.0,0.03768979456254735,-0.3090108733402055,0.0012326081837414217,0.002436465934405515,2.875043307732866e-05
Classical,2,1000,12,1.0,,-0.3090108733402055,0.0015514004812830844,0.00310252051188104,2.804506851291411e-07
PPI,2,1000,13,1.0,0.028853347930925036,-0.3090108733402055,0.00013428105174049382,0.0002399115594228903,2.865054405809733e-05
Classical,2,1000,13,1.0,,-0.3090108733402055,0.0001862576457531352,0.0003397492198457445,3.276607166052591e-05
PPI,2,1000,14,1.0,0.07164185641648502,-0.3090108733402055,0.0016525579976853907,0.0023517236743771145,0.0009533923209936671
Classical,2,1000,14,1.0,,-0.3090108733402055,0.0010955499845958817,0.0011718590769564422,0.001019240892235321
PPI,2,1000,15,1.0,0.0490769258552993,-0.3090108733402055,0.00015729082688264851,0.0001618550474536828,0.00015272660631161422
Classical,2,1000,15,1.0,,-0.3090108733402055,0.00028047323849504137,0.0005487466496493597,1.2199827340723001e-05
PPI,2,1000,16,1.0,0.04758177503480348,-0.3090108733402055,1.8407846183595644e-05,2.6020385064180037e-05,1.0795307303011253e-05
Classical,2,1000,16,1.0,,-0.3090108733402055,6.745479562983907e-05,0.0001222254944379985,1.268409682167963e-05
