method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
Tuned PPI,3000,0.4925300961080386,0.5032382086860018,3,0.0,0.01,True,4.052699446507577e-06,0.9216440128372537,0.01070811257796317
Classical,3000,0.47504548546575276,0.532313306021838,3,0.0,0.01,True,4.512542385799462e-05,,0.05726782055608526
PPI,3000,0.4917722056107235,0.5023243076944879,4,0.0,0.01,True,7.87993475675961e-06,,0.010552102083764392
Tuned PPI,3000,0.49189743607788744,0.5023467794181935,4,0.0,0.01,True,7.478407615352456e-06,0.9877587077752298,0.010449343340306061
Classical,3000,0.4740985099592771,0.5320639019583965,4,0.0,0.01,True,9.724204466883624e-06,,0.057965391999119376
PPI,3000,0.49233545886764657,0.5028786771819902,5,0.0,0.01,True,5.531970855637733e-06,,0.010543218314343628
Tuned PPI,3000,0.4920495977186067,0.5024503705009741,5,0.0,0.01,True,5.976614987879462e-06,0.9611650866154733,0.010400772782367396
Classical,3000,0.45794492146593335,0.5188793749313064,5,0.0,0.01,True,7.234114324719448e-05,,0.06093445346537307
PPI,3000,0.492623579182533,0.5031885889549064,6,0.0,0.01,True,5.011276874295348e-06,,0.010565009772373346
Tuned PPI,3000,0.4915710919488026,0.5020190830636009,6,0.0,0.01,True,8.798429306479115e-06,0.9486949600879305,0.010447991114798272
Classical,3000,0.44733764112877583,0.5051650757570085,6,0.0,0.01,True,0.00032113555085314674,,0.0578274346282327
PPI,3000,0.491584162621131,0.5021469429080476,7,0.0,0.01,True,7.965873092381383e-06,,0.010562780286916595
Tuned PPI,3000,0.49340753733863096,0.50428871124721,7,0.0,0.01,True,3.0206188341215385e-06,0.9122163666669115,0.010881173908579012
Classical,3000,0.4899010714477953,0.5489995367108413,7,0.0,0.01,True,0.00018960444215398732,,0.05909846526304602
PPI,3000,0.4927662971124968,0.5033229597884904,8,0.0,0.01,True,4.808676741022704e-06,,0.010556662675993589
Tuned PPI,3000,0.4914150398216365,0.5020745782824224,8,0.0,0.01,True,8.86480405164594e-06,0.9300998245843468,0.010659538460785933
Classical,3000,0.45061550294367175,0.5082830204366946,8,0.0,0.01,True,0.00023026741396780528,,0.057667517493022846
PPI,3000,0.4920340196718594,0.5025848992949986,9,0.0,0.01,True,7.326488411851757e-06,,0.01055087962313922
Tuned PPI,3000,0.49228973099563267,0.5026940344379686,9,0.0,0.01,True,6.4503876619344215e-06,0.9775623365841193,0.010404303442335894
Classical,3000,0.47598056451676135,0.5348988027855953,9,0.0,0.01,True,2.297418780409635e-05,,0.05891823826883397
PPI,4000,0.4915921955670547,0.5021960482853276,0,0.0,0.01,True,1.3798886818591696e-05,,0.01060385271827291
Tuned PPI,4000,0.4921689400596396,0.5025627413578618,0,0.0,0.01,True,7.122325453160751e-06,0.9645343044501004,0.010393801298222205
Classical,4000,0.4844398862253061,0.5359497692303459,0,0.0,0.01,True,0.000813056334050613,,0.05150988300503978
PPI,4000,0.491972724548919,0.5025657450949748,1,0.0,0.01,True,5.794138039351536e-06,,0.010593020546055765
Tuned PPI,4000,0.49210839243994486,0.5025962172757718,1,0.0,0.01,True,5.875030188989663e-06,0.9883664505003072,0.010487824835826887
Classical,4000,0.4788205616369746,0.5299990241725244,1,0.0,0.01,True,0.00011425795079142943,,0.05117846253554981
PPI,4000,0.4942981667758772,0.5048981391191236,2,0.0,0.01,True,2.7610296658711944e-06,,0.010599972343246444
Tuned PPI,4000,0.4917976379895067,0.5021999768655777,2,0.0,0.01,True,7.003779426630234e-06,0.946964347101698,0.010402338876071004
Classical,4000,0.42434194493870225,0.4768317901795206,2,0.0,0.01,False,0.0012211676530577645,,0.052489845240818345
PPI,4000,0.4919280709599323,0.5025257743577648,3,0.0,0.01,True,5.747229016843799e-06,,0.010597703397832503
Tuned PPI,4000,0.4919390928181698,0.5025265827720984,3,0.0,0.01,True,5.763241158534391e-06,0.9990222151399182,0.010587489953928608
Classical,4000,0.47698332790077413,0.5295695721824313,3,0.0,0.01,True,0.00018333138678497908,,0.052586244281657146
PPI,4000,0.4913185921756003,0.5019236715402561,4,0.0,0.01,True,9.157957035136887e-06,,0.010605079364655767
Tuned PPI,4000,0.49286781324975226,0.503278599053441,4,0.0,0.01,True,4.768453089518094e-06,0.9477059925691479,0.010410785803688705
Classical,4000,0.49876684192595677,0.5500104387070308,4,0.0,0.01,True,0.00029845606320697666,,0.05124359678107404
PPI,4000,0.4929387910334445,0.5035286014985602,5,0.0,0.01,True,3.678740546097575e-06,,0.010589810465115645
Tuned PPI,4000,0.4924849921843272,0.5028868268798773,5,0.0,0.01,True,5.2080969479379494e-06,0.9723057819717241,0.010401834695550116
Classical,4000,0.45172136001757296,0.5051863862849798,5,0.0,0.01,True,0.00027226522884421544,,0.053465026267406845
PPI,4000,0.4931698320701349,0.503755098683065,6,0.0,0.01,True,4.444470410207247e-06,,0.010585266612930133
Tuned PPI,4000,0.49277815304627953,0.5031866980948052,6,0.0,0.01,True,4.976089715810313e-06,0.9742409650092453,0.010408545048525675
Classical,4000,0.4537964736027471,0.5058568896224065,6,0.0,0.01,True,0.00020651029273923303,,0.052060416019659383
PPI,4000,0.49200618357998255,0.5026058718249822,7,0.0,0.01,True,5.4491772757154516e-06,,0.010599688244999628
Tuned PPI,4000,0.49228003377342966,0.502707611254289,7,0.0,0.01,True,6.314740295236246e-06,0.9775340017098806,0.010427577480859318
Classical,4000,0.4790318732802293,0.5322983184792227,7,0.0,0.01,True,0.0004402746110853633,,0.05326644519899343
PPI,4000,0.49163213237967057,0.5022478748646733,8,0.0,0.01,True,5.2877262012204215e-06,,0.010615742485002688
Tuned PPI,4000,0.4923677259276267,0.5027620113823011,8,0.0,0.01,True,6.200472491730556e-06,0.9477287465961003,0.010394285454674468
Classical,4000,0.4831396069401555,0.5346489539393462,8,0.0,0.01,True,0.0004515847139682867,,0.051509346999190686
PPI,4000,0.49194770296756474,0.5025326636044543,9,0.0,0.01,True,4.23934045430841e-06,,0.010584960636889518
Tuned PPI,4000,0.49194770296756474,0.5025326636044543,9,0.0,0.01,True,4.23934045430841e-06,1.0,0.010584960636889518
Classical,4000,0.47759274266429386,0.5308303706332367,9,0.0,0.01,True,0.0006351924778733379,,0.053237627968942824
PPI,5000,0.4924472670129309,0.5030970510991785,0,0.0,0.01,True,5.7768276811482336e-06,,0.01064978408624756
Tuned PPI,5000,0.4920144773100054,0.5024517947381151,0,0.0,0.01,True,6.060411232736235e-06,0.9276437196402522,0.01043731742810966
Classical,5000,0.46778895440882445,0.5128562276693558,0,0.0,0.01,True,5.370090581802109e-05,,0.04506727326053134
PPI,5000,0.49151990655392785,0.5021860984651312,1,0.0,0.01,True,7.089635952145467e-06,,0.010666191911203327
Tuned PPI,5000,0.4927031828829944,0.503296614289636,1,0.0,0.01,True,6.167136197501303e-06,0.9020330734904293,0.010593431406641596
Classical,5000,0.48559712749711215,0.5315228217508424,1,0.0,0.01,True,9.101311398698286e-05,,0.045925694253730276
PPI,5000,0.49201256043455005,0.502673411371205,2,0.0,0.01,True,1.0476413668677262e-05,,0.010660850936654975
Tuned PPI,5000,0.4922934517008913,0.5026838841123394,2,0.0,0.01,True,7.073239430161508e-06,0.9565339487829936,0.010390432411448158
Classical,5000,0.4780672052106137,0.5233220211884992,2,0.0,0.01,True,0.0001552772699817664,,0.045254815977885554
PPI,5000,0.4914322672039335,0.5020857660464386,3,0.0,0.01,True,7.436993531371118e-06,,0.010653498842505105
Tuned PPI,5000,0.49275309415562774,0.5032307572834595,3,0.0,0.01,True,6.390218794811367e-06,0.9198610509285184,0.010477663127831716
Classical,5000,0.48900347750914624,0.5352838410548597,3,0.0,0.01,True,0.00015709888987059745,,0.046280363545713465
PPI,5000,0.49332144092727903,0.5039723828216032,4,0.0,0.01,True,5.8102764875011555e-06,,0.01065094189432414
Tuned PPI,5000,0.49261069181076683,0.5030160133689109,4,0.0,0.01,True,6.3340348905877e-06,0.9646617369074628,0.010405321558144054
Classical,5000,0.45186498600732083,0.498252818794657,4,0.0,0.01,False,0.00032868044740902853,,0.04638783278733616
PPI,5000,0.4919022913240239,0.5025778576055248,5,0.0,0.01,True,9.815389149031735e-06,,0.010675566281500848
Tuned PPI,5000,0.4923112057170607,0.5027379339352646,5,0.0,0.01,True,4.551455681490369e-06,0.9245694063120723,0.01042672821820384
Classical,5000,0.4783501633071722,0.523673220998868,5,0.0,0.01,True,0.00019293267644569385,,0.04532305769169581
PPI,5000,0.49229197868813246,0.5029541856362637,6,0.0,0.01,True,6.3111254357536125e-06,,0.010662206948131248
Tuned PPI,5000,0.492710341832018,0.5031181875281296,6,0.0,0.01,True,5.1320753734856115e-06,0.9328076845407728,0.01040784569611164
Classical,5000,0.47864738949489677,0.5252659123104949,6,0.0,0.01,True,2.0226284144100087e-06,,0.04661852281559814
PPI,5000,0.4922883009324228,0.5029280426032297,7,0.0,0.01,True,5.014885575000228e-06,,0.010639741670806835
Tuned PPI,5000,0.49246193571183744,0.5029539234409492,7,0.0,0.01,True,4.826071922755521e-06,0.983144382489283,0.010491987729111807
Classical,5000,0.48028264485853567,0.5267704419472513,7,0.0,0.01,True,1.1829555335649297e-05,,0.04648779708871564
PPI,5000,0.492100805840378,0.5027623232528722,8,0.0,0.01,True,8.636929872562257e-06,,0.01066151741249416
Tuned PPI,5000,0.4923982651437763,0.5028488303513788,8,0.0,0.01,True,4.547913145507985e-06,0.9240033584113364,0.010450565207602514
Classical,5000,0.47718725758604974,0.5227282842701637,8,0.0,0.01,True,0.0001169522585885486,,0.04554102668411397
PPI,5000,0.49143021125026864,0.5020789537501151,9,0.0,0.01,True,8.820895120484782e-06,,0.010648742499846486
Tuned PPI,5000,0.4916852998046592,0.5021906115030982,9,0.0,0.01,True,8.036741159177128e-06,0.9839910230532259,0.01050531169843899
Classical,5000,0.4847024325550779,0.5317155234688073,9,0.0,0.01,True,3.617588339423449e-05,,0.04701309091372946
PPI,1000,0.49701617242242935,0.5117637377148807,0,0.0,0.1,True,5.6252024997951215e-05,,0.014747565292451359
Tuned PPI,1000,0.49726491212509505,0.511985555193483,0,0.0,0.1,True,5.617508985281028e-05,0.9856920630446974,0.01472064306838794
Classical,1000,0.47179727327873433,0.5698704796508671,0,0.0,0.1,True,0.00021796556399133674,,0.09807320637213279
PPI,1000,0.496013874276349,0.5110288964775963,1,0.0,0.1,True,3.633773067657845e-05,,0.015015022201247286
Tuned PPI,1000,0.496013874276349,0.5110288964775963,1,0.0,0.1,True,3.633773067657845e-05,1.0,0.015015022201247286
Classical,1000,0.45659575011142545,0.5571586899497614,1,0.0,0.1,True,0.00039793995433661173,,0.10056293983833592
PPI,1000,0.500174166149143,0.5147161334655048,2,0.0,0.1,False,3.17996295493451e-05,,0.014541967316361815
Tuned PPI,1000,0.50171091769061,0.5161546013626686,2,0.0,0.1,False,4.033470478072126e-05,0.957257328648043,0.014443683672058505
Classical,1000,0.48830679298762375,0.596191215844167,2,0.0,0.1,True,0.0017796649725606798,,0.10788442285654326
PPI,1000,0.4997089861551508,0.5139534679120593,3,0.0,0.1,True,3.403118125846753e-05,,0.014244481756908511
Tuned PPI,1000,0.4974794763223368,0.5131640317965701,3,0.0,0.1,True,2.6499918227646545e-05,0.9084333752320691,0.015684555474233308
Classical,1000,0.43842034670880986,0.5422721692837538,3,0.0,0.1,True,8.155817098927284e-05,,0.10385182257494391
PPI,1000,0.4987612948065542,0.5137426732101339,4,0.0,0.1,True,2.5995624039897706e-05,,0.014981378403579715
Tuned PPI,1000,0.4987612948065542,0.5137426732101339,4,0.0,0.1,True,2.5995624039897706e-05,1.0,0.014981378403579715
Classical,1000,0.4446985563880328,0.5500116954486662,4,0.0,0.1,True,0.0002216606365832185,,0.10531313906063344
PPI,1000,0.495164576851288,0.5105012390388417,5,0.0,0.1,True,6.066784713445838e-06,,0.015336662187553696
Tuned PPI,1000,0.49480436690664137,0.5122519553785851,5,0.0,0.1,True,1.1323197467250423e-05,0.8921854138688637,0.017447588471943776
Classical,1000,0.46118475079050475,0.5573782661648461,5,0.0,0.1,True,0.0011192313115206993,,0.09619351537434134
PPI,1000,0.4987955305533526,0.5136254777038932,6,0.0,0.1,True,4.691884156982179e-05,,0.014829947150540645
Tuned PPI,1000,0.49782914853405363,0.5126814544405534,6,0.0,0.1,True,2.8930821258238392e-05,0.963282680326133,0.014852305906499719
Classical,1000,0.4310279606840653,0.529362962054756,6,0.0,0.1,True,0.0012203501955995455,,0.09833500137069068
PPI,1000,0.4970009491004719,0.5119539954328718,7,0.0,0.1,True,1.0068330702972996e-05,,0.01495304633239991
Tuned PPI,1000,0.4968591608819387,0.5123364945607908,7,0.0,0.1,True,1.4174440964669436e-05,0.9509366510278362,0.015477333678852068
Classical,1000,0.4549609300571078,0.5589001391992447,7,0.0,0.1,True,0.0012218116682836,,0.10393920914213695
PPI,1000,0.5023596979951246,0.5175329597433418,8,0.0,0.1,False,7.859872502831205e-05,,0.015173261748217204
Tuned PPI,1000,0.5025455394746872,0.5175872714618579,8,0.0,0.1,False,7.895870897855518e-05,0.9898355931144154,0.015041731987170737
Classical,1000,0.47164503624751086,0.571874499161471,8,0.0,0.1,True,0.00024216374871001154,,0.10022946291396018
PPI,1000,0.4990634576064684,0.5137462836943621,9,0.0,0.1,True,2.246326986269467e-05,,0.01468282608789373
Tuned PPI,1000,0.4990634576064684,0.5137462836943621,9,0.0,0.1,True,2.246326986269467e-05,1.0,0.01468282608789373
Classical,1000,0.4492852207382709,0.5480483700503641,9,0.0,0.1,True,0.002398338999084333,,0.09876314931209323
PPI,2000,0.5033804525011744,0.5160874849405662,0,0.0,0.1,False,5.032736581898947e-05,,0.012707032439391863
Tuned PPI,2000,0.5044455736463985,0.5169818270075276,0,0.0,0.1,False,5.941950189684688e-05,0.9496238120805486,0.012536253361129068
Classical,2000,0.4930460278987269,0.5653185250495047,0,0.0,0.1,True,0.0004427938167352518,,0.07227249715077783
PPI,2000,0.4936807807093417,0.5067259077752915,1,0.0,0.1,True,8.930698575200598e-06,,0.013045127065949791
Tuned PPI,2000,0.4936807807093417,0.5067259077752915,1,0.0,0.1,True,8.930698575200598e-06,1.0,0.013045127065949791
Classical,2000,0.4578703047675813,0.5329275076504396,1,0.0,0.1,True,4.390319263910229e-05,,0.07505720288285833
PPI,2000,0.4982077489097037,0.511007230920796,2,0.0,0.1,True,1.1173661422967938e-05,,0.012799482011092322
Tuned PPI,2000,0.4982077489097037,0.511007230920796,2,0.0,0.1,True,1.1173661422967938e-05,1.0,0.012799482011092322
Classical,2000,0.4630355210776676,0.5354561692052395,2,0.0,0.1,True,0.0002096244041581927,,0.07242064812757193
PPI,2000,0.4983823565045789,0.5110748581784899,3,0.0,0.1,True,1.1384487226454247e-05,,0.01269250167391095
Tuned PPI,2000,0.49898538406309273,0.5113321103644672,3,0.0,0.1,True,1.4288630452030103e-05,0.9674994381113229,0.012346726301374511
Classical,2000,0.48188010776190776,0.5540467952741713,3,0.0,0.1,True,0.00045133364647022723,,0.07216668751226357
PPI,2000,0.4942461448393679,0.5069663308725684,4,0.0,0.1,True,7.21765240695156e-06,,0.012720186033200465
Tuned PPI,2000,0.4946556610983015,0.5071875761097446,4,0.0,0.1,True,4.816025612758263e-06,0.9721906501816383,0.012531915011443129
Classical,2000,0.4758532323574755,0.5480408774174647,4,0.0,0.1,True,0.0003728257028937586,,0.07218764505998915
PPI,2000,0.4982217426984748,0.5108516194770589,5,0.0,0.1,True,1.4963107348807639e-05,,0.012629876778584126
Tuned PPI,2000,0.49655920084101274,0.5090860265139467,5,0.0,0.1,True,1.3359904681620032e-05,0.9440777400325061,0.012526825672934006
Classical,2000,0.43719373867027755,0.5105778302199565,5,0.0,0.1,True,0.000674568443801486,,0.07338409154967895
PPI,2000,0.49750476447005054,0.5102129738694086,6,0.0,0.1,True,9.04778570764831e-06,,0.012708209399358017
Tuned PPI,2000,0.49750476447005054,0.5102129738694086,6,0.0,0.1,True,9.04778570764831e-06,1.0,0.012708209399358017
Classical,2000,0.4905162692695645,0.5655937522218449,6,0.0,0.1,True,0.0005530765875810049,,0.07507748295228045
PPI,2000,0.49448876864048696,0.5074752947359656,7,0.0,0.1,True,3.399253702866833e-06,,0.012986526095478679
Tuned PPI,2000,0.4947570059159637,0.5075609940842859,7,0.0,0.1,True,5.437240375033611e-06,0.9811896496998908,0.012803988168322178
Classical,2000,0.47416538459254876,0.5466147358030683,7,0.0,0.1,True,0.0007810615415828137,,0.07244935121051954
PPI,2000,0.49786363576601644,0.5106004856232969,8,0.0,0.1,True,1.0644393453115464e-05,,0.012736849857280408
Tuned PPI,2000,0.4983642842155736,0.5109038363477573,8,0.0,0.1,True,1.1313534962625872e-05,0.9739960386351031,0.012539552132183662
Classical,2000,0.4831836696189426,0.5561987862016448,8,0.0,0.1,True,0.0005736688023362149,,0.07301511658270216
PPI,2000,0.49603677697361287,0.5090838636984127,9,0.0,0.1,True,9.189622763811065e-06,,0.013047086724799872
Tuned PPI,2000,0.49603677697361287,0.5090838636984127,9,0.0,0.1,True,9.189622763811065e-06,1.0,0.013047086724799872
Classical,2000,0.4822335000485952,0.556848091844791,9,0.0,0.1,True,0.0002694720278099321,,0.07461459179619578
PPI,3000,0.49988418893255515,0.5121859938138182,0,0.0,0.1,True,2.031989729187516e-05,,0.01230180488126309
Tuned PPI,3000,0.4998911835232135,0.512127866423466,0,0.0,0.1,True,2.0191265121144667e-05,0.9926446128094615,0.012236682900252482
Classical,3000,0.47369086755328904,0.5314275669887111,0,0.0,0.1,True,1.0216188564713326e-05,,0.057736699435422034
PPI,3000,0.49829920136455325,0.5104348045789252,1,0.0,0.1,True,2.6775494147745048e-05,,0.01213560321437196
Tuned PPI,3000,0.4985886395053313,0.5105429752050313,1,0.0,0.1,True,2.6640996872834923e-05,0.9813867579256809,0.011954335699700058
Classical,3000,0.4844663470316864,0.5456292661641245,1,0.0,0.1,True,0.00011979099837197398,,0.061162919132438154
PPI,3000,0.4981999514348558,0.5102193676760747,2,0.0,0.1,True,1.5699178892763328e-05,,0.012019416241218883
Tuned PPI,3000,0.49880116842710065,0.5106881487372864,2,0.0,0.1,True,1.8884697798374236e-05,0.9851158024628601,0.011886980310185757
Classical,3000,0.5096466975613646,0.570660813760581,2,0.0,0.1,False,0.00096213570993104,,0.06101411619921637
PPI,3000,0.49876681947094176,0.5109678652131907,3,0.0,0.1,True,1.6189479403016722e-05,,0.01220104574224895
Tuned PPI,3000,0.49873898400262173,0.5107836420432408,3,0.0,0.1,True,1.5349435678791694e-05,0.9860259383584234,0.01204465804061905
Classical,3000,0.4680789796843347,0.5264805437826142,3,0.0,0.1,True,1.7282531686269805e-05,,0.05840156409827951
PPI,3000,0.49854226611944535,0.5107824320461591,4,0.0,0.1,True,1.202860887802615e-05,,0.012240165926713786
Tuned PPI,3000,0.49854226611944535,0.5107824320461591,4,0.0,0.1,True,1.202860887802615e-05,1.0,0.012240165926713786
Classical,3000,0.4977090712765991,0.5571257616959577,4,0.0,0.1,True,0.0005156960205087248,,0.05941669041935865
PPI,3000,0.4987349818181636,0.510879893783651,5,0.0,0.1,True,1.2934835539695202e-05,,0.012144911965487337
Tuned PPI,3000,0.49919078260040767,0.511147159180893,5,0.0,0.1,True,1.5177658393735548e-05,0.9697405462420978,0.011956376580485373
