method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,1000,0,1.0,0.8944089697593052,0.4963658147678328,0.0003486750138440299,0.0006612536293088212,3.609639837923858e-05
Classical,2,1000,0,1.0,,0.4963658147678328,0.0004499928702416784,0.0006634357153587712,0.00023655002512458558
PPI,2,1000,1,1.0,1.0,0.4963658147678328,0.00027500935384706243,0.0004703038296966867,7.971487799743812e-05
Classical,2,1000,1,1.0,,0.4963658147678328,0.0007318120008006201,0.0012368382449340274,0.0002267857566672129
PPI,2,1000,2,1.0,0.9518194106306441,0.4963658147678328,0.0002850779493814574,0.0004563933455834328,0.000113762553179482
Classical,2,1000,2,1.0,,0.4963658147678328,0.00042442144937694724,0.0007103967435559102,0.00013844615519798434
PPI,2,1000,3,1.0,0.8271154061888362,0.4963658147678328,0.0003702324693597986,0.0006741958953641136,6.626904335548356e-05
Classical,2,1000,3,1.0,,0.4963658147678328,0.00022723903795962878,0.0004034352223826322,5.104285353662531e-05
PPI,2,1000,4,1.0,0.8190382340335276,0.4963658147678328,0.00020741426997122794,0.00032779078457795523,8.703775536450063e-05
Classical,2,1000,4,1.0,,0.4963658147678328,0.0005389840981891321,0.0010102991191680106,6.766907721025367e-05
PPI,2,1000,5,1.0,0.8678220947432171,0.4963658147678328,0.00025695964210964537,0.0003256686304314545,0.00018825065378783628
Classical,2,1000,5,1.0,,0.4963658147678328,0.001370820188979599,0.0026164503945600025,0.00012518998339919538
PPI,2,1000,6,1.0,0.9112255974792818,0.4963658147678328,0.0004237064569483341,0.0008164639176944552,3.094899620221304e-05
Classical,2,1000,6,1.0,,0.4963658147678328,0.0005469046157427972,0.0007652063824068739,0.00032860284907872063
PPI,2,1000,7,1.0,0.9789213072364867,0.4963658147678328,0.00035124203836739393,0.000605650692877938,9.683338385684987e-05
Classical,2,1000,7,1.0,,0.4963658147678328,0.0004104521229966409,0.0007402330040687094,8.067124192457236e-05
PPI,2,1000,8,1.0,0.9210333355468666,0.4963658147678328,0.00025029633053071966,0.0004113763569090422,8.921630415239715e-05
Classical,2,1000,8,1.0,,0.4963658147678328,0.00035317524092596945,0.0003829447687897139,0.000323405713062225
PPI,2,1000,9,1.0,0.8608577904066643,0.4963658147678328,0.00022142894713243343,0.0002585317476509651,0.00018432614661390177
Classical,2,1000,9,1.0,,0.4963658147678328,0.00024359764466582145,0.0002908995685044906,0.00019629572082715228
PPI,2,1000,10,1.0,0.9715889028258766,0.4963658147678328,0.00014726167858308356,0.00026936694287471233,2.5156414291454774e-05
Classical,2,1000,10,1.0,,0.4963658147678328,0.001526343990192458,0.0030457163197096203,6.971660675296029e-06
PPI,2,1000,11,1.0,0.9186253880603554,0.4963658147678328,0.00025194893204278545,0.00040106059138072034,0.00010283727270485054
Classical,2,1000,11,1.0,,0.4963658147678328,0.0005697537597624731,0.0008601608604511077,0.00027934665907383856
PPI,2,1000,12,1.0,0.7893731557417434,0.4963658147678328,0.0002104753748070861,0.0002507370381552045,0.00017021371145896767
Classical,2,1000,12,1.0,,0.4963658147678328,0.002956455913126832,0.004229638540555972,0.0016832732856976915
PPI,2,1000,13,1.0,0.8063947700584957,0.4963658147678328,0.00016576099790761913,0.00032967734085416527,1.8446549610730084e-06
Classical,2,1000,13,1.0,,0.4963658147678328,0.0013948918021995675,0.0017941421396706985,0.0009956414647284365
PPI,2,1000,14,1.0,0.8612185779475927,0.4963658147678328,0.00043227074454870725,0.0008102047478402118,5.433674125720274e-05
Classical,2,1000,14,1.0,,0.4963658147678328,0.0011647942724672359,0.002110773906519795,0.00021881463841467706
PPI,2,1000,15,1.0,0.9594413255876489,0.4963658147678328,0.00032897005822377605,0.0006226592306754718,3.528088577208028e-05
Classical,2,1000,15,1.0,,0.4963658147678328,0.0012300004586600689,0.0019585044200038848,0.0005014964973162528
