method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,50,1000,0,1.0,0.8768874285422572,0.004641082266096235,9.74120693356767e-05,0.0007446513484601163,1.8305218618288887e-10
Classical,50,1000,0,1.0,,0.004641082266096235,0.0006843474276625566,0.0032150826011928635,3.79095977848471e-07
PPI,50,1000,1,1.0,0.8961280544040288,0.004641082266096235,9.635878234536753e-05,0.0007555204563864808,9.089837277304254e-08
Classical,50,1000,1,1.0,,0.004641082266096235,0.0010733081943412235,0.007027440324158823,2.843760543222126e-07
PPI,50,1000,2,1.0,0.9000424705239933,0.004641082266096235,9.879106037920008e-05,0.0008008259540623372,7.753467738534595e-08
Classical,50,1000,2,1.0,,0.004641082266096235,0.0011393143648861365,0.004435479471697409,4.532075955931203e-08
PPI,50,1000,3,1.0,0.9305459677364851,0.004641082266096235,9.617368294466573e-05,0.0008076658081903194,1.0489880429382148e-08
Classical,50,1000,3,1.0,,0.004641082266096235,0.0011557358209903445,0.004984729463868433,5.262369647524629e-06
PPI,50,1000,4,1.0,0.9205935200502168,0.004641082266096235,9.271553676095579e-05,0.0007733177639782562,1.3325447243257697e-07
Classical,50,1000,4,1.0,,0.004641082266096235,0.0013795498376845525,0.010481341318145066,1.5051954408471411e-06
PPI,50,1000,5,1.0,0.9265249910945887,0.004641082266096235,0.00010029733563723131,0.0008196703046745567,4.6617268069990854e-08
Classical,50,1000,5,1.0,,0.004641082266096235,0.0006254019872297707,0.003730398939273894,2.1175027957616055e-07
PPI,50,1000,6,1.0,0.9539114849013769,0.004641082266096235,9.203676995598506e-05,0.0007780625186327084,6.961403304774087e-08
Classical,50,1000,6,1.0,,0.004641082266096235,0.0011784786910615506,0.004800555984559713,2.865745532383436e-07
PPI,50,1000,7,1.0,0.8974854689082148,0.004641082266096235,9.879862457984441e-05,0.0008732985351597114,2.0184275873903067e-07
Classical,50,1000,7,1.0,,0.004641082266096235,0.0009355103279733775,0.006336031835648824,5.269559601628564e-07
PPI,50,1000,8,1.0,0.8616784030089905,0.004641082266096235,0.0001088896407703351,0.0009717701951043816,1.653521513509162e-08
Classical,50,1000,8,1.0,,0.004641082266096235,0.001204827889934257,0.0061397850232557775,2.8292581954266643e-06
PPI,50,1000,9,1.0,0.929934039479161,0.004641082266096235,9.300450509103542e-05,0.000821520191790874,8.733618967917294e-09
Classical,50,1000,9,1.0,,0.004641082266096235,0.0010313424754812856,0.006783295390121741,1.3926845303838601e-06
PPI,50,1000,10,1.0,0.8926011458518224,0.004641082266096235,9.502780680335908e-05,0.0008288842103044119,8.001708379042372e-09
Classical,50,1000,10,1.0,,0.004641082266096235,0.0009803507394826917,0.00822267651660063,2.4589031698721418e-08
PPI,50,1000,11,1.0,0.9656630517332425,0.004641082266096235,0.00010608904412272816,0.0009229855482377101,7.502155741988625e-08
Classical,50,1000,11,1.0,,0.004641082266096235,0.0009683745397846219,0.007663644639769992,6.228153437595421e-10
PPI,50,1000,12,1.0,0.9310660559411562,0.004641082266096235,9.374554918296517e-05,0.0008201299283537504,4.870273268855276e-07
Classical,50,1000,12,1.0,,0.004641082266096235,0.0009921302023430387,0.005749564813049219,5.99238067051712e-08
PPI,50,1000,13,1.0,0.9108013620937804,0.004641082266096235,9.769778364696566e-05,0.0008445255994271232,9.427687742937092e-10
Classical,50,1000,13,1.0,,0.004641082266096235,0.0011075935167538062,0.006177507064705866,6.139468578761093e-06
PPI,50,1000,14,1.0,0.9028347194162275,0.004641082266096235,9.85136207665414e-05,0.0008164351165850901,1.362329910396428e-07
Classical,50,1000,14,1.0,,0.004641082266096235,0.0007255167796260339,0.004650772378397862,9.845543409645355e-06
PPI,50,1000,15,1.0,0.8604084931566096,0.004641082266096235,0.00010235349370944006,0.001057607946082847,9.183293906728212e-07
Classical,50,1000,15,1.0,,0.004641082266096235,0.0013371458755666902,0.009870749075759713,8.119051560204904e-08
PPI,50,1000,16,1.0,0.902276580477536,0.004641082266096235,9.660761320195664e-05,0.0007917050142962992,1.8851696929725294e-08
Classical,50,1000,16,1.0,,0.004641082266096235,0.001074211103107954,0.008508321251303597,4.491821764978051e-07
PPI,50,1000,17,1.0,0.8420303989542592,0.004641082266096235,0.00010715552754480119,0.0007394949660074788,3.4941649910537087e-07
Classical,50,1000,17,1.0,,0.004641082266096235,0.0009052148835588466,0.007160830543093712,4.3578626237414584e-07
PPI,50,1000,18,1.0,0.8367090578842035,0.004641082266096235,0.00010073515459731056,0.0007599359011900661,8.53715241520575e-08
Classical,50,1000,18,1.0,,0.004641082266096235,0.0008492227710876126,0.0030530998271678473,4.2539397297096706e-08
PPI,50,1000,19,1.0,0.8904381031369765,0.004641082266096235,9.442668418162457e-05,0.0007260270052281357,2.4165603496652685e-08
Classical,50,1000,19,1.0,,0.004641082266096235,0.001313722394370668,0.013644241129896402,1.355669682678362e-06
PPI,50,1000,20,1.0,0.8308475438333243,0.004641082266096235,9.827679857414365e-05,0.0006842030266749879,9.098241437492059e-08
Classical,50,1000,20,1.0,,0.004641082266096235,0.0007269651509244884,0.00425959313488775,5.7687367313811314e-08
PPI,50,1000,21,1.0,0.932263271328732,0.004641082266096235,0.000101386727226325,0.0008808771890281867,3.9485877459472934e-08
Classical,50,1000,21,1.0,,0.004641082266096235,0.0012184612759587384,0.007669182521143805,2.772318667080435e-07
PPI,50,1000,22,1.0,0.9016875108444754,0.004641082266096235,9.364444923289604e-05,0.0008608583291038457,4.609495326409664e-08
Classical,50,1000,22,1.0,,0.004641082266096235,0.00101488666540478,0.007070466154064648,1.5432897926064282e-07
PPI,50,1000,23,1.0,0.9265977597903852,0.004641082266096235,9.524494204947678e-05,0.0007745692128294889,5.7044658096648057e-08
Classical,50,1000,23,1.0,,0.004641082266096235,0.0007480955568302905,0.004719116216543568,3.295049685590054e-06
PPI,50,1000,24,1.0,0.891891334141096,0.004641082266096235,9.730931360490283e-05,0.0007950956661233145,1.548111448063052e-08
Classical,50,1000,24,1.0,,0.004641082266096235,0.0011111913430793636,0.009724119983961442,9.623875925081518e-07
PPI,50,1000,25,1.0,0.9183044390347619,0.004641082266096235,9.345827337964104e-05,0.0007706746306298131,8.519440868990127e-11
Classical,50,1000,25,1.0,,0.004641082266096235,0.001186373475330744,0.006421785034524644,5.834040524948984e-07
PPI,50,1000,26,1.0,0.7919802599854573,0.004641082266096235,0.00010678639699243815,0.0007336220671849527,5.705437601851858e-10
Classical,50,1000,26,1.0,,0.004641082266096235,0.0008306561075867631,0.007635157540157627,7.145406088301416e-08
PPI,50,1000,27,1.0,0.9058790633244365,0.004641082266096235,9.785725508611305e-05,0.0008171023002947979,4.049469985545019e-08
Classical,50,1000,27,1.0,,0.004641082266096235,0.0007366685433253781,0.005521012121243467,4.902872176741382e-06
PPI,50,1000,28,1.0,0.9737007953868607,0.004641082266096235,9.800938530146096e-05,0.0008367007899533227,2.228446207371763e-08
Classical,50,1000,28,1.0,,0.004641082266096235,0.0008683718509380857,0.00391844199334667,3.925339663116578e-08
PPI,50,1000,29,1.0,0.8892477696300515,0.004641082266096235,9.668503568369348e-05,0.0009277087860710026,1.8526589878641867e-07
Classical,50,1000,29,1.0,,0.004641082266096235,0.0010252698937656627,0.005077752226706683,4.585802892504944e-09
PPI,50,1000,30,1.0,0.9172084688272106,0.004641082266096235,9.539253885113751e-05,0.0008214415617239759,5.726572916010655e-10
Classical,50,1000,30,1.0,,0.004641082266096235,0.0009697546751566799,0.007226165099060672,2.0171405838062818e-08
PPI,50,1000,31,1.0,0.9219240234961145,0.004641082266096235,9.56197651488632e-05,0.0008383341183867399,2.3397599799500903e-08
Classical,50,1000,31,1.0,,0.004641082266096235,0.0009076612037458034,0.005396785540381812,3.410865103994338e-06
PPI,50,1000,32,1.0,0.9572050467106205,0.004641082266096235,9.783993973163425e-05,0.0007655204514773446,1.2780818505770676e-09
Classical,50,1000,32,1.0,,0.004641082266096235,0.0011356523449935645,0.004774607010039563,4.073053322997509e-07
PPI,50,1000,33,1.0,0.8833601187194547,0.004641082266096235,0.00010099854907352719,0.0009087850270133827,9.130383647658791e-08
Classical,50,1000,33,1.0,,0.004641082266096235,0.001156173980109294,0.009016465006196543,2.2986856182467737e-07
PPI,50,1000,34,1.0,0.8594257392940222,0.004641082266096235,0.00010306867054088528,0.0007101678373834682,1.2410331024076403e-07
Classical,50,1000,34,1.0,,0.004641082266096235,0.0014110181729766647,0.006356526859209158,2.735569791195993e-07
PPI,50,1000,35,1.0,0.9091996062149862,0.004641082266096235,9.646710132861891e-05,0.0007515084565879138,4.377995665586281e-10
Classical,50,1000,35,1.0,,0.004641082266096235,0.0007640249756533758,0.006756447497423625,1.1983151972176923e-07
PPI,50,1000,36,1.0,0.8762375014903586,0.004641082266096235,0.0001009044120575462,0.0008981864567453425,2.765192794527588e-08
Classical,50,1000,36,1.0,,0.004641082266096235,0.0010153142721027312,0.0036916860193258565,1.1484132259014726e-07
PPI,50,1000,37,1.0,0.8739539152918333,0.004641082266096235,9.641256947207559e-05,0.0007989249850651216,2.8582408658409005e-08
Classical,50,1000,37,1.0,,0.004641082266096235,0.001314094251648469,0.00684085818248417,1.1704992649693531e-06
PPI,50,1000,38,1.0,0.8986794629170218,0.004641082266096235,9.574043171125266e-05,0.0007833904837058281,4.602767143840019e-08
Classical,50,1000,38,1.0,,0.004641082266096235,0.0007766365900615051,0.004364480509562399,3.6751635480518185e-07
PPI,50,1000,39,1.0,0.9390322852268086,0.004641082266096235,0.00010223508396210154,0.0008692460552714535,6.815636047738195e-08
Classical,50,1000,39,1.0,,0.004641082266096235,0.0011928170576274038,0.007012130142865737,3.2294424087567557e-10
PPI,50,1000,40,1.0,0.8284537739899381,0.004641082266096235,9.441809809556145e-05,0.000754710933673342,2.8324910768056103e-09
Classical,50,1000,40,1.0,,0.004641082266096235,0.0008831090668774724,0.007639707288219403,1.6422210022436528e-09
PPI,50,1000,41,1.0,0.9673806409987665,0.004641082266096235,0.0001035098431826645,0.0008044843797376779,1.3820872030476114e-07
Classical,50,1000,41,1.0,,0.004641082266096235,0.0009461143990544287,0.005512470294667499,4.990240433097759e-07
PPI,50,1000,42,1.0,0.9138862686714413,0.004641082266096235,9.743127343173182e-05,0.0007869903119194379,2.601715132856631e-08
Classical,50,1000,42,1.0,,0.004641082266096235,0.0011880351784372693,0.0075342942981596744,1.9527839274945068e-07
PPI,50,1000,43,1.0,0.9156872807023937,0.004641082266096235,9.804170460641598e-05,0.0007846586156426078,1.2667482415391858e-08
Classical,50,1000,43,1.0,,0.004641082266096235,0.0008388137342994449,0.004758848607320288,1.679619742518272e-06
PPI,50,1000,44,1.0,0.8744296455670674,0.004641082266096235,9.702340561062484e-05,0.0007889416571025804,1.429996284246302e-08
Classical,50,1000,44,1.0,,0.004641082266096235,0.0010128731217379128,0.007256835422454568,1.0484856071981875e-08
PPI,50,1000,45,1.0,0.8813802386335461,0.004641082266096235,9.694494479528729e-05,0.0007917359181952664,2.6619167828071167e-07
Classical,50,1000,45,1.0,,0.004641082266096235,0.0011801828661370936,0.010109698088070523,2.1251748653603352e-08
PPI,50,1000,46,1.0,0.905547733388143,0.004641082266096235,9.660212259809115e-05,0.0008120925001565755,1.2677982794737375e-07
Classical,50,1000,46,1.0,,0.004641082266096235,0.0012163348479636044,0.006214486406680217,8.878072447470127e-08
PPI,50,1000,47,1.0,0.9888201130686998,0.004641082266096235,0.00011199150626331726,0.0009228023844507767,1.3053737285176008e-08
Classical,50,1000,47,1.0,,0.004641082266096235,0.001063887482788524,0.0046072608230740535,8.309424507200741e-07
PPI,50,1000,48,1.0,0.9350361347913909,0.004641082266096235,9.658214862412813e-05,0.0007653014908801635,1.3535484108772562e-08
Classical,50,1000,48,1.0,,0.004641082266096235,0.001185155050014543,0.010477832906181315,1.1886165343982114e-07
