method,p,n,trial,std,theta,error,error_max,error_min
PPI,5577,1000,0,1.0,-0.00010050421397846734,0.00017065948329664525,0.001998416991084102,6.413603414954232e-12
Classical,5577,1000,0,1.0,-0.00010050421397846734,,,
PPI,5577,1000,1,1.0,-0.00010050421397846734,0.00017499968054589436,0.001730442231191143,3.510853787834748e-11
Classical,5577,1000,1,1.0,-0.00010050421397846734,,,
PPI,5577,1000,2,1.0,-0.00010050421397846734,0.00017335936320224385,0.00198678175310211,3.2962479622451325e-12
Classical,5577,1000,2,1.0,-0.00010050421397846734,,,
PPI,6683,1000,0,1.0,-6.664748662132828e-06,0.00015303169478454964,0.001532703703959108,4.233888952950059e-13
Classical,6683,1000,0,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,1,1.0,-6.664748662132828e-06,0.00015352876338131118,0.0014616865972735939,5.3601514802512926e-11
Classical,6683,1000,1,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,2,1.0,-6.664748662132828e-06,0.00014654921096943796,0.001327052742852422,3.452696584804838e-12
Classical,6683,1000,2,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,3,1.0,-6.664748662132828e-06,0.00015284557544121687,0.001526134834557298,3.4510232777193125e-12
Classical,6683,1000,3,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,4,1.0,-6.664748662132828e-06,0.00016935000707216918,0.0018144979705506804,9.597117810822876e-12
Classical,6683,1000,4,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,5,1.0,-6.664748662132828e-06,0.00016711776705843166,0.0017889789067222755,1.960886148505601e-14
Classical,6683,1000,5,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,6,1.0,-6.664748662132828e-06,0.00016669476312770816,0.0022541931757955494,1.6126133700672048e-13
Classical,6683,1000,6,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,7,1.0,-6.664748662132828e-06,0.00015027360897001423,0.0015417302925351416,7.760365742266773e-13
Classical,6683,1000,7,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,8,1.0,-6.664748662132828e-06,0.00014498356820336856,0.0015620377139754238,2.619412750204839e-12
Classical,6683,1000,8,1.0,-6.664748662132828e-06,,,
PPI,6683,1000,9,1.0,-6.664748662132828e-06,0.00014825551985234766,0.0015333647989205714,7.037313446856377e-12
Classical,6683,1000,9,1.0,-6.664748662132828e-06,,,
PPI,7788,1000,0,1.0,6.158782612438204e-05,0.00014211620876548926,0.001550750831560861,8.324160351161414e-13
Classical,7788,1000,0,1.0,6.158782612438204e-05,,,
PPI,7788,1000,1,1.0,6.158782612438204e-05,0.000130313530249624,0.0011730249166797288,2.9489682581159634e-11
Classical,7788,1000,1,1.0,6.158782612438204e-05,,,
PPI,7788,1000,2,1.0,6.158782612438204e-05,0.00013152992333013148,0.0012376657649965693,3.1814646913798373e-12
Classical,7788,1000,2,1.0,6.158782612438204e-05,,,
PPI,7788,1000,3,1.0,6.158782612438204e-05,0.00012611721198665387,0.0012948341942119318,2.816146975882869e-12
Classical,7788,1000,3,1.0,6.158782612438204e-05,,,
PPI,7788,1000,4,1.0,6.158782612438204e-05,0.00013226765807332322,0.0014999787007328915,3.944360380494536e-14
Classical,7788,1000,4,1.0,6.158782612438204e-05,,,
PPI,7788,1000,5,1.0,6.158782612438204e-05,0.0001311495117039366,0.0011893832705453366,2.0175833895932233e-12
Classical,7788,1000,5,1.0,6.158782612438204e-05,,,
PPI,7788,1000,6,1.0,6.158782612438204e-05,0.00013181052717047383,0.001125942150470492,3.2225973262660485e-12
Classical,7788,1000,6,1.0,6.158782612438204e-05,,,
PPI,7788,1000,7,1.0,6.158782612438204e-05,0.0001439744057116598,0.0016490281562191204,1.6874043627179194e-12
Classical,7788,1000,7,1.0,6.158782612438204e-05,,,
PPI,7788,1000,8,1.0,6.158782612438204e-05,0.00013199954825932154,0.001106395985495579,6.24950535328544e-15
Classical,7788,1000,8,1.0,6.158782612438204e-05,,,
PPI,7788,1000,9,1.0,6.158782612438204e-05,0.00013144956495637997,0.0011973962587533524,1.0874960397930696e-12
Classical,7788,1000,9,1.0,6.158782612438204e-05,,,
PPI,8894,1000,0,1.0,7.753400016495851e-05,0.00011490796266958202,0.0011421142795888805,2.157928491737688e-11
Classical,8894,1000,0,1.0,7.753400016495851e-05,,,
PPI,8894,1000,1,1.0,7.753400016495851e-05,0.00011200561404862373,0.001237179906646508,2.46062828533143e-11
Classical,8894,1000,1,1.0,7.753400016495851e-05,,,
PPI,8894,1000,2,1.0,7.753400016495851e-05,0.00011193759937982157,0.0009855506417917321,2.6265273232130374e-14
Classical,8894,1000,2,1.0,7.753400016495851e-05,,,
PPI,8894,1000,3,1.0,7.753400016495851e-05,0.00011201043517371985,0.001233369762994491,6.999788916096947e-11
Classical,8894,1000,3,1.0,7.753400016495851e-05,,,
PPI,8894,1000,4,1.0,7.753400016495851e-05,0.00011319496924203972,0.0013097923437961232,4.378595896208717e-13
Classical,8894,1000,4,1.0,7.753400016495851e-05,,,
PPI,8894,1000,5,1.0,7.753400016495851e-05,0.0001207463726193089,0.0013126348986192032,1.3502266269415777e-12
Classical,8894,1000,5,1.0,7.753400016495851e-05,,,
PPI,8894,1000,6,1.0,7.753400016495851e-05,0.00011428979569056152,0.001010553809591034,1.0137269665267894e-12
Classical,8894,1000,6,1.0,7.753400016495851e-05,,,
PPI,8894,1000,7,1.0,7.753400016495851e-05,0.00011473540123350124,0.0012391040150541584,3.490609354057837e-11
Classical,8894,1000,7,1.0,7.753400016495851e-05,,,
PPI,8894,1000,8,1.0,7.753400016495851e-05,0.00011373043126888761,0.0009908542113522937,1.260027825932986e-12
Classical,8894,1000,8,1.0,7.753400016495851e-05,,,
PPI,8894,1000,9,1.0,7.753400016495851e-05,0.00011369610022939392,0.0011069032266778076,8.251439392382024e-13
Classical,8894,1000,9,1.0,7.753400016495851e-05,,,
PPI,10000,1000,0,1.0,-3.616145317199809e-05,0.00010202058918626162,0.001000098845189672,1.344086815357801e-16
Classical,10000,1000,0,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,1,1.0,-3.616145317199809e-05,9.973786912446506e-05,0.0010499148108661365,1.5064002291722097e-14
Classical,10000,1000,1,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,2,1.0,-3.616145317199809e-05,0.00010131642456694538,0.0009702694597421152,1.6982741317616047e-11
Classical,10000,1000,2,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,3,1.0,-3.616145317199809e-05,0.00010128556742836314,0.0009378746580678333,2.2573005696944856e-14
Classical,10000,1000,3,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,4,1.0,-3.616145317199809e-05,0.00010725284441644678,0.0009458992813685109,1.8616250965270434e-11
Classical,10000,1000,4,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,5,1.0,-3.616145317199809e-05,0.00010119375659418738,0.0009180217009523888,8.206707576423279e-12
Classical,10000,1000,5,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,6,1.0,-3.616145317199809e-05,9.994150654868517e-05,0.0007807245349031235,6.075690973434104e-12
Classical,10000,1000,6,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,7,1.0,-3.616145317199809e-05,0.00010098205426170138,0.0009033584184367533,1.0325956504933021e-11
Classical,10000,1000,7,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,8,1.0,-3.616145317199809e-05,0.0001015075812781864,0.0008226497256253823,1.912076338369782e-12
Classical,10000,1000,8,1.0,-3.616145317199809e-05,,,
PPI,10000,1000,9,1.0,-3.616145317199809e-05,0.00010051732603789292,0.001148792962750092,2.829580936431336e-12
Classical,10000,1000,9,1.0,-3.616145317199809e-05,,,
