method,p,n,ratio,trial,std,lower,upper,coverage,error,width
PPI,10,10,1.0,23,0.1,-234.15003631362134,61.369342779832024,0,176.5332080488779,295.5193790934534
Classical,10,10,1.0,23,0.1,-499.88063908814735,-499.88063908800535,0,590.0235003700595,1.4199486031429842e-10
PPI,10,10,1.0,24,0.1,-1368.1568941036328,-637.0321836840558,0,1092.7374001758276,731.124710419577
Classical,10,10,1.0,24,0.1,-1356.9168892918517,-1356.9168892918067,0,1447.0597505738124,4.501998773775995e-11
PPI,10,10,1.0,25,0.1,63356.76698810039,63388.68567197699,0,63282.58346875671,31.91868387660361
Classical,10,10,1.0,25,0.1,63577.9480207852,63577.94802079497,0,63487.805159508105,9.764335118234158e-09
PPI,10,10,1.0,26,0.1,6613.40913936477,6631.815012267594,0,6532.469214534199,18.40587290282383
Classical,10,10,1.0,26,0.1,6647.123578297749,6647.123578298155,0,6556.980717015968,4.05634636990726e-10
PPI,10,10,1.0,27,0.1,-230.86102244360012,64.8877766025701,0,173.12948420249825,295.74879904617023
Classical,10,10,1.0,27,0.1,1119.1844101377133,1119.1844101377742,0,1029.0415488557605,6.093614501878619e-11
PPI,10,10,1.0,28,0.1,2963.8101460790645,3012.4921181013747,0,2898.0082708082364,48.68197202231022
Classical,10,10,1.0,28,0.1,3028.6933567460756,3028.693356746203,0,2938.550495464156,1.2732925824820995e-10
PPI,10,10,1.0,29,0.1,-4704.592899378606,-4516.596253580521,0,4700.737437761547,187.9966457980845
Classical,10,10,1.0,29,0.1,-4829.327574676083,-4829.327574675708,0,4919.470435957879,3.7471181713044643e-10
PPI,2,10,5.0,0,0.1,-404.7618958360894,-371.5330668632026,0,478.29034263162924,33.228828972886845
Classical,2,10,5.0,0,0.1,-1039.5244496402854,-219.34004579977523,0,719.5751090020135,820.1844038405102
PPI,2,10,5.0,1,0.1,-504.29515487476266,-314.3883523891429,0,499.484614913936,189.90680248561978
Classical,2,10,5.0,1,0.1,-860.4320246278628,-138.8937282802881,0,589.8057377360586,721.5382963475747
PPI,2,10,5.0,2,0.1,-581.3529882980422,-100.43952069290606,0,431.03911577745737,480.91346760513613
Classical,2,10,5.0,2,0.1,-515.1955276827056,-149.5130843407575,0,422.49716729371477,365.6824433419481
PPI,2,10,5.0,3,0.1,-504.34821962898604,-323.29135347319004,0,503.9626478330713,181.056866155796
Classical,2,10,5.0,3,0.1,-1078.8417026564916,-21.550004951461915,0,640.33871508596,1057.2916977050297
PPI,2,10,5.0,4,0.1,-538.0533974665309,-263.99681851880047,0,491.1679692746489,274.05657894773043
Classical,2,10,5.0,4,0.1,-717.7109408311477,-103.80074032234415,0,500.89870185872917,613.9102005088035
PPI,2,10,5.0,5,0.1,-405.7198442876017,-372.46537617696976,0,479.23547151426897,33.25446811063193
Classical,2,10,5.0,5,0.1,-46.71002854145331,341.0321212862479,1,57.018185090414065,387.7421498277012
PPI,2,10,5.0,6,0.1,-728.0806305411141,-492.72833908180235,0,700.5473460934414,235.3522914593118
Classical,2,10,5.0,6,0.1,-1088.9336651934668,-541.9491697236406,0,905.5842787405369,546.9844954698262
PPI,2,10,5.0,7,0.1,-672.0550689712891,-219.7422731438964,0,536.041532339576,452.3127958273927
Classical,2,10,5.0,7,0.1,-707.5399884549214,-213.8457600782609,0,550.8357355485743,493.6942283766605
PPI,2,10,5.0,8,0.1,-711.1831625317428,-378.623605657663,0,635.0462453766861,332.5595568740798
Classical,2,10,5.0,8,0.1,-814.7815869927813,-362.5826031814608,0,678.8249563691043,452.1989838113205
PPI,2,10,5.0,9,0.1,-372.9619729593825,-70.05189842625296,0,311.64979697480095,302.91007453312955
Classical,2,10,5.0,9,0.1,-351.72636668301516,49.50935439359674,0,241.25136742669247,401.23572107661187
PPI,2,10,5.0,10,0.1,-507.51308342782465,-82.69734432140578,0,385.2480751565985,424.81573910641885
Classical,2,10,5.0,10,0.1,-467.87722773390294,-13.427124835087767,0,330.7950375664786,454.4501028988152
PPI,2,10,5.0,11,0.1,-326.202563244947,41.51734026308179,0,232.48547277291584,367.7199035080288
Classical,2,10,5.0,11,0.1,-379.72276566005036,190.58385981133114,1,184.71231420634285,570.3066254713815
PPI,2,10,5.0,12,0.1,-478.7393951648557,-260.4730761824614,0,459.7490969556418,218.2663189823943
Classical,2,10,5.0,12,0.1,-780.6702216590393,123.29754757416634,1,418.8291983244197,903.9677692332057
PPI,2,10,5.0,13,0.1,-668.2130164113549,-244.65295787494065,0,546.575848425131,423.5600585364143
Classical,2,10,5.0,13,0.1,-801.9562940117585,-142.0557013592101,0,562.1488589674675,659.9005926525483
PPI,2,10,5.0,14,0.1,-405.565494405197,-372.3099664499475,0,479.0805917095555,33.25552795524948
Classical,2,10,5.0,14,0.1,-517.0297375441721,204.20584379457927,1,246.55480815677964,721.2355813387514
PPI,2,10,5.0,15,0.1,-533.7415658826228,-226.83833014613646,0,470.4328092963629,306.90323573648635
Classical,2,10,5.0,15,0.1,-704.2143606374142,-49.90342996650281,0,467.20175658394174,654.3109306709114
PPI,2,10,5.0,16,0.1,-414.0205435972371,-362.6262822390766,0,478.4662742001401,51.39426135816052
Classical,2,10,5.0,16,0.1,-849.2200638666195,78.56114165916227,0,475.47232238571183,927.7812055257818
PPI,2,10,5.0,17,0.1,-404.7812879636931,-371.53708593701174,0,478.30204823233566,33.244202026681364
Classical,2,10,5.0,17,0.1,-954.5264639810944,-191.28550220171104,0,663.0488443733859,763.2409617793833
PPI,2,10,5.0,18,0.1,-544.7817997005445,-64.25694151759387,0,394.66223189105244,480.52485818295065
Classical,2,10,5.0,18,0.1,-524.9536912915507,-59.10180073879641,0,382.17060729715683,465.8518905527543
PPI,2,10,5.0,19,0.1,-404.78571353244763,-371.5249551252957,0,478.2981956108549,33.26075840715191
Classical,2,10,5.0,19,0.1,-976.5202750256007,-262.03650867393196,0,709.4212531317495,714.4837663516687
PPI,2,10,5.0,20,0.1,-663.2244869500523,-135.96501820243452,0,489.73761385822667,527.2594687476178
Classical,2,10,5.0,20,0.1,-916.8842570245358,106.27213950813416,1,495.4489200401841,1023.15639653267
PPI,2,10,5.0,21,0.1,-404.84651955625446,-371.58724691435924,0,478.3597445172901,33.25927264189522
Classical,2,10,5.0,21,0.1,-1076.8583161333459,-57.58118005643951,0,657.3626093768759,1019.2771360769063
PPI,2,10,5.0,22,0.1,-405.08182671944195,-371.8039820168257,0,478.5857656501171,33.27784470261622
Classical,2,10,5.0,22,0.1,-870.6440072744189,159.5672673410469,1,445.68123124866923,1030.2112746154658
PPI,2,10,5.0,23,0.1,-405.4323040538957,-372.1483994091757,0,478.9332130135189,33.283904644719996
Classical,2,10,5.0,23,0.1,-311.34471697275114,246.71952868580078,1,122.45545542545841,558.064245658552
PPI,2,10,5.0,24,0.1,-425.96549162583835,-329.2405214288791,0,467.745867809342,96.72497019695925
Classical,2,10,5.0,24,0.1,-698.4103599639543,33.97053011095545,0,422.36277620848267,732.3808900749098
PPI,2,10,5.0,25,0.1,-487.4183202696733,-318.9106650717718,0,493.3073539527058,168.5076551979015
Classical,2,10,5.0,25,0.1,-680.1975897804525,-179.61780979870431,0,520.0505610715617,500.5797799817482
PPI,2,10,5.0,26,0.1,-694.9123338139284,-415.9143614491466,0,645.5562089135207,278.9979723647818
Classical,2,10,5.0,26,0.1,-768.5339874209408,-373.01692978477377,0,660.9183198848405,395.517057636167
PPI,2,10,5.0,27,0.1,-470.36415420842724,-312.8298895233808,0,481.73988314788727,157.53426468504642
Classical,2,10,5.0,27,0.1,-729.8411838092854,-68.62119884564146,0,489.37405260944666,661.219984963644
PPI,2,10,5.0,28,0.1,-723.0889515306765,-330.53225103681183,0,616.9534625657274,392.55670049386464
Classical,2,10,5.0,28,0.1,-825.0015949497314,-276.0607122999146,0,640.6740149068062,548.9408826498168
PPI,2,10,5.0,29,0.1,-454.37853833356377,-107.20829949737907,0,370.93628019745466,347.1702388361847
Classical,2,10,5.0,29,0.1,-441.49840763841553,160.2058568308189,1,230.78913668578156,601.7042644692344
PPI,200,20,0.1,0,0.1,-67.34272009947894,125.381996124939,1,61.1232232692532,192.72471622441793
PPI,200,20,0.1,1,0.1,-70.76215136068653,122.08982276005689,1,64.47902558229805,192.85197412074342
PPI,200,20,0.1,2,0.1,-242.98311085003542,287.55663387754004,1,67.85609976823092,530.5397447275755
PPI,200,20,0.1,3,0.1,-207.0159172963737,203.46475444400176,1,91.9184427081692,410.48067174037544
PPI,200,20,0.1,4,0.1,-99.08282589055861,107.2865442519226,1,86.04100210130123,206.36937014248122
PPI,200,20,0.1,5,0.1,-335.2511364568297,362.8949269015309,1,76.32096605963265,698.1460633583606
PPI,200,20,0.1,6,0.1,-75.97426374770495,115.65680458581576,1,70.30159086292782,191.63106833352072
PPI,200,20,0.1,7,0.1,-62.83042076643184,129.6924685537581,1,56.711837388320106,192.52288932018993
PPI,200,20,0.1,8,0.1,-430.61538852120026,451.713715726169,1,79.59369767949885,882.3291042473693
PPI,200,20,0.1,9,0.1,-66.23144713020613,126.6858956531438,1,59.915637020514396,192.91734278334994
PPI,200,20,0.1,10,0.1,-65.91227817621561,126.08163313303484,1,60.05818380357361,191.99391130925045
PPI,200,20,0.1,11,0.1,-63.62050069419839,128.88886641549584,1,57.50867842133451,192.50936710969424
PPI,200,20,0.1,12,0.1,-488.43012232093565,562.5831388994525,1,53.066352992724816,1051.0132612203881
PPI,200,20,0.1,13,0.1,-72.4874965852653,119.95647981304971,1,66.40836966809103,192.44397639831502
PPI,200,20,0.1,14,0.1,-276.21550788668463,291.8534136352169,1,82.3239084077171,568.0689215219015
PPI,200,20,0.1,15,0.1,-64.46210884402767,127.96337554663957,1,58.39222793067728,192.42548439066724
PPI,200,20,0.1,16,0.1,-33.49927414730884,26.504264417106572,0,93.64036614708436,60.00353856441541
PPI,200,20,0.1,17,0.1,-236.83730578174178,235.44802991590106,1,90.83749921490359,472.28533569764284
PPI,200,20,0.1,18,0.1,-61.37461094824966,131.264719637536,1,55.19780693734006,192.63933058578564
PPI,200,20,0.1,19,0.1,-66.0856494446616,126.43262933850728,1,59.96937133506039,192.51827878316888
PPI,200,20,0.1,20,0.1,-65.2533275826421,127.49311244810298,1,59.02296884925279,192.74644003074508
PPI,200,20,0.1,21,0.1,-73.44336238476143,119.08361955169272,1,67.32273269851758,192.52698193645415
PPI,200,20,0.1,22,0.1,-237.00979847594414,295.56912090716065,1,60.86320006637497,532.5789193831048
PPI,200,20,0.1,23,0.1,-67.85336398309873,124.83761306887682,1,61.650736739094185,192.69097705197555
PPI,200,20,0.1,24,0.1,-9.453537485009292,88.55069002565864,0,50.594285011658556,98.00422751066793
PPI,200,20,0.1,25,0.1,-69.41905054619237,122.90236110313977,1,63.40120600350953,192.32141164933213
PPI,200,20,0.1,26,0.1,-67.5710646154679,125.44268678533611,1,61.20705019704913,193.013751400804
PPI,200,20,0.1,27,0.1,-297.44957911410893,334.7755287939166,1,71.4798864420794,632.2251079080255
PPI,200,20,0.1,28,0.1,-260.2725093654773,242.42845396487095,1,99.06488898228639,502.70096333034826
PPI,200,20,0.1,29,0.1,-337.46351244040125,359.0190316454216,1,79.36510167947306,696.4825440858228
PPI,100,20,0.2,0,0.1,-109.85073026942646,44.96175957984826,0,122.58734662677233,154.81248984927473
PPI,100,20,0.2,1,0.1,-229.30017886385423,140.53967023844683,1,134.52311559468694,369.83984910230106
PPI,100,20,0.2,2,0.1,-82.50013168121824,28.0098475913487,0,117.388003326918,110.50997927256694
PPI,100,20,0.2,3,0.1,-191.55916143292126,133.45451429568743,1,119.19518485060014,325.0136757286087
PPI,100,20,0.2,4,0.1,-172.65011762584206,-3.5513636200598455,0,178.24360190493417,169.0987540057822
PPI,100,20,0.2,5,0.1,-84.1195962980074,26.439000236427802,0,118.98315931277303,110.5585965344352
PPI,100,20,0.2,6,0.1,-79.9664743901237,30.642125429525045,0,114.80503576228256,110.60859981964873
PPI,100,20,0.2,7,0.1,-87.0677606586888,29.767913475503903,0,118.79278487357567,116.8356741341927
PPI,100,20,0.2,8,0.1,-283.5718523048864,373.5363872265642,1,45.16059382114433,657.1082395314506
PPI,100,20,0.2,9,0.1,-80.70955111155877,29.545847576425217,0,115.72471304955,110.25539868798398
PPI,100,20,0.2,10,0.1,-78.79630405576765,31.75255337856047,0,113.66473662058682,110.54885743432811
PPI,100,20,0.2,11,0.1,-120.53616723088048,65.12126130418726,0,117.85031424532984,185.65742853506774
PPI,100,20,0.2,12,0.1,-187.82976436307075,112.28370207911689,1,127.91589242396016,300.11346644218764
PPI,100,20,0.2,13,0.1,-158.4588668125877,-53.132314038433535,0,195.93845170749387,105.32655277415417
PPI,100,20,0.2,14,0.1,-81.53172241049457,29.03736152784025,0,116.39004172331039,110.56908393833481
PPI,100,20,0.2,15,0.1,-80.93201095732432,29.309280615584242,0,115.95422645285328,110.24129157290857
PPI,100,20,0.2,16,0.1,-82.81186001485443,27.87089642332497,0,117.61334307774796,110.68275643817941
PPI,100,20,0.2,17,0.1,-209.0740310650734,186.12255224249705,1,101.6186006932714,395.19658330757045
PPI,100,20,0.2,18,0.1,-81.72907589294417,28.697696394849277,0,116.65855103103067,110.42677228779344
