method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
PPI,1000,0.4184283142822491,0.5229868145164812,0,0.0,0.01,True,0.0010292750264472043,,0.10455850023423213
Tuned PPI,1000,0.42023766418759106,0.5245339221577309,0,0.0,0.01,True,0.0009214717292577654,0.9802247683579521,0.1042962579701398
Classical,1000,0.07095399460667673,1.0401915124423295,0,0.0,0.01,True,0.003073510566462985,,0.9692375178356528
PPI,1000,0.4200365109183972,0.5245725091218542,1,0.0,0.01,True,0.0009482960855493645,,0.10453599820345694
Tuned PPI,1000,0.41699054191328905,0.5240584998292768,1,0.0,0.01,True,0.0010112359814507452,0.963962121596239,0.10706795791598772
Classical,1000,-0.07392345510943643,0.9197481278082563,1,0.0,0.01,True,0.0039178907162032905,,0.9936715829176928
PPI,1000,0.4237797075507654,0.528270650615116,2,0.0,0.01,True,0.0007896368755620749,,0.10449094306435064
Tuned PPI,1000,0.4237797075507654,0.528270650615116,2,0.0,0.01,True,0.0007896368755620749,1.0,0.10449094306435064
Classical,1000,-0.5775518827477166,0.4770675179866153,2,0.0,0.01,False,0.19465219869067193,,1.054619400734332
PPI,1000,0.4205481149869803,0.5250599972085271,3,0.0,0.01,True,0.0008986156644801088,,0.10451188222154684
Tuned PPI,1000,0.4205481149869803,0.5250599972085271,3,0.0,0.01,True,0.0008986156644801088,1.0,0.10451188222154684
Classical,1000,-0.2475643434696016,0.8186537455671923,3,0.0,0.01,True,0.036527903574242626,,1.0662180890367938
PPI,1000,0.41820321045691555,0.5226691800298426,4,0.0,0.01,True,0.00113966707310119,,0.10446596957292709
Tuned PPI,1000,0.41820321045691555,0.5226691800298426,4,0.0,0.01,True,0.00113966707310119,1.0,0.10446596957292709
Classical,1000,-0.0173704485585634,1.0236439529353594,4,0.0,0.01,True,0.06387851530757097,,1.0410144014939227
PPI,1000,0.4173109904341616,0.5217565976134816,5,0.0,0.01,True,0.0010070902169082641,,0.10444560717932
Tuned PPI,1000,0.4173109904341616,0.5217565976134816,5,0.0,0.01,True,0.0010070902169082641,1.0,0.10444560717932
Classical,1000,0.007582115018758495,1.1258797454928702,5,0.0,0.01,True,0.0042688341553435705,,1.1182976304741117
PPI,1000,0.42500598952260094,0.5295369003368315,6,0.0,0.01,True,0.0009647177369052593,,0.1045309108142306
Tuned PPI,1000,0.3870240498829985,0.49939245479688227,6,0.0,0.01,False,0.0017441689803343614,0.947156971738223,0.11236840491388378
Classical,1000,-0.6813905804064551,0.34671164819196854,6,0.0,0.01,False,0.28994508023398485,,1.0281022285984236
PPI,1000,0.42074076732897003,0.5252582814010132,7,0.0,0.01,True,0.001093488893911817,,0.10451751407204313
Tuned PPI,1000,0.42074076732897003,0.5252582814010132,7,0.0,0.01,True,0.001093488893911817,1.0,0.10451751407204313
Classical,1000,-0.23660451921171838,0.764529514050067,7,0.0,0.01,True,0.11251411218474602,,1.0011340332617853
PPI,1000,0.4117494368338686,0.5162648435984909,8,0.0,0.01,True,0.0012662684233461466,,0.10451540676462229
Tuned PPI,1000,0.41595358648871256,0.5200582914706259,8,0.0,0.01,True,0.001106662969285157,0.9946626436334759,0.10410470498191332
Classical,1000,0.6977343427232617,1.7286991883215848,8,0.0,0.01,False,0.25858588628392704,,1.030964845598323
PPI,1000,0.4167280829415681,0.5211259337025322,9,0.0,0.01,True,0.0010726936477699449,,0.10439785076096414
Tuned PPI,1000,0.4167280829415681,0.5211259337025322,9,0.0,0.01,True,0.0010726936477699449,1.0,0.10439785076096414
Classical,1000,0.16228514667715987,1.3074309581533812,9,0.0,0.01,True,0.027601144251361773,,1.1451458114762212
PPI,2000,0.4262978134263617,0.5312723625481012,0,0.0,0.01,True,0.0006984283408313031,,0.10497454912173948
Tuned PPI,2000,0.4212724704377148,0.5252881751893063,0,0.0,0.01,True,0.000904971190151782,0.9849375620947114,0.10401570475159144
Classical,2000,-0.2502660762168509,0.4769100623760279,0,0.0,0.01,False,0.09203209812438957,,0.7271761385928788
PPI,2000,0.4203312376760741,0.525367312965654,1,0.0,0.01,True,0.0010332023259706413,,0.10503607528957987
Tuned PPI,2000,0.4189185724205817,0.5229760143245491,1,0.0,0.01,True,0.0009626458650270906,0.9743066220541875,0.10405744190396737
Classical,2000,0.027672895330279168,0.7699733476460243,1,0.0,0.01,True,0.010396947556783123,,0.7423004523157452
PPI,2000,0.41482487670309276,0.5198469820482438,2,0.0,0.01,True,0.0013059918387409337,,0.105022105345151
Tuned PPI,2000,0.41878598484127877,0.5227617531280198,2,0.0,0.01,True,0.0009916255415659734,0.9796064381290996,0.10397576828674099
Classical,2000,0.2598627255932561,1.0119684416442118,2,0.0,0.01,True,0.038143820554047976,,0.7521057160509557
PPI,2000,0.4214141119617523,0.5263696396691393,3,0.0,0.01,True,0.0006887757441464883,,0.10495552770738698
Tuned PPI,2000,0.4214141119617523,0.5263696396691393,3,0.0,0.01,True,0.0006887757441464883,1.0,0.10495552770738698
Classical,2000,-0.03471936673369275,0.7170705977479657,3,0.0,0.01,True,0.09272369336445604,,0.7517899644816584
PPI,2000,0.4166424136245952,0.5216899580734415,4,0.0,0.01,True,0.0010261520708045881,,0.10504754444884634
Tuned PPI,2000,0.4209795526822242,0.529019628398873,4,0.0,0.01,True,0.0009703526401309428,0.9397793765173693,0.10804007571664875
Classical,2000,0.2124917587300611,0.9195750632003844,4,0.0,0.01,True,0.005739665675387747,,0.7070833044703233
PPI,2000,0.4234177003337317,0.5285307309253942,5,0.0,0.01,True,0.0009269486037219987,,0.10511303059166244
Tuned PPI,2000,0.42138622364466094,0.5256794950985421,5,0.0,0.01,True,0.0009562813605000454,0.9898514435714977,0.10429327145388112
Classical,2000,-0.13057650686489392,0.6014010905776368,5,0.0,0.01,True,0.03648899801964544,,0.7319775974425307
PPI,2000,0.4178296303704668,0.5228756739827313,6,0.0,0.01,True,0.001050729008666918,,0.1050460436122645
Tuned PPI,2000,0.41909987869219195,0.5230825415933646,6,0.0,0.01,True,0.0010033676331263517,0.9818691617952964,0.1039826629011727
Classical,2000,0.14117541660454236,0.880999697124344,6,0.0,0.01,True,7.990711021457284e-05,,0.7398242805198016
PPI,2000,0.41948328723687917,0.524446650390606,7,0.0,0.01,True,0.0011084254566251165,,0.10496336315372684
Tuned PPI,2000,0.4191669636929505,0.5231590709647189,7,0.0,0.01,True,0.0009853570997337294,0.978008812574246,0.10399210727176844
Classical,2000,0.05004826093004966,0.8209477810071317,7,0.0,0.01,True,0.01296058994859817,,0.7708995200770821
PPI,2000,0.4237160004419157,0.5287066394375715,8,0.0,0.01,True,0.0009729306075054651,,0.10499063899565575
Tuned PPI,2000,0.4237160004419157,0.5287066394375715,8,0.0,0.01,True,0.0009729306075054651,1.0,0.10499063899565575
Classical,2000,-0.16048240891167098,0.5951185717184253,8,0.0,0.01,True,0.04945413790434029,,0.7556009806300963
PPI,2000,0.4211460726335397,0.5261711784609067,9,0.0,0.01,True,0.0009367644440966565,,0.10502510582736696
Tuned PPI,2000,0.41786198003704844,0.5223172722570235,9,0.0,0.01,True,0.0010218308929998568,0.9664435157732775,0.10445529221997507
Classical,2000,0.012284377606020913,0.7223169419818103,9,0.0,0.01,True,0.009024447176413927,,0.7100325643757894
PPI,3000,0.41148879969619984,0.5169755509923908,0,0.0,0.01,True,0.0014712966339368565,,0.10548675129619095
Tuned PPI,3000,0.41439847052729356,0.5189756760946388,0,0.0,0.01,True,0.0012884311971870736,0.989495165207477,0.10457720556734523
Classical,3000,0.3914676650352627,1.0043810881987476,0,0.0,0.01,True,0.03866055078789468,,0.612913423163485
PPI,3000,0.43226294860356,0.5379082343826854,1,0.0,0.01,True,0.000643981857941667,,0.10564528577912541
Tuned PPI,3000,0.4042998943727631,0.5096431162538738,1,0.0,0.01,True,0.0015402767920585487,0.9398344304945631,0.10534322188111073
Classical,3000,-0.27458408841302717,0.31019796857963056,1,0.0,0.01,False,0.11890509064220384,,0.5847820569926577
