method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,10,100,0,1.0,0.8393505542157024,0.04473453659821876,0.0026494067837572162,0.004850209737891044,0.0010698298359820796
Classical,10,100,0,1.0,,0.04473453659821876,0.020426627905931527,0.06640450200550381,0.0006988392974142791
PPI,10,100,1,1.0,0.7595324088174613,0.04473453659821876,0.002569432640324492,0.008151517995860598,3.134285818504712e-05
Classical,10,100,1,1.0,,0.04473453659821876,0.014975294929970361,0.04626685667346426,2.539315815962882e-05
PPI,10,100,2,1.0,0.7518684982375057,0.04473453659821876,0.0036199236595419377,0.01014204396174554,7.926754440807173e-07
Classical,10,100,2,1.0,,0.04473453659821876,0.02560355770052395,0.10291439741244933,3.0470698299870324e-07
PPI,10,100,3,1.0,0.713839046384365,0.04473453659821876,0.0018569067944191546,0.006304516155615078,1.8349271453592516e-06
Classical,10,100,3,1.0,,0.04473453659821876,0.011028175668506921,0.045613331013507244,8.490670047390985e-07
PPI,10,100,4,1.0,0.9691415578873677,0.04473453659821876,0.002081602191009827,0.006499582026056963,0.0006253084285758326
Classical,10,100,4,1.0,,0.04473453659821876,0.014809342473422771,0.04940353169586755,5.419762621209544e-05
PPI,10,100,5,1.0,0.7962731119071087,0.04473453659821876,0.00230895117868729,0.005169585367324308,0.0006547225151447404
Classical,10,100,5,1.0,,0.04473453659821876,0.009493915990975115,0.06595618180346785,2.1510398839129037e-05
PPI,10,100,6,1.0,0.5541843983742288,0.04473453659821876,0.0031110484283824466,0.008535253292598952,1.7735423681572083e-06
Classical,10,100,6,1.0,,0.04473453659821876,0.00589842756991593,0.019841367321914893,0.0008445391290057436
PPI,10,100,7,1.0,1.0,0.04473453659821876,0.002173308297958502,0.007638637424362662,7.626754364130036e-05
Classical,10,100,7,1.0,,0.04473453659821876,0.007758482918472765,0.05174035981257904,1.1232550638880357e-05
PPI,10,100,8,1.0,0.9335304831354948,0.04473453659821876,0.00233034109270771,0.004617793676433926,0.0003535740704548352
Classical,10,100,8,1.0,,0.04473453659821876,0.009721616312295676,0.02588274254809551,0.0001344832350840542
PPI,10,100,9,1.0,0.8055384927864002,0.04473453659821876,0.0017355592277049432,0.0033075135985447843,0.00048015539090854497
Classical,10,100,9,1.0,,0.04473453659821876,0.0037031027457561593,0.016569065996464495,1.635501754420395e-05
PPI,10,100,10,1.0,0.9806050749018309,0.04473453659821876,0.0020252211101496904,0.005007165615415398,0.00033212277660351534
Classical,10,100,10,1.0,,0.04473453659821876,0.009094121328618452,0.023281607807556868,4.304854758492375e-05
PPI,10,100,11,1.0,0.8785363928555284,0.04473453659821876,0.0021116326464356737,0.003840097824352097,0.0006446251926815523
Classical,10,100,11,1.0,,0.04473453659821876,0.015211281749211112,0.050256129226996314,0.0003546997275953207
PPI,10,100,12,1.0,0.8516842515343594,0.04473453659821876,0.0016698417645228457,0.0045225885065638466,0.00019962556441321402
Classical,10,100,12,1.0,,0.04473453659821876,0.011222411382187436,0.050818994033098946,2.0337041400779928e-05
PPI,10,100,13,1.0,0.8531013127098834,0.04473453659821876,0.0018884757768765502,0.006594894318503486,0.00018590937529070888
Classical,10,100,13,1.0,,0.04473453659821876,0.007150243423681812,0.028895890031591317,5.8946010135947845e-06
PPI,10,100,14,1.0,0.9632749764823941,0.04473453659821876,0.0021560614496001274,0.004322713166786396,0.000879721261749195
Classical,10,100,14,1.0,,0.04473453659821876,0.004661217387104986,0.020366788168034982,5.0283844547647094e-05
PPI,10,100,15,1.0,0.8307817983452903,0.04473453659821876,0.0016237723032599047,0.004394894463963933,1.637755847184489e-05
Classical,10,100,15,1.0,,0.04473453659821876,0.006640676110131767,0.019351130857447017,6.430568298929269e-05
PPI,10,100,16,1.0,0.7285663221998911,0.04473453659821876,0.002745402908937035,0.0074158565665579405,0.0007651421997560341
Classical,10,100,16,1.0,,0.04473453659821876,0.007168294327523898,0.02644420945119822,0.0001255692927982644
PPI,10,100,17,1.0,0.9343895306725619,0.04473453659821876,0.002162204609419568,0.0037491038865322948,0.000591313870651075
Classical,10,100,17,1.0,,0.04473453659821876,0.008151698518675348,0.03979481489845654,0.00020454502335145438
PPI,10,100,18,1.0,0.9702533705485876,0.04473453659821876,0.0020360172747062584,0.0059762702166539314,0.0002608998798073566
Classical,10,100,18,1.0,,0.04473453659821876,0.01114187698498554,0.03880023062555454,7.597138941093583e-06
PPI,10,100,19,1.0,1.0,0.04473453659821876,0.0013114144126480868,0.0036170162854426854,0.00018997418026088262
Classical,10,100,19,1.0,,0.04473453659821876,0.01636727041841301,0.10356136315431076,3.5423429064461576e-06
PPI,50,100,0,1.0,0.78021305492391,0.029236030518436703,0.0021934749373920264,0.012050651868531173,8.395351640768314e-07
Classical,50,100,0,1.0,,0.029236030518436703,0.0139033561300673,0.08245641457997448,3.778533365584671e-05
PPI,50,100,1,1.0,0.9869266075495456,0.029236030518436703,0.001732141208880328,0.011743853140211502,3.2528959767214756e-06
Classical,50,100,1,1.0,,0.029236030518436703,0.024195739641614103,0.11900331564714882,1.7076993170025286e-05
