method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
Tuned PPI,1000,0.031333120153136274,1.1266700056669139,7,0.0,0.01,True,0.21725374605999503,0.6064059807692675,1.0953368855137775
Classical,1000,0.09825285079291363,1.059515170470655,7,0.0,0.01,True,0.2172778120612858,,0.9612623196777412
PPI,1000,0.03889276397797181,1.0440752914964344,8,0.0,0.01,True,0.19325816229834528,,1.0051825275184627
Tuned PPI,1000,0.038032185597166035,1.044787255137603,8,0.0,0.01,True,0.19331353850396404,0.04348946297201362,1.006755069540437
Classical,1000,0.04650367875993783,1.036309004939789,8,0.0,0.01,True,0.19331605662449053,,0.9898053261798512
PPI,1000,-0.47342118576519887,0.5023256084759009,9,0.0,0.01,True,0.12013335260954243,,0.9757467942410998
Tuned PPI,1000,-0.47342118576519887,0.5023256084759009,9,0.0,0.01,True,0.12013335260954243,1.0,0.9757467942410998
Classical,1000,-0.46298658567941503,0.49084091023185766,9,0.0,0.01,False,0.12036271625323115,,0.9538274959112727
PPI,2000,0.1705335122486909,0.9349670292253465,0,0.0,0.01,True,0.09258262231340518,,0.7644335169766556
Tuned PPI,2000,0.17027072975985108,0.9350552033955255,0,0.0,0.01,True,0.09256935068604848,0.2821309627869216,0.7647844736356744
Classical,2000,0.1764218020653459,0.9288355079700745,0,0.0,0.01,True,0.0925641369798666,,0.7524137059047287
PPI,2000,0.5077036798064185,1.2494403949252877,1,0.0,0.01,False,0.08053064114482898,,0.7417367151188692
Tuned PPI,2000,0.5158540329288255,1.2421341294461992,1,0.0,0.01,False,0.0806883982026648,0.0,0.7262800965173737
Classical,2000,0.5159448292918543,1.2420433330831704,1,0.0,0.01,False,0.0806883982026648,,0.7260985037913161
PPI,2000,0.007716630900061694,0.7359469423888686,2,0.0,0.01,True,0.01547719393873112,,0.7282303114888069
Tuned PPI,2000,0.007716630900061694,0.7359469423888686,2,0.0,0.01,True,0.01547719393873112,1.0,0.7282303114888069
Classical,2000,0.009258005416498738,0.7341333306321463,2,0.0,0.01,True,0.015526449738481229,,0.7248753252156475
PPI,2000,0.5149326528096334,1.220926152151201,3,0.0,0.01,False,0.07626152031787362,,0.7059934993415675
Tuned PPI,2000,0.5149326528096334,1.220926152151201,3,0.0,0.01,False,0.07626152031787362,1.0,0.7059934993415675
Classical,2000,0.5075486357972279,1.228643619764648,3,0.0,0.01,False,0.07629337671832122,,0.7210949839674201
PPI,2000,-0.2561842044507245,0.48320053143564173,4,0.0,0.01,False,0.08365188894920396,,0.7393847358863662
Tuned PPI,2000,-0.2561883150703246,0.48342181818493535,4,0.0,0.01,False,0.08361467352277252,0.5855847517363403,0.7396101332552599
Classical,2000,-0.2538199718839812,0.48136035325782944,4,0.0,0.01,False,0.08356210893285654,,0.7351803251418106
PPI,2000,0.2189890273337614,0.9582910658619979,5,0.0,0.01,True,0.004330125386936423,,0.7393020385282365
Tuned PPI,2000,0.22213326586484788,0.9555310346283699,5,0.0,0.01,True,0.00434091452025866,0.0,0.733397768763522
Classical,2000,0.22222495204814863,0.9554393484450691,5,0.0,0.01,True,0.004340914520258661,,0.7332143963969204
PPI,2000,0.2848388361542512,0.9818477681254857,6,0.0,0.01,True,0.011316298952430378,,0.6970089319712345
Tuned PPI,2000,0.28474447843091066,0.9819365824795289,6,0.0,0.01,True,0.011323582846651123,0.1841688147305329,0.6971921040486182
Classical,2000,0.2665375962974761,1.0001422132318305,6,0.0,0.01,True,0.011325228809088317,,0.7336046169343544
PPI,2000,0.43683721938076564,1.1931168203676514,7,0.0,0.01,True,0.05418613614328703,,0.7562796009868857
Tuned PPI,2000,0.42742214656346333,1.2029022795799786,7,0.0,0.01,True,0.05424819747751866,0.0,0.7754801330165153
Classical,2000,0.4275190936999973,1.2028053324434447,7,0.0,0.01,True,0.05424819747751866,,0.7752862387434474
PPI,2000,0.04654462967726891,0.748676660708627,8,0.0,0.01,True,0.04964442134598573,,0.7021320310313581
Tuned PPI,2000,0.021769076820058464,0.7729779547070539,8,0.0,0.01,True,0.04959883962683244,0.0,0.7512088778869954
Classical,2000,0.021862989670367483,0.7728840418567449,8,0.0,0.01,True,0.04959883962683244,,0.7510210521863774
PPI,2000,0.11518984266090537,0.8962004777805118,9,0.0,0.01,True,0.02067731426450319,,0.7810106351196064
Tuned PPI,2000,0.11511123635568304,0.896029843101328,9,0.0,0.01,True,0.020657264482430014,0.4826877993635699,0.7809186067456451
Classical,2000,0.11766201127901438,0.8932465092278572,9,0.0,0.01,True,0.020638578838720074,,0.7755844979488429
PPI,3000,0.08515283973199622,0.7288898970809943,0,0.0,0.01,True,0.033487867912185734,,0.643737057348998
Tuned PPI,3000,0.08527622555864406,0.7288300149232894,0,0.0,0.01,True,0.033495661455895984,0.5280111626686343,0.6435537893646452
Classical,3000,0.10334367798400862,0.7108336036824199,0,0.0,0.01,True,0.033504383587972156,,0.6074899256984112
PPI,3000,0.22294862615764083,0.825493311889713,1,0.0,0.01,True,0.000496641472386862,,0.6025446857320722
Tuned PPI,3000,0.22390583047427737,0.8242754143891218,1,0.0,0.01,True,0.0004990833048599419,0.0,0.6003695839148444
Classical,3000,0.2239558654428654,0.8242253794205338,1,0.0,0.01,True,0.0004990833048599419,,0.6002695139776684
PPI,3000,0.3250272729630222,0.9256861270211811,2,0.0,0.01,True,0.051790573964714634,,0.600658854058159
Tuned PPI,3000,0.31676162833469695,0.9337235355174873,2,0.0,0.01,True,0.05186054883580277,0.0,0.6169619071827903
Classical,3000,0.3168130461121332,0.9336721177400511,2,0.0,0.01,True,0.051860548835802794,,0.6168590716279179
PPI,3000,0.4620485331534323,1.0601731610449243,3,0.0,0.01,True,0.03857351243648781,,0.598124627891492
Tuned PPI,3000,0.4673268412325277,1.0555652536956301,3,0.0,0.01,True,0.03864153215940894,0.0,0.5882384124631024
Classical,3000,0.4673758651859032,1.0555162297422547,3,0.0,0.01,True,0.03864153215940894,,0.5881403645563514
PPI,3000,0.5068751874159085,1.1238511476212294,4,0.0,0.01,False,0.08385458762076195,,0.6169759602053209
Tuned PPI,3000,0.5156023558265446,1.1152934108305352,4,0.0,0.01,False,0.08390338900483665,0.0,0.5996910550039907
Classical,3000,0.515652334246343,1.1152434324107368,4,0.0,0.01,False,0.08390338900483665,,0.5995910981643937
PPI,3000,-0.0813861019153555,0.5328757171610239,5,0.0,0.01,True,0.07451089400158949,,0.6142618190763793
Tuned PPI,3000,-0.0793230649159779,0.5305094776330352,5,0.0,0.01,True,0.07454425592149654,0.0,0.6098325425490132
Classical,3000,-0.07927224130177807,0.5304586540188354,5,0.0,0.01,True,0.07454425592149654,,0.6097308953206135
PPI,3000,0.40664560195229976,1.0164258427431834,6,0.0,0.01,True,0.026255950641400825,,0.6097802407908837
Tuned PPI,3000,0.4067616844452823,1.0161694251193254,6,0.0,0.01,True,0.02624456612034159,0.20839580230230612,0.609407740674043
Classical,3000,0.41799983721380274,1.0048943280644123,6,0.0,0.01,True,0.026241570133271035,,0.5868944908506095
PPI,3000,-0.10109319525735644,0.4978930023185691,7,0.0,0.01,False,0.18550908578548,,0.5989861975759255
Tuned PPI,3000,-0.101366202624538,0.4977434320540163,7,0.0,0.01,False,0.18561596835418287,0.11230289242785206,0.5991096346785543
Classical,3000,-0.09818316574028402,0.4945069347158371,7,0.0,0.01,False,0.18562949376235544,,0.5926901004561211
PPI,3000,0.3476665277542109,0.9544757463058547,8,0.0,0.01,True,0.048517473763441066,,0.6068092185516438
Tuned PPI,3000,0.3477952283528488,0.9544893248208272,8,0.0,0.01,True,0.0485448748551688,0.7439484677240913,0.6066940964679783
Classical,3000,0.34488295288916404,0.9578149871040272,8,0.0,0.01,True,0.048624537642155276,,0.6129320342148632
PPI,3000,0.3862861044932862,0.9944436919563535,9,0.0,0.01,True,0.025211948165252917,,0.6081575874630674
Tuned PPI,3000,0.3863326445442342,0.9942631788691753,9,0.0,0.01,True,0.02519368572962164,0.16303790926031492,0.607930534324941
Classical,3000,0.3850328259110855,0.9955368999239915,9,0.0,0.01,True,0.02519012902907746,,0.610504074012906
PPI,4000,0.13806220409255615,0.6540918864210872,0,0.0,0.01,True,0.014813423592836633,,0.5160296823285311
Tuned PPI,4000,0.13806220409255615,0.6540918864210872,0,0.0,0.01,True,0.014813423592836633,1.0,0.5160296823285311
Classical,4000,0.1407790871764114,0.6515537074945972,0,0.0,0.01,True,0.014843268051475716,,0.5107746203181858
PPI,4000,0.2798804966185448,0.8206174260083849,1,0.0,0.01,True,0.0013512094722496013,,0.5407369293898401
Tuned PPI,4000,0.2798804966185448,0.8206174260083849,1,0.0,0.01,True,0.0013512094722496013,1.0,0.5407369293898401
Classical,4000,0.283181132826773,0.8171054659518875,1,0.0,0.01,True,0.0013471524347464492,,0.5339243331251144
PPI,4000,0.26653937936456534,0.7993968322334308,2,0.0,0.01,True,0.01999942121222814,,0.5328574528688654
Tuned PPI,4000,0.26667848490105467,0.7994993483558368,2,0.0,0.01,True,0.01999522733198232,0.17892066860531328,0.5328208634547822
Classical,4000,0.26552434312727885,0.800706141690924,2,0.0,0.01,True,0.019994315612461195,,0.5351817985636451
PPI,4000,0.008231972513631391,0.5389950598226273,3,0.0,0.01,True,0.033427325305211225,,0.5307630873089959
Tuned PPI,4000,0.008324778573244596,0.5390044542943209,3,0.0,0.01,True,0.03342929029736917,0.2900252004983877,0.5306796757210763
Classical,4000,0.006100589237447551,0.5412703926183977,3,0.0,0.01,True,0.033430097122460464,,0.5351698033809502
PPI,4000,0.41615626667383243,0.9419393512418383,4,0.0,0.01,True,0.022995978482993836,,0.5257830845680058
Tuned PPI,4000,0.42469584054990644,0.9336574567590468,4,0.0,0.01,True,0.023014579984083097,0.0,0.5089616162091404
Classical,4000,0.42472765263929907,0.933625644669654,4,0.0,0.01,True,0.023014579984083097,,0.5088979920303549
PPI,4000,0.4176900224611616,0.9231384126908092,5,0.0,0.01,True,0.01479880129091448,,0.5054483902296476
Tuned PPI,4000,0.4097336860098823,0.9310142921589721,5,0.0,0.01,True,0.014794587502930568,0.0,0.5212806061490898
Classical,4000,0.4097662680842737,0.9309817100845807,5,0.0,0.01,True,0.014794587502930568,,0.521215442000307
PPI,4000,0.30365554294288244,0.8271253489103485,6,0.0,0.01,True,0.009056724275824941,,0.5234698059674661
Tuned PPI,4000,0.3098802056565394,0.820355757487295,6,0.0,0.01,True,0.009033062331606063,0.0,0.5104755518307555
Classical,4000,0.3099121123728228,0.8203238507710116,6,0.0,0.01,True,0.009033062331606063,,0.5104117383981888
PPI,4000,0.3087066686717456,0.8206057077976661,7,0.0,0.01,True,0.008336425888177044,,0.5118990391259204
Tuned PPI,4000,0.3005304307315519,0.8293367097111577,7,0.0,0.01,True,0.008349246078563612,0.0,0.5288062789796057
Classical,4000,0.30056348318989606,0.8293036572528136,7,0.0,0.01,True,0.008349246078563612,,0.5287401740629176
PPI,4000,0.2321527420730481,0.7458295550000755,8,0.0,0.01,True,6.06192245797256e-05,,0.5136768129270275
Tuned PPI,4000,0.23448216641670688,0.7437228823072677,8,0.0,0.01,True,5.9380164220527046e-05,0.0,0.5092407158905607
Classical,4000,0.23451399595091948,0.7436910527730551,8,0.0,0.01,True,5.9380164220527046e-05,,0.5091770568221357
PPI,4000,0.1637436226260227,0.6915217341122517,9,0.0,0.01,True,0.003139209407487729,,0.527778111486229
Tuned PPI,4000,0.16374139841640445,0.6915336207916887,9,0.0,0.01,True,0.003138141980466835,0.9219434172499599,0.5277922223752842
Classical,4000,0.15825711803717774,0.6971320267209906,9,0.0,0.01,True,0.0031255735916612573,,0.5388749086838129
PPI,5000,0.1452161951710942,0.6071799089500305,0,0.0,0.01,True,0.008264151305636463,,0.4619637137789363
Tuned PPI,5000,0.14911169795992332,0.6030714155226456,0,0.0,0.01,True,0.008275254509436699,0.0,0.45395971756272235
Classical,5000,0.14913439708081397,0.603048716401755,0,0.0,0.01,True,0.008275254509436699,,0.45391431932094095
PPI,5000,0.3329974695804191,0.7998464260990524,1,0.0,0.01,True,0.003289083512405062,,0.46684895651863334
Tuned PPI,5000,0.3312231589837996,0.8015023397786084,1,0.0,0.01,True,0.0032919496093098076,0.0,0.4702791807948088
Classical,5000,0.3312466741186542,0.8014788246437539,1,0.0,0.01,True,0.0032919496093098076,,0.47023215052509965
PPI,5000,0.26104876835502844,0.7217393956222756,2,0.0,0.01,True,0.005102767606751503,,0.4606906272672472
Tuned PPI,5000,0.2611119787105147,0.7218045378500796,2,0.0,0.01,True,0.005104985285849506,0.5683081802131824,0.46069255913956486
Classical,5000,0.2643704623567783,0.7187150261872802,2,0.0,0.01,True,0.005107912220597083,,0.4543445638305019
PPI,5000,0.2653016557224788,0.7388252900407362,3,0.0,0.01,True,0.009596504080132622,,0.47352363431825734
Tuned PPI,5000,0.2618397172679299,0.7422668591155561,3,0.0,0.01,True,0.009551848632990701,0.0,0.48042714184762625
Classical,5000,0.26186373982621003,0.742242836557276,3,0.0,0.01,True,0.009551848632990701,,0.48037909673106594
PPI,5000,0.13803582574144552,0.6038477723155626,4,0.0,0.01,True,0.009445464421157419,,0.4658119465741171
Tuned PPI,5000,0.13900558241773184,0.60285030059056,4,0.0,0.01,True,0.009457824223468816,0.0,0.46384471817282813
Classical,5000,0.13902877581336895,0.6028271071949229,4,0.0,0.01,True,0.009457824223468816,,0.463798331381554
PPI,5000,0.317174839259485,0.7856341161319323,5,0.0,0.01,True,0.0022532180435032344,,0.46845927687244737
Tuned PPI,5000,0.3130035422144264,0.7898078508311643,5,0.0,0.01,True,0.0022579078241185923,0.0,0.47680430861673795
Classical,5000,0.31302738362198823,0.7897840094236025,5,0.0,0.01,True,0.0022579078241185923,,0.47675662580161426
PPI,5000,0.12957381735092408,0.5906331375927856,6,0.0,0.01,True,0.011683286822375174,,0.46105932024186147
Tuned PPI,5000,0.12503229949928246,0.5952066332170052,6,0.0,0.01,True,0.011683023133346628,0.0,0.4701743337177227
Classical,5000,0.12505580939152194,0.5951831233247658,6,0.0,0.01,True,0.011683023133346628,,0.4701273139332438
PPI,5000,0.2591523014450937,0.712268939199426,7,0.0,0.01,True,0.01486391757810135,,0.4531166377543323
Tuned PPI,5000,0.25900795195187887,0.7119855351603084,7,0.0,0.01,True,0.014870457954411715,0.12312965378040051,0.4529775832084295
Classical,5000,0.25346684770339933,0.7174665744920453,7,0.0,0.01,True,0.014871380045556467,,0.463999726788646
PPI,5000,0.29793609899983603,0.7540111741691196,8,0.0,0.01,True,0.00880130303738096,,0.45607507516928353
Tuned PPI,5000,0.29793609899983603,0.7540111741691196,8,0.0,0.01,True,0.00880130303738096,1.0,0.45607507516928353
Classical,5000,0.2992164264653737,0.7531478535208146,8,0.0,0.01,True,0.008831944918339097,,0.4539314270554409
PPI,5000,0.4937053160670978,0.9752689131053563,9,0.0,0.01,True,0.05499908858702206,,0.4815635970382586
Tuned PPI,5000,0.49770322642428416,0.9711932820435285,9,0.0,0.01,True,0.054988296340304915,0.0,0.47349005561924434
Classical,5000,0.4977269021109082,0.9711696063569045,9,0.0,0.01,True,0.054988296340304915,,0.4734427042459963
PPI,1000,0.09500272132259091,1.1443188112964746,0,0.0,0.1,True,0.1823424918608593,,1.0493160899738836
Tuned PPI,1000,0.08028303375830459,1.140434447519663,0,0.0,0.1,True,0.1801859298792231,0.0,1.0601514137613584
Classical,1000,0.08054813790435911,1.1401693433736086,0,0.0,0.1,True,0.1801859298792231,,1.0596212054692495
PPI,1000,-0.6689098546434471,0.3880230123813151,1,0.0,0.1,False,0.20584240890767663,,1.0569328670247622
Tuned PPI,1000,-0.6609904200555335,0.3668054542851428,1,0.0,0.1,False,0.21018718386906698,0.0,1.0277958743406763
Classical,1000,-0.6607334068175679,0.3665484410471771,1,0.0,0.1,False,0.21018718386906698,,1.027281847864745
PPI,1000,0.2883706894272642,1.3019268956678265,2,0.0,0.1,True,0.045080685799479464,,1.0135562062405623
Tuned PPI,1000,0.30047949020666587,1.2930615469000422,2,0.0,0.1,True,0.045765892055472684,0.0,0.9925820566933763
Classical,1000,0.3007276977882555,1.2928133393184527,2,0.0,0.1,True,0.045765892055472684,,0.9920856415301972
PPI,1000,-0.90331975257559,0.1448829495545348,3,0.0,0.1,False,0.4530960508027021,,1.0482027021301248
Tuned PPI,1000,-0.8991671721071566,0.14515716937738793,3,0.0,0.1,False,0.4499795537897999,0.46667481208655703,1.0443243414845444
Classical,1000,-0.8908666706211187,0.140730244915085,3,0.0,0.1,False,0.4472650986403044,,1.0315969155362037
PPI,1000,-0.5775693317921455,0.45022723573765705,4,0.0,0.1,False,0.18248553289196398,,1.0277965675298026
Tuned PPI,1000,-0.5855057788573057,0.4633252888909886,4,0.0,0.1,False,0.18132375261941575,0.0,1.0488310677482944
Classical,1000,-0.58524350550563,0.4630630155393129,4,0.0,0.1,False,0.18132375261941572,,1.048306521044943
PPI,1000,-0.14773733644209508,0.9035805260951211,5,0.0,0.1,True,0.011093073137976465,,1.0513178625372162
Tuned PPI,1000,-0.1388319089827234,0.8881456265373557,5,0.0,0.1,True,0.011533631262712426,0.0,1.0269775355200792
Classical,1000,-0.13857510038063497,0.8878888179352673,5,0.0,0.1,True,0.011533631262712426,,1.0264639183159023
PPI,1000,-0.1961805853654381,0.9183364664272615,6,0.0,0.1,True,0.1566328615637445,,1.1145170517926997
Tuned PPI,1000,-0.19784419504341355,0.9153636662328404,6,0.0,0.1,True,0.15433828532860738,0.2956929736343721,1.113207861276254
Classical,1000,-0.13416007722862172,0.8497330197439967,6,0.0,0.1,True,0.15338356164211722,,0.9838930969726185
PPI,1000,-0.33511881916378355,0.7820747508568946,7,0.0,0.1,True,0.03852516728547436,,1.117193570020678
Tuned PPI,1000,-0.3003038122626016,0.7504836730670057,7,0.0,0.1,True,0.03811538722485761,0.0,1.0507874853296073
Classical,1000,-0.30004104968419365,0.7502209104885977,7,0.0,0.1,True,0.03811538722485761,,1.0502619601727914
PPI,1000,0.27131423754728345,1.3524232003924956,8,0.0,0.1,True,0.08830420427371244,,1.0811089628452122
Tuned PPI,1000,0.2765222568341008,1.3497342177543736,8,0.0,0.1,True,0.08723443833329728,0.0,1.0732119609202728
Classical,1000,0.27679062693363643,1.349465847654838,8,0.0,0.1,True,0.08723443833329728,,1.0726752207212016
PPI,1000,-0.5509830329115657,0.4622411728047131,9,0.0,0.1,False,0.16364593637479602,,1.0132242057162788
Tuned PPI,1000,-0.5482032618189007,0.4610442242839604,9,0.0,0.1,False,0.16394678121559264,0.0,1.009247486102861
Classical,1000,-0.5479508868378486,0.4607918493029084,9,0.0,0.1,False,0.1639467812155926,,1.008742736140757
PPI,2000,0.3724534479273971,1.0770638066588383,0,0.0,0.1,True,0.05048716304374826,,0.7046103587314412
Tuned PPI,2000,0.36497372986648624,1.0903313581119756,0,0.0,0.1,True,0.05221443305694895,0.0,0.7253576282454893
Classical,2000,0.3650644109065638,1.0902406770718982,0,0.0,0.1,True,0.05221443305694898,,0.7251762661653345
PPI,2000,0.277477615431044,1.0679118907045355,1,0.0,0.1,True,0.019016276240959536,,0.7904342752734915
Tuned PPI,2000,0.2774742335810299,1.0677573825889608,1,0.0,0.1,True,0.019118639419513226,0.6043441613947411,0.790283149007931
Classical,2000,0.27159725315523275,1.0733931941262052,1,0.0,0.1,True,0.01927812574321524,,0.8017959409709724
PPI,2000,-0.14332272973364774,0.58533357020442,2,0.0,0.1,True,0.038946011095666005,,0.7286562999380677
Tuned PPI,2000,-0.16442173329373025,0.6030804983500043,2,0.0,0.1,True,0.03942211133149172,0.0,0.7675022316437345
Classical,2000,-0.16432578351955315,0.6029845485758272,2,0.0,0.1,True,0.03942211133149173,,0.7673103320953804
PPI,2000,0.1629253381203562,0.9192590413867787,3,0.0,0.1,True,0.07970789976438067,,0.7563337032664226
Tuned PPI,2000,0.17736551003575257,0.9062272860524565,3,0.0,0.1,True,0.07803816340528666,0.0,0.728861776016704
Classical,2000,0.17745662914906768,0.9061361669391413,3,0.0,0.1,True,0.07803816340528666,,0.7286795377900737
PPI,2000,0.02162999438307539,0.7502461386952961,4,0.0,0.1,True,0.0070555280935950425,,0.7286161443122208
Tuned PPI,2000,0.041821866458836454,0.7293441616474529,4,0.0,0.1,True,0.0071114264526381515,0.0,0.6875222951886164
Classical,2000,0.04190781749095712,0.7292582106153322,4,0.0,0.1,True,0.0071114264526381515,,0.6873503931243752
PPI,2000,0.11704457806494295,0.8318983092770185,5,0.0,0.1,True,0.042186360612448716,,0.7148537312120755
Tuned PPI,2000,0.11704457806494295,0.8318983092770185,5,0.0,0.1,True,0.042186360612448716,1.0,0.7148537312120755
Classical,2000,0.10749356321114129,0.8400332224014577,5,0.0,0.1,True,0.042216550451279033,,0.7325396591903164
PPI,2000,0.1915019540739928,0.9042551160414929,6,0.0,0.1,True,0.022927054087693913,,0.7127531619675
Tuned PPI,2000,0.18772447195786102,0.9013753177111246,6,0.0,0.1,True,0.022143298862303297,0.06077445921154417,0.7136508457532635
Classical,2000,0.1725012320116916,0.9161677850671288,6,0.0,0.1,True,0.022093284486538238,,0.7436665530554372
PPI,2000,0.1977930047328087,0.9079264486122023,7,0.0,0.1,True,0.09242579402582365,,0.7101334438793936
Tuned PPI,2000,0.1985066680177397,0.908600859640236,7,0.0,0.1,True,0.09229186169728565,0.4948605161384413,0.7100941916224963
Classical,2000,0.18864705187501624,0.9198203044894802,7,0.0,0.1,True,0.09216127744745968,,0.7311732526144639
PPI,2000,0.27320483332732853,1.0438414040564659,8,0.0,0.1,True,0.018559449655304962,,0.7706365707291374
Tuned PPI,2000,0.2814529135850507,1.0358228926545257,8,0.0,0.1,True,0.018282486760190536,0.0,0.7543699790694749
Classical,2000,0.2815472216224134,1.0357285846171629,8,0.0,0.1,True,0.018282486760190536,,0.7541813629947495
PPI,2000,0.1721217369105017,0.8873816890020678,9,0.0,0.1,True,0.0020156581948846983,,0.7152599520915661
Tuned PPI,2000,0.17457800443083865,0.8898293316988484,9,0.0,0.1,True,0.0018506331184449643,0.0,0.7152513272680097
Classical,2000,0.1746674220253447,0.8897399141043424,9,0.0,0.1,True,0.0018506331184449643,,0.7150724920789977
PPI,3000,0.2661858907572107,0.8576853662295301,0,0.0,0.1,True,0.005028522381057351,,0.5914994754723193
Tuned PPI,3000,0.2661858907572107,0.8576853662295301,0,0.0,0.1,True,0.005028522381057351,1.0,0.5914994754723193
Classical,3000,0.2667487173191704,0.8574886353249275,0,0.0,0.1,True,0.005042390163753472,,0.5907399180057571
PPI,3000,0.08556085192676233,0.6917832191031252,1,0.0,0.1,True,0.007018611599880633,,0.6062223671763629
Tuned PPI,3000,0.09203745130109564,0.6856968158905884,1,0.0,0.1,True,0.0069544924117195955,0.0,0.5936593645894928
Classical,3000,0.0920869270381332,0.6856473401535508,1,0.0,0.1,True,0.0069544924117195955,,0.5935604131154175
PPI,3000,0.02794656747730867,0.6295378543757433,2,0.0,0.1,True,0.014670874450939586,,0.6015912868984346
Tuned PPI,3000,0.02309781089714802,0.631111916338184,2,0.0,0.1,True,0.014953594788124483,0.0,0.608014105441036
Classical,3000,0.02314848296229194,0.6310612442730401,2,0.0,0.1,True,0.014953594788124483,,0.6079127613107482
PPI,3000,-0.10791605275406346,0.4964631467377971,3,0.0,0.1,False,0.06206383895461489,,0.6043791994918606
Tuned PPI,3000,-0.10886748630029816,0.49636112541411415,3,0.0,0.1,False,0.06164201429770789,0.0,0.6052286117144123
Classical,3000,-0.10881704637897813,0.4963106854927941,3,0.0,0.1,False,0.06164201429770789,,0.6051277318717723
PPI,3000,0.353339130749663,0.9570872009039322,4,0.0,0.1,True,0.02673845813131185,,0.6037480701542692
Tuned PPI,3000,0.3510969828119902,0.9600657488907874,4,0.0,0.1,True,0.026226056855236136,0.0,0.6089687660787972
Classical,3000,0.3511477344388189,0.9600149972639587,4,0.0,0.1,True,0.026226056855236136,,0.6088672628251397
PPI,3000,0.18114955391623372,0.7748285599629143,5,0.0,0.1,True,0.04416876232482122,,0.5936790060466806
Tuned PPI,3000,0.18854188671249011,0.7689913622919908,5,0.0,0.1,True,0.04342530369880817,0.0,0.5804494755795007
Classical,3000,0.1885902615336939,0.7689429874707872,5,0.0,0.1,True,0.04342530369880818,,0.5803527259370933
PPI,3000,0.3956455738161153,0.9788921288673809,6,0.0,0.1,True,0.01912972750093718,,0.5832465550512655
Tuned PPI,3000,0.3956455738161153,0.9788921288673809,6,0.0,0.1,True,0.01912972750093718,1.0,0.5832465550512655
Classical,3000,0.3805291182972997,0.9880820570412789,6,0.0,0.1,True,0.018530378090325504,,0.6075529387439793
PPI,3000,0.1142039195251629,0.6994255920535404,7,0.0,0.1,True,0.016869170193653894,,0.5852216725283774
Tuned PPI,3000,0.1136478727026643,0.6988492953792503,7,0.0,0.1,True,0.017010546753139826,0.5014772837793563,0.585201422676586
Classical,3000,0.10900166316020571,0.7023564504261002,7,0.0,0.1,True,0.017153398584978666,,0.5933547872658944
PPI,3000,-0.21292308315963843,0.3816013930344167,8,0.0,0.1,False,0.08759532761823437,,0.5945244761940551
Tuned PPI,3000,-0.21732387943708592,0.38629417767622026,8,0.0,0.1,False,0.08770065293384226,0.0,0.6036180571133062
