method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,10,0,1.0,0.9849735389152009,0.4622787064784254,0.023367970547698763,0.03060642838261988,0.016129512712777645
Classical,2,10,0,1.0,,0.4622787064784254,0.05038555341540121,0.0972055299514461,0.0035655768793563243
PPI,2,10,1,1.0,0.09275581286519842,0.4622787064784254,0.07494626198076017,0.1078041577844003,0.04208836617712002
Classical,2,10,1,1.0,,0.4622787064784254,0.10300128257778882,0.18249972571350578,0.023502839442071863
PPI,2,10,2,1.0,0.8470856195672051,0.4622787064784254,0.0414981516889729,0.08283693443231172,0.00015936894563407718
Classical,2,10,2,1.0,,0.4622787064784254,0.005604960749168907,0.006482309783607163,0.00472761171473065
PPI,2,10,3,1.0,0.2576483610416934,0.4622787064784254,0.09266384210722449,0.1746719342517005,0.010655749962748488
Classical,2,10,3,1.0,,0.4622787064784254,0.12361179509189743,0.19046607584543454,0.056757514338360335
PPI,2,10,4,1.0,0.37757996955081824,0.4622787064784254,0.4735147245181603,0.9118037123504448,0.03522573668587582
Classical,2,10,4,1.0,,0.4622787064784254,0.7609391583699009,1.2957735662302152,0.22610475050958656
PPI,2,10,5,1.0,0.30678469595029473,0.4622787064784254,0.37803826634704996,0.39262786261454474,0.36344867007955517
Classical,2,10,5,1.0,,0.4622787064784254,0.6303159930399853,0.6683092371143234,0.5923227489656473
PPI,2,10,6,1.0,1.0,0.4622787064784254,0.051772914944071116,0.10172642607541194,0.0018194038127302913
Classical,2,10,6,1.0,,0.4622787064784254,0.0425584950906651,0.05234313772893313,0.03277385245239708
PPI,2,10,7,1.0,1.0,0.4622787064784254,0.021072126478616043,0.039904429317197704,0.0022398236400343807
Classical,2,10,7,1.0,,0.4622787064784254,0.48869295740305335,0.9651604849014199,0.012225429904686773
PPI,2,10,8,1.0,0.6823007246973908,0.4622787064784254,0.1567094489117084,0.1840183373202635,0.1294005605031533
Classical,2,10,8,1.0,,0.4622787064784254,0.1500013134810891,0.299880797131133,0.00012182983104521726
PPI,2,10,9,1.0,0.37875734312786197,0.4622787064784254,0.2081570766235248,0.3413477997261733,0.07496635352087631
Classical,2,10,9,1.0,,0.4622787064784254,0.2708348763999628,0.528483960716796,0.013185792083129554
PPI,2,10,10,1.0,0.23433806687900985,0.4622787064784254,0.18210232021776332,0.26106736642270284,0.10313727401282378
Classical,2,10,10,1.0,,0.4622787064784254,0.23737075107241248,0.31950318586125964,0.15523831628356533
PPI,2,10,11,1.0,0.36349482693736596,0.4622787064784254,0.006300882399219417,0.011138608338356656,0.0014631564600821776
Classical,2,10,11,1.0,,0.4622787064784254,0.08006098233738973,0.08490143881484019,0.07522052585993926
PPI,2,10,12,1.0,0.4911763230778525,0.4622787064784254,0.14356222497897783,0.28711504768061813,9.402277337515814e-06
Classical,2,10,12,1.0,,0.4622787064784254,0.35662082251993293,0.7117537905176253,0.0014878545222405271
PPI,2,10,13,1.0,0.37158911650127247,0.4622787064784254,0.01814108459997943,0.0354350477066529,0.000847121493305959
Classical,2,10,13,1.0,,0.4622787064784254,0.10569766393049602,0.18282790642264993,0.028567421438342122
PPI,2,10,14,1.0,1.0,0.4622787064784254,0.08835383949970611,0.17645103143249122,0.00025664756692101267
Classical,2,10,14,1.0,,0.4622787064784254,0.019304581656250104,0.028613393357815677,0.009995769954684531
PPI,2,10,15,1.0,0.012637190016875114,0.4622787064784254,0.17194790766796336,0.33584715608983157,0.008048659246095168
Classical,2,10,15,1.0,,0.4622787064784254,0.17696744388609306,0.34518823248714414,0.008746655285041968
PPI,2,10,16,1.0,0.14523013867854873,0.4622787064784254,0.024110022735334937,0.048211862755528884,8.18271514098736e-06
Classical,2,10,16,1.0,,0.4622787064784254,0.03723021118193073,0.07257322002613566,0.0018872023377257937
PPI,2,10,17,1.0,0.43138396620575037,0.4622787064784254,0.03508958188307917,0.0581316082346481,0.012047555531510238
