method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
Classical,2000,0.34690035553543036,0.49219351125190086,6,0.0,0.1,False,0.0035247545282351416,,0.1452931557164705
PPI,2000,0.4554810567332317,0.5984639721192815,7,0.0,0.1,True,0.0007501027606134918,,0.1429829153860498
Tuned PPI,2000,0.4556825910530272,0.5986431549547907,7,0.0,0.1,True,0.0007651931382264409,0.83166793423943,0.14296056390176348
Classical,2000,0.4570022651306809,0.5992044668238801,7,0.0,0.1,True,0.0008421329772010605,,0.1422022016931992
PPI,2000,0.47989252691165474,0.6268559952026669,8,0.0,0.1,True,0.0014417236682029363,,0.14696346829101214
Tuned PPI,2000,0.4819349832272201,0.6284791107486138,8,0.0,0.1,True,0.001527740904416228,0.04520794570143995,0.14654412752139373
Classical,2000,0.4827604339010828,0.6278272193046738,8,0.0,0.1,True,0.0015321378577049679,,0.14506678540359097
PPI,2000,0.4217566564331111,0.5722094449970935,9,0.0,0.1,True,0.002347355691447776,,0.15045278856398236
Tuned PPI,2000,0.4299275084125062,0.5725801852725574,9,0.0,0.1,True,0.0022471743358796693,0.0,0.14265267686005118
Classical,2000,0.4299453422266192,0.5725623514584445,9,0.0,0.1,True,0.0022471743358796693,,0.1426170092318253
PPI,3000,0.45702685818391997,0.5728747355767275,0,0.0,0.1,True,0.0013500454453183733,,0.11584787739280755
Tuned PPI,3000,0.4561412685732734,0.5756213425846767,0,0.0,0.1,True,0.0013862732623349829,0.0,0.11948007401140326
Classical,3000,0.45615122607596886,0.5756113850819813,0,0.0,0.1,True,0.0013862732623349772,,0.11946015900601242
PPI,3000,0.42859341334708995,0.5548323905400615,1,0.0,0.1,True,0.0006934840399042363,,0.12623897719297156
Tuned PPI,3000,0.43059126033488265,0.5557941540307643,1,0.0,0.1,True,0.0005875724372244826,0.0,0.1252028936958816
Classical,3000,0.4306016947789669,0.5557837195866799,1,0.0,0.1,True,0.000587572437224483,,0.125182024807713
PPI,3000,0.49586067339898027,0.6100622211457584,2,0.0,0.1,True,0.0015240038708568945,,0.1142015477467781
Tuned PPI,3000,0.49260342331999174,0.6153385572682836,2,0.0,0.1,True,0.0015765575832025875,0.0,0.12273513394829183
Classical,3000,0.4926136521002901,0.6153283284879851,2,0.0,0.1,True,0.0015765575832025875,,0.12271467638769501
PPI,3000,0.4177744516242263,0.5357774275424289,3,0.0,0.1,True,0.000548724820287841,,0.11800297591820258
Tuned PPI,3000,0.4213183796437866,0.5369852226913147,3,0.0,0.1,True,0.0005249970875919607,0.0,0.11566684304752806
Classical,3000,0.4213280193507497,0.5369755829843516,3,0.0,0.1,True,0.0005249970875919607,,0.11564756363360185
PPI,3000,0.4777969548804448,0.5927252608188536,4,0.0,0.1,True,0.001425811573004631,,0.11492830593840875
Tuned PPI,3000,0.4750106729817356,0.5931524211161763,4,0.0,0.1,True,0.0014537905819582727,0.0,0.11814174813444067
Classical,3000,0.47502051894797914,0.5931425751499327,4,0.0,0.1,True,0.0014537905819582727,,0.1181220562019536
PPI,3000,0.3960440743393747,0.5194172985334599,5,0.0,0.1,True,0.001121519220925836,,0.12337322419408514
Tuned PPI,3000,0.3951877063521722,0.5191681548179086,5,0.0,0.1,True,0.001080286961144235,0.0,0.12398044846573636
Classical,3000,0.39519803891732985,0.519157822252751,5,0.0,0.1,True,0.001080286961144235,,0.12395978333542113
