method,n,lower,upper,trial,mu,sigma,coverage,error,lambda,width
PPI,1000,0.44663457727753925,0.5475492587590127,0,0.0,0.01,True,8.043681065906859e-05,,0.10091468148147348
Tuned PPI,1000,0.4459612039295624,0.5485031853417838,0,0.0,0.01,True,7.960890210871942e-05,0.0,0.10254198141222137
Classical,1000,0.44598684583699577,0.5484775434343504,0,0.0,0.01,True,7.960890210871942e-05,,0.10249069759735463
PPI,1000,0.40963658118894497,0.5159949583658182,1,0.0,0.01,True,0.0015783842906849227,,0.10635837717687324
Tuned PPI,1000,0.4099317907705432,0.5160133421758794,1,0.0,0.01,True,0.001560690247234574,0.0,0.10608155140533615
Classical,1000,0.4099583177918086,0.515986815154614,1,0.0,0.01,True,0.001560690247234574,,0.1060284973628054
PPI,1000,0.4113091250703455,0.5161455656064183,2,0.0,0.01,True,0.002130806479295471,,0.10483644053607283
Tuned PPI,1000,0.41006411813484783,0.5167095579550783,2,0.0,0.01,True,0.002131132446177463,0.0,0.1066454398202305
Classical,1000,0.41009078616347766,0.5166828899264485,2,0.0,0.01,True,0.002131132446177463,,0.10659210376297085
PPI,1000,0.4471077812308634,0.5524201643135289,3,0.0,0.01,True,0.0005584417606529802,,0.1053123830826655
Tuned PPI,1000,0.44753348374493884,0.5527490069269284,3,0.0,0.01,True,0.0005582587779190092,0.003422136225298357,0.10521552318198957
Classical,1000,0.4508220414737112,0.5494630402212044,3,0.0,0.01,True,0.0005582583948386022,,0.09864099874749321
PPI,1000,0.38801723503092567,0.4919898525814449,4,0.0,0.01,False,0.00183221538782254,,0.10397261755051923
Tuned PPI,1000,0.3879392371758599,0.4918329507679857,4,0.0,0.01,False,0.001840563395207712,0.5213536566639354,0.10389371359212585
Classical,1000,0.3904633336750783,0.4890529956315091,4,0.0,0.01,False,0.0018497007784410275,,0.09858966195643082
PPI,1000,0.5314904635004738,0.6407979154254266,5,0.0,0.01,False,0.0038406593233101015,,0.10930745192495284
Tuned PPI,1000,0.5322336891098964,0.6397474869879036,5,0.0,0.01,False,0.0038299678457581134,0.0,0.10751379787800719
Classical,1000,0.5322605742823402,0.6397206018154599,5,0.0,0.01,False,0.0038299678457581134,,0.10746002753311967
PPI,1000,0.42472642005707123,0.5291003598598845,6,0.0,0.01,True,0.00027031352437454715,,0.10437393980281323
Tuned PPI,1000,0.42322775978954114,0.5297455967186686,6,0.0,0.01,True,0.0002816877130169189,0.0,0.10651783692912747
Classical,1000,0.42325439590946895,0.5297189605987409,6,0.0,0.01,True,0.0002816877130169163,,0.10646456468927196
PPI,1000,0.4464957859382093,0.5558306032063737,7,0.0,0.01,True,4.867128250715442e-05,,0.10933481726816435
Tuned PPI,1000,0.4464957859382093,0.5558306032063737,7,0.0,0.01,True,4.867128250715442e-05,1.0,0.10933481726816435
Classical,1000,0.44827787165024413,0.553879160579721,7,0.0,0.01,True,4.591047900465283e-05,,0.10560128892947684
PPI,1000,0.4325887957155856,0.5396099765767447,8,0.0,0.01,True,0.00011820843129935687,,0.10702118086115908
Tuned PPI,1000,0.4326161034247807,0.5396070226907121,8,0.0,0.01,True,0.00011940312503564022,0.5255200331996108,0.10699091926593146
Classical,1000,0.43042533858356236,0.5418247611090087,8,0.0,0.01,True,0.00012077524707440694,,0.11139942252544632
PPI,1000,0.4359438929174021,0.5340193594741574,9,0.0,0.01,True,0.00025602927130234253,,0.09807546655675525
Tuned PPI,1000,0.4359438929174021,0.5340193594741574,9,0.0,0.01,True,0.00025602927130234253,1.0,0.09807546655675525
Classical,1000,0.43395583445893376,0.5369778339609577,9,0.0,0.01,True,0.0002445259049367336,,0.1030219995020239
PPI,2000,0.48964902915513053,0.5648444731983913,0,0.0,0.01,True,0.0003808191947950073,,0.07519544404326073
Tuned PPI,2000,0.4921857063965931,0.5625498510167415,0,0.0,0.01,True,0.0003823851363777806,0.0,0.0703641446201484
Classical,2000,0.49219450301438533,0.5625410543989492,0,0.0,0.01,True,0.0003823851363777806,,0.07034655138456386
PPI,2000,0.44859455605656895,0.5165998253283046,1,0.0,0.01,True,0.00015302790566221208,,0.06800526927173567
Tuned PPI,2000,0.4470890752289775,0.5172593728230493,1,0.0,0.01,True,0.00016034540552357313,0.0,0.07017029759407184
Classical,2000,0.44709784761286187,0.517250600439165,1,0.0,0.01,True,0.00016034540552357216,,0.07015275282630318
PPI,2000,0.4874477327791656,0.563695895611704,2,0.0,0.01,True,0.0004826922233728538,,0.07624816283253838
Tuned PPI,2000,0.48760005261073147,0.5632280986291082,2,0.0,0.01,True,0.0004820142457403544,0.0,0.0756280460183767
Classical,2000,0.48760950729846747,0.5632186439413722,2,0.0,0.01,True,0.0004820142457403544,,0.07560913664290475
PPI,2000,0.4868525270614429,0.5578489026034147,3,0.0,0.01,True,0.0003829096205953332,,0.0709963755419718
Tuned PPI,2000,0.48570142565323937,0.5596856587337266,3,0.0,0.01,True,0.0003945568260013892,0.0,0.07398423308048718
Classical,2000,0.48571067483866714,0.5596764095482988,3,0.0,0.01,True,0.0003945568260013892,,0.07396573470963164
PPI,2000,0.46435128929448477,0.5291518322248633,4,0.0,0.01,True,0.0005975537147066837,,0.06480054293037851
Tuned PPI,2000,0.46425250907242954,0.5290522466683055,4,0.0,0.01,True,0.0006026155764152326,0.6070928459704824,0.06479973759587598
Classical,2000,0.4614074924409003,0.5315907622757476,4,0.0,0.01,True,0.0006104932204887585,,0.07018326983484735
PPI,2000,0.46055121547963157,0.5356598919058234,5,0.0,0.01,True,5.981103943803276e-06,,0.07510867642619184
Tuned PPI,2000,0.46055121547963157,0.5356598919058234,5,0.0,0.01,True,5.981103943803276e-06,1.0,0.07510867642619184
