method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,10,0,1.0,0.0,0.3226362312768426,0.09688873896065439,0.19149779216941673,0.0022796857518920595
Classical,2,10,0,1.0,,0.3226362312768426,0.09688873896065439,0.19149779216941673,0.0022796857518920595
PPI,2,10,1,1.0,0.3644965658122771,0.3226362312768426,0.859700119208801,1.095634557343301,0.623765681074301
Classical,2,10,1,1.0,,0.3226362312768426,0.07252526449277143,0.1360734856713643,0.008977043314178553
PPI,2,10,2,1.0,0.7160679030358832,0.3226362312768426,5.511788513957171,10.398537977048832,0.6250390508655098
Classical,2,10,2,1.0,,0.3226362312768426,0.01941666149901559,0.03322640568038228,0.005606917317648905
PPI,2,10,3,1.0,0.12486620433872267,0.3226362312768426,0.1441874886616444,0.24994810415302476,0.03842687317026407
Classical,2,10,3,1.0,,0.3226362312768426,0.06125873590730767,0.06597984161488539,0.056537630199729946
PPI,2,10,4,1.0,0.022514651006141827,0.3226362312768426,0.08241052331306556,0.16142152117412692,0.003399525452004193
Classical,2,10,4,1.0,,0.3226362312768426,0.09416760698290062,0.1823343232588376,0.006000890706963629
PPI,2,10,5,1.0,0.08021209325551384,0.3226362312768426,1.7136927908795274,1.9482367540745835,1.4791488276844713
Classical,2,10,5,1.0,,0.3226362312768426,0.9956376787826615,1.0398376882524805,0.9514376693128426
PPI,2,10,6,1.0,0.3327653036594843,0.3226362312768426,0.3712175952053062,0.6719953090091274,0.07043988140148495
Classical,2,10,6,1.0,,0.3226362312768426,0.33755208704583045,0.6148745354998282,0.06022963859183271
PPI,2,10,7,1.0,0.0,0.3226362312768426,0.229436037949369,0.4281175549080203,0.030754520990717724
Classical,2,10,7,1.0,,0.3226362312768426,0.229436037949369,0.4281175549080203,0.030754520990717724
PPI,2,10,8,1.0,0.28519819504756266,0.3226362312768426,0.4659630308418443,0.6003906996282972,0.33153536205539147
Classical,2,10,8,1.0,,0.3226362312768426,0.22918462863248734,0.4195522564966655,0.0388170007683092
PPI,2,10,9,1.0,0.4841467048391478,0.3226362312768426,3.007051518151398,4.786172430822167,1.2279306054806285
Classical,2,10,9,1.0,,0.3226362312768426,0.1408328469436492,0.26882102827876686,0.012844665608531541
PPI,2,10,10,1.0,0.6364500628683614,0.3226362312768426,3.152385744218926,5.868922776664141,0.4358487117737101
Classical,2,10,10,1.0,,0.3226362312768426,0.32525016030008946,0.5933820833643414,0.05711823723583754
PPI,2,10,11,1.0,0.0,0.3226362312768426,0.014792294309112778,0.01794709519471706,0.011637493423508496
Classical,2,10,11,1.0,,0.3226362312768426,0.014792294309112773,0.01794709519471706,0.011637493423508484
PPI,2,10,12,1.0,0.8139223659975792,0.3226362312768426,1.0478961452951618,1.5257447084796194,0.5700475821107044
Classical,2,10,12,1.0,,0.3226362312768426,0.2740435276570833,0.4606867381488031,0.08740031716536349
PPI,2,10,13,1.0,0.7801843052982183,0.3226362312768426,2.3461389758286573,3.098186603437874,1.5940913482194405
Classical,2,10,13,1.0,,0.3226362312768426,0.12487350944919347,0.24389585386583293,0.0058511650325539935
PPI,2,10,14,1.0,0.2518510177367746,0.3226362312768426,0.9596443088107249,1.230468167597258,0.688820450024192
Classical,2,10,14,1.0,,0.3226362312768426,0.19670601073361885,0.3420093960567167,0.051402625410520965
PPI,2,10,15,1.0,0.010690070071997817,0.3226362312768426,0.05862858082216117,0.11223658041162782,0.005020581232694525
Classical,2,10,15,1.0,,0.3226362312768426,0.05960017365679222,0.1126374584180426,0.0065628888955418406
PPI,2,10,16,1.0,0.17491766232073488,0.3226362312768426,0.12597356326114437,0.13486330777524438,0.11708381874704435
Classical,2,10,16,1.0,,0.3226362312768426,0.11132510289985133,0.219207248074396,0.003442957725306651
PPI,2,10,17,1.0,0.5257082124221647,0.3226362312768426,1.7708602909072686,3.12371137877469,0.4180092030398473
Classical,2,10,17,1.0,,0.3226362312768426,0.09223012131697092,0.0923976206904556,0.09206262194348623
PPI,2,10,18,1.0,0.41917921579576956,0.3226362312768426,0.6929027813970567,1.1033496646220982,0.2824558981720153
Classical,2,10,18,1.0,,0.3226362312768426,0.05211115636412264,0.09592960554007757,0.008292707188167709
PPI,2,10,19,1.0,0.0,0.3226362312768426,0.13587654766026827,0.13772251804617885,0.1340305772743577
Classical,2,10,19,1.0,,0.3226362312768426,0.13587654766026827,0.13772251804617885,0.1340305772743577
PPI,2,10,20,1.0,0.29701801353556345,0.3226362312768426,0.23669095644559562,0.24125571351464925,0.23212619937654203
Classical,2,10,20,1.0,,0.3226362312768426,0.0176865099404285,0.03109691611000143,0.004276103770855569
PPI,2,10,21,1.0,0.26719146075003114,0.3226362312768426,0.0705612038199116,0.0904680140272142,0.050654393612609004
Classical,2,10,21,1.0,,0.3226362312768426,0.058091395530256926,0.06446109222698834,0.051721698833525516
PPI,2,10,22,1.0,0.20878643755690848,0.3226362312768426,0.036610042509863015,0.05509166143558716,0.018128423584138877
Classical,2,10,22,1.0,,0.3226362312768426,0.17414273107244746,0.340165898682306,0.008119563462588906
PPI,2,10,23,1.0,0.48937346393023345,0.3226362312768426,1.9032596277414136,3.6361590112612983,0.17036024422152868
Classical,2,10,23,1.0,,0.3226362312768426,0.058037625552902185,0.10935906094147886,0.006716190164325507
PPI,2,10,24,1.0,0.6152046217090036,0.3226362312768426,1.702361463437915,3.402668768881365,0.0020541579944650078
Classical,2,10,24,1.0,,0.3226362312768426,0.4968834508040059,0.9757630097142082,0.018003891893803668
PPI,2,10,25,1.0,0.2804091376163845,0.3226362312768426,0.17708594188441557,0.327050432604794,0.027121451164037143
Classical,2,10,25,1.0,,0.3226362312768426,0.35016815571732246,0.6837170065232393,0.016619304911405657
PPI,2,10,26,1.0,0.20028718261322853,0.3226362312768426,0.07402116110409614,0.07508313697559924,0.07295918523259304
Classical,2,10,26,1.0,,0.3226362312768426,0.001971222413345388,0.002441232311375179,0.0015012125153155973
PPI,2,10,27,1.0,0.4467939955540579,0.3226362312768426,0.2624311193923088,0.3909424731988166,0.13391976558580096
Classical,2,10,27,1.0,,0.3226362312768426,0.2671435446805249,0.27268543430988385,0.26160165505116606
PPI,2,10,28,1.0,0.09121031170431865,0.3226362312768426,0.2846736122864329,0.5279218984638896,0.041425326108976174
Classical,2,10,28,1.0,,0.3226362312768426,0.35018515022285873,0.6904203931705357,0.009949907275181706
PPI,2,10,29,1.0,0.20107718630945814,0.3226362312768426,0.06717697213412974,0.10407254710013356,0.030281397168125914
Classical,2,10,29,1.0,,0.3226362312768426,0.16425909992364543,0.25892647653795264,0.0695917233093382
PPI,2,100,0,1.0,0.10698509113333428,0.3226362312768426,0.016955447777753138,0.03200029036133993,0.0019106051941663485
Classical,2,100,0,1.0,,0.3226362312768426,0.00703685926697247,0.010681836131880012,0.003391882402064926
PPI,2,100,1,1.0,0.21191644801556825,0.3226362312768426,0.004066141198923559,0.00523600169837216,0.0028962806994749578
Classical,2,100,1,1.0,,0.3226362312768426,0.017636515524660015,0.02773919731137399,0.007533833737946038
PPI,2,100,2,1.0,0.05352706455409304,0.3226362312768426,0.016043589774696533,0.02092203473312171,0.011165144816271354
