method,p,n,trial,std,theta,error,error_max,error_min
PPI,500,500,8,1.0,0.0031707325659675275,2.844778600479414,27.20316364146275,7.055586110659365e-05
Classical,500,500,8,1.0,0.0031707325659675275,2.844778600479414,27.20316364146275,7.055586110659365e-05
PPI,500,500,9,1.0,0.0031707325659675275,0.21132561266209343,2.916606639639404,2.7734846606088986e-12
Classical,500,500,9,1.0,0.0031707325659675275,0.21132561266209343,2.916606639639404,2.7734846606088986e-12
PPI,500,1000,0,1.0,0.0031707325659675275,0.0019452982413974943,0.019820620736690296,3.314251824852301e-08
Classical,500,1000,0,1.0,0.0031707325659675275,0.001945298241397494,0.019820620736690296,3.314251824853438e-08
PPI,500,1000,1,1.0,0.0031707325659675275,0.002127001094989111,0.02372500736028966,1.4113125374875365e-11
Classical,500,1000,1,1.0,0.0031707325659675275,0.0021270010949891107,0.023725007360289666,1.4113125374562553e-11
PPI,500,1000,2,1.0,0.0031707325659675275,0.002032466367999118,0.023795823938404983,8.734686655682074e-08
Classical,500,1000,2,1.0,0.0031707325659675275,0.002032466367999118,0.023795823938404983,8.734686655681869e-08
PPI,500,1000,3,1.0,0.0031707325659675275,0.0023049297813912705,0.03225357211038085,1.0326508294190151e-07
Classical,500,1000,3,1.0,0.0031707325659675275,0.0023049297813912705,0.03225357211038085,1.0326508294191489e-07
PPI,500,1000,4,1.0,0.0031707325659675275,0.0017777002464744425,0.01794975791707461,8.397485985614596e-10
Classical,500,1000,4,1.0,0.0031707325659675275,0.0017777002464744427,0.017949757917074625,8.397485985642747e-10
PPI,500,1000,5,1.0,0.0031707325659675275,0.0020273636996750253,0.0212187307559495,1.3089514834084975e-07
Classical,500,1000,5,1.0,0.0031707325659675275,0.0020273636996750253,0.0212187307559495,1.3089514834085227e-07
PPI,500,1000,6,1.0,0.0031707325659675275,0.0018282049941750057,0.016660740251172527,3.3503591528377475e-09
Classical,500,1000,6,1.0,0.0031707325659675275,0.0018282049941750057,0.01666074025117252,3.350359152835338e-09
PPI,500,1000,7,1.0,0.0031707325659675275,0.002002305208007332,0.025963931382287062,1.3925022931746477e-10
Classical,500,1000,7,1.0,0.0031707325659675275,0.002002305208007332,0.025963931382287062,1.3925022931746477e-10
PPI,500,1000,8,1.0,0.0031707325659675275,0.0020608108877684596,0.01845438201454653,3.239128651673845e-09
Classical,500,1000,8,1.0,0.0031707325659675275,0.0020608108877684596,0.01845438201454653,3.239128651673845e-09
PPI,500,1000,9,1.0,0.0031707325659675275,0.001834473329713712,0.01808242327425432,2.33552538548468e-09
Classical,500,1000,9,1.0,0.0031707325659675275,0.001834473329713712,0.01808242327425432,2.33552538548468e-09
PPI,500,2000,0,1.0,0.0031707325659675275,0.0006673286367606433,0.006622254443878008,3.6381529300799996e-10
Classical,500,2000,0,1.0,0.0031707325659675275,0.0006673286367606433,0.006622254443878017,3.6381529300641177e-10
PPI,500,2000,1,1.0,0.0031707325659675275,0.0006684822398332475,0.008803233464246376,3.854677866105379e-10
Classical,500,2000,1,1.0,0.0031707325659675275,0.0006684822398332475,0.008803233464246376,3.854677866105379e-10
PPI,500,2000,2,1.0,0.0031707325659675275,0.0005605673261127267,0.00802201826584392,5.710056063782195e-08
Classical,500,2000,2,1.0,0.0031707325659675275,0.0005605673261127267,0.00802201826584392,5.710056063782195e-08
PPI,500,2000,3,1.0,0.0031707325659675275,0.0007153739859992702,0.007692622543446276,2.373382280732193e-09
Classical,500,2000,3,1.0,0.0031707325659675275,0.0007153739859992702,0.007692622543446276,2.373382280732193e-09
PPI,500,2000,4,1.0,0.0031707325659675275,0.0007157396474376125,0.007907280648932964,5.8990358161382775e-09
Classical,500,2000,4,1.0,0.0031707325659675275,0.0007157396474376125,0.007907280648932964,5.899035816138011e-09
PPI,500,2000,5,1.0,0.0031707325659675275,0.0007300179973511674,0.007760986416741835,2.105298881260934e-09
Classical,500,2000,5,1.0,0.0031707325659675275,0.0007300179973511675,0.007760986416741835,2.105298881260934e-09
PPI,500,2000,6,1.0,0.0031707325659675275,0.0006623389682022745,0.007300353331117144,5.252021760084124e-09
Classical,500,2000,6,1.0,0.0031707325659675275,0.0006623389682022745,0.007300353331117144,5.252021760084753e-09
PPI,500,2000,7,1.0,0.0031707325659675275,0.0007760463666496249,0.005248868191499437,2.881143532923563e-09
Classical,500,2000,7,1.0,0.0031707325659675275,0.0007760463666496249,0.005248868191499437,2.881143532923935e-09
PPI,500,2000,8,1.0,0.0031707325659675275,0.000597706586141256,0.005394791595935548,2.3577282194572147e-08
Classical,500,2000,8,1.0,0.0031707325659675275,0.0005977065861412561,0.005394791595935546,2.3577282194567886e-08
PPI,500,2000,9,1.0,0.0031707325659675275,0.0006375887311888711,0.005637737368722746,3.5559359811131414e-09
Classical,500,2000,9,1.0,0.0031707325659675275,0.0006375887311888711,0.005637737368722746,3.5559359811131414e-09
PPI,500,3000,0,1.0,0.0031707325659675275,0.00036521146730649065,0.002579064523601922,8.376572638548606e-09
Classical,500,3000,0,1.0,0.0031707325659675275,0.00036521146730649065,0.002579064523601922,8.376572638548606e-09
PPI,500,3000,1,1.0,0.0031707325659675275,0.0004347312257964787,0.004121486716750219,1.6056709235442502e-10
Classical,500,3000,1,1.0,0.0031707325659675275,0.0004347312257964786,0.004121486716750215,1.6056709235565597e-10
PPI,500,3000,2,1.0,0.0031707325659675275,0.00040918005615298356,0.004451157697408704,3.0118092256652483e-09
Classical,500,3000,2,1.0,0.0031707325659675275,0.00040918005615298356,0.004451157697408704,3.0118092256652483e-09
PPI,500,3000,3,1.0,0.0031707325659675275,0.0003914254279692657,0.002946651719220193,9.751810704340297e-10
Classical,500,3000,3,1.0,0.0031707325659675275,0.00039142542796926564,0.0029466517192201884,9.751810704327296e-10
PPI,500,3000,4,1.0,0.0031707325659675275,0.00041377962378644684,0.003923298034908398,5.771870977826967e-11
Classical,500,3000,4,1.0,0.0031707325659675275,0.00041377962378644684,0.003923298034908403,5.771870977879684e-11
PPI,500,3000,5,1.0,0.0031707325659675275,0.0003891099497143564,0.004137908657247231,1.851513509478371e-11
Classical,500,3000,5,1.0,0.0031707325659675275,0.0003891099497143564,0.004137908657247231,1.851513509478371e-11
PPI,500,3000,6,1.0,0.0031707325659675275,0.0004220377821592241,0.004102307065486489,1.1541691860740743e-09
Classical,500,3000,6,1.0,0.0031707325659675275,0.00042203778215922416,0.004102307065486491,1.1541691860740743e-09
PPI,500,3000,7,1.0,0.0031707325659675275,0.0004368630061219069,0.004352925093376188,6.069626288693486e-10
Classical,500,3000,7,1.0,0.0031707325659675275,0.0004368630061219069,0.004352925093376188,6.069626288693486e-10
PPI,500,3000,8,1.0,0.0031707325659675275,0.00039556326663213627,0.004327997531905023,1.4292659702154944e-10
Classical,500,3000,8,1.0,0.0031707325659675275,0.00039556326663213627,0.00432799753190503,1.4292659702088578e-10
PPI,500,3000,9,1.0,0.0031707325659675275,0.00034074355404864465,0.00415169469519732,4.461056607692421e-11
Classical,500,3000,9,1.0,0.0031707325659675275,0.00034074355404864454,0.004151694695197318,4.4610566077016905e-11
PPI,500,4000,0,1.0,0.0031707325659675275,0.0002994157428963964,0.0034252866587835733,3.691911439832147e-08
Classical,500,4000,0,1.0,0.0031707325659675275,0.00029941574289639645,0.0034252866587835733,3.691911439832147e-08
PPI,500,4000,1,1.0,0.0031707325659675275,0.0002916297945678168,0.0028335674357184587,3.6478302366931324e-10
Classical,500,4000,1,1.0,0.0031707325659675275,0.00029162979456781677,0.0028335674357184587,3.647830236694458e-10
PPI,500,4000,2,1.0,0.0031707325659675275,0.00028417009884630016,0.002604126791542933,1.6947744205336415e-09
Classical,500,4000,2,1.0,0.0031707325659675275,0.00028417009884630016,0.002604126791542932,1.6947744205362126e-09
PPI,500,4000,3,1.0,0.0031707325659675275,0.0002861578175407823,0.004226591278168158,3.1482023867976733e-09
Classical,500,4000,3,1.0,0.0031707325659675275,0.0002861578175407823,0.004226591278168158,3.1482023867976733e-09
PPI,500,4000,4,1.0,0.0031707325659675275,0.0003060399132944812,0.00296219240240111,2.2673548090193416e-09
Classical,500,4000,4,1.0,0.0031707325659675275,0.0003060399132944812,0.00296219240240111,2.2673548090193416e-09
PPI,500,4000,5,1.0,0.0031707325659675275,0.00025422260596918045,0.002214308975375667,1.192048001118304e-09
Classical,500,4000,5,1.0,0.0031707325659675275,0.00025422260596918045,0.0022143089753756677,1.192048001118304e-09
PPI,500,4000,6,1.0,0.0031707325659675275,0.0002895466919784021,0.0034473362299819892,1.3258743924204755e-10
Classical,500,4000,6,1.0,0.0031707325659675275,0.0002895466919784021,0.0034473362299819944,1.3258743924188775e-10
PPI,500,4000,7,1.0,0.0031707325659675275,0.0002922661602945959,0.002372778902002027,3.662015162779575e-09
Classical,500,4000,7,1.0,0.0031707325659675275,0.0002922661602945959,0.002372778902002027,3.662015162779575e-09
PPI,500,4000,8,1.0,0.0031707325659675275,0.00028845408445903997,0.0034727617480151624,7.709148131497787e-10
Classical,500,4000,8,1.0,0.0031707325659675275,0.00028845408445903997,0.0034727617480151624,7.709148131497787e-10
PPI,500,4000,9,1.0,0.0031707325659675275,0.00028643005429518776,0.0023265435429906385,5.568299195060141e-10
Classical,500,4000,9,1.0,0.0031707325659675275,0.00028643005429518776,0.0023265435429906385,5.568299195063416e-10
PPI,500,5000,0,1.0,0.0031707325659675275,0.00019186911742291007,0.0018552573486802614,4.468234189130251e-12
Classical,500,5000,0,1.0,0.0031707325659675275,0.00019186911742291013,0.0018552573486802601,4.46823418907158e-12
PPI,500,5000,1,1.0,0.0031707325659675275,0.00022954180004509055,0.002175401735568427,1.1514253945959532e-09
Classical,500,5000,1,1.0,0.0031707325659675275,0.00022954180004509052,0.002175401735568427,1.1514253945959532e-09
PPI,500,5000,2,1.0,0.0031707325659675275,0.00020945580859389396,0.0018752514478576389,6.822673509354542e-10
Classical,500,5000,2,1.0,0.0031707325659675275,0.00020945580859389396,0.0018752514478576389,6.822673509354542e-10
PPI,500,5000,3,1.0,0.0031707325659675275,0.00020190429177303177,0.0019233683721188706,6.317728177641396e-09
Classical,500,5000,3,1.0,0.0031707325659675275,0.00020190429177303172,0.0019233683721188756,6.317728177644705e-09
PPI,500,5000,4,1.0,0.0031707325659675275,0.0002300708438925555,0.0019090382709084299,3.2051047635186123e-10
Classical,500,5000,4,1.0,0.0031707325659675275,0.0002300708438925555,0.0019090382709084299,3.2051047635186123e-10
PPI,500,5000,5,1.0,0.0031707325659675275,0.00020666537937352413,0.0033234233107324995,1.1976590173837672e-10
Classical,500,5000,5,1.0,0.0031707325659675275,0.00020666537937352413,0.0033234233107324995,1.1976590173837672e-10
PPI,500,5000,6,1.0,0.0031707325659675275,0.0002141414282750089,0.0016252632045644898,4.813028787620733e-10
Classical,500,5000,6,1.0,0.0031707325659675275,0.00021414142827500888,0.0016252632045644865,4.813028787611599e-10
PPI,500,5000,7,1.0,0.0031707325659675275,0.0002409430785412796,0.0022887906203251348,1.2456992201320652e-10
Classical,500,5000,7,1.0,0.0031707325659675275,0.0002409430785412796,0.0022887906203251348,1.2456992201320652e-10
PPI,500,5000,8,1.0,0.0031707325659675275,0.00025370040219846457,0.0025661331594364727,6.854809251728927e-10
Classical,500,5000,8,1.0,0.0031707325659675275,0.00025370040219846457,0.0025661331594364727,6.854809251728927e-10
PPI,500,5000,9,1.0,0.0031707325659675275,0.00019556836677082315,0.0030815206691579135,1.118351549480068e-12
Classical,500,5000,9,1.0,0.0031707325659675275,0.00019556836677082315,0.0030815206691579135,1.118351549480068e-12
PPI,500,6000,0,1.0,0.0031707325659675275,0.00016769065759859875,0.0018896934549503708,2.6233827648689885e-11
Classical,500,6000,0,1.0,0.0031707325659675275,0.0001676906575985988,0.0018896934549503793,2.6233827649187447e-11
PPI,500,6000,1,1.0,0.0031707325659675275,0.00018148213262145408,0.0018295177022641918,1.820013499106585e-09
Classical,500,6000,1,1.0,0.0031707325659675275,0.00018148213262145408,0.0018295177022641925,1.820013499106585e-09
PPI,500,6000,2,1.0,0.0031707325659675275,0.00019441843167803356,0.0024962515688941875,1.588495723465995e-09
Classical,500,6000,2,1.0,0.0031707325659675275,0.00019441843167803356,0.0024962515688941875,1.588495723465995e-09
PPI,500,6000,3,1.0,0.0031707325659675275,0.00018998057853609945,0.0018504300620216284,1.3875320434938836e-09
Classical,500,6000,3,1.0,0.0031707325659675275,0.00018998057853609945,0.0018504300620216284,1.3875320434938836e-09
PPI,500,6000,4,1.0,0.0031707325659675275,0.00017994400908563922,0.0014104608771316166,1.848060027725304e-11
Classical,500,6000,4,1.0,0.0031707325659675275,0.0001799440090856393,0.0014104608771316185,1.8480600277312696e-11
PPI,500,6000,5,1.0,0.0031707325659675275,0.00018629626771240578,0.0022051694143624084,3.288710547009435e-10
Classical,500,6000,5,1.0,0.0031707325659675275,0.00018629626771240584,0.0022051694143624084,3.288710547004402e-10
PPI,500,6000,6,1.0,0.0031707325659675275,0.00016921003431161227,0.0021318036615474534,3.093578555243896e-10
Classical,500,6000,6,1.0,0.0031707325659675275,0.00016921003431161224,0.0021318036615474534,3.0935785552426755e-10
PPI,500,6000,7,1.0,0.0031707325659675275,0.00019696621564201726,0.0026347709302289067,1.53756402131741e-09
Classical,500,6000,7,1.0,0.0031707325659675275,0.00019696621564201742,0.002634770930228908,1.537564021320403e-09
PPI,500,6000,8,1.0,0.0031707325659675275,0.00019668651443761187,0.002310970670297962,1.0822552140431692e-10
Classical,500,6000,8,1.0,0.0031707325659675275,0.00019668651443761187,0.002310970670297962,1.0822552140431692e-10
PPI,500,6000,9,1.0,0.0031707325659675275,0.00018338957962468866,0.0027663705187812183,4.277598013049125e-11
Classical,500,6000,9,1.0,0.0031707325659675275,0.00018338957962468866,0.0027663705187812183,4.277598013049125e-11
PPI,500,7000,0,1.0,0.0031707325659675275,0.00015651479776279808,0.0017361148273984202,4.918162412563753e-10
Classical,500,7000,0,1.0,0.0031707325659675275,0.00015651479776279808,0.0017361148273984184,4.918162412520667e-10
PPI,500,7000,1,1.0,0.0031707325659675275,0.00017605367945150227,0.002172427908417335,3.3533757095198845e-10
Classical,500,7000,1,1.0,0.0031707325659675275,0.00017605367945150227,0.002172427908417335,3.3533757095198845e-10
PPI,500,7000,2,1.0,0.0031707325659675275,0.0001551912906285684,0.0012989186170540813,1.2120738836067381e-11
Classical,500,7000,2,1.0,0.0031707325659675275,0.0001551912906285684,0.0012989186170540813,1.2120738836067381e-11
PPI,500,7000,3,1.0,0.0031707325659675275,0.0001679741997615723,0.0027497205457896875,1.4966407718911583e-09
Classical,500,7000,3,1.0,0.0031707325659675275,0.0001679741997615723,0.0027497205457896875,1.4966407718911583e-09
PPI,500,7000,4,1.0,0.0031707325659675275,0.00014898837371646063,0.002304622218142247,2.8634687101620597e-09
Classical,500,7000,4,1.0,0.0031707325659675275,0.00014898837371646063,0.002304622218142247,2.863468710161874e-09
PPI,500,7000,5,1.0,0.0031707325659675275,0.00014978229773602436,0.0018488890501014673,4.3448896007042873e-10
Classical,500,7000,5,1.0,0.0031707325659675275,0.00014978229773602436,0.0018488890501014673,4.344889600702841e-10
PPI,500,7000,6,1.0,0.0031707325659675275,0.00013946701799434313,0.0013860451880709328,1.4325754672328715e-09
Classical,500,7000,6,1.0,0.0031707325659675275,0.00013946701799434316,0.0013860451880709287,1.432575467231821e-09
PPI,500,7000,7,1.0,0.0031707325659675275,0.00014791896537266075,0.0016900434269028364,1.9957517584211798e-10
Classical,500,7000,7,1.0,0.0031707325659675275,0.00014791896537266075,0.0016900434269028364,1.9957517584211798e-10
PPI,500,7000,8,1.0,0.0031707325659675275,0.00016908280980856388,0.001729634504657728,9.769954594543225e-09
Classical,500,7000,8,1.0,0.0031707325659675275,0.00016908280980856388,0.0017296345046577267,9.769954594537737e-09
PPI,500,7000,9,1.0,0.0031707325659675275,0.00015383653515836637,0.0012779326247747192,5.085416762050931e-10
Classical,500,7000,9,1.0,0.0031707325659675275,0.00015383653515836637,0.0012779326247747192,5.085416762050931e-10
PPI,500,8000,0,1.0,0.0031707325659675275,0.00013170655523370452,0.0013093077269329821,6.010188073741574e-11
Classical,500,8000,0,1.0,0.0031707325659675275,0.0001317065552337045,0.001309307726932979,6.010188073714678e-11
PPI,500,8000,1,1.0,0.0031707325659675275,0.00013366663654772924,0.0011555403985424497,1.4411839654127884e-10
Classical,500,8000,1,1.0,0.0031707325659675275,0.00013366663654772924,0.0011555403985424497,1.441183965413205e-10
PPI,500,8000,2,1.0,0.0031707325659675275,0.00013225160514547196,0.0009598678642212632,7.50954609122358e-12
Classical,500,8000,2,1.0,0.0031707325659675275,0.00013225160514547193,0.0009598678642212641,7.509546091052444e-12
PPI,500,8000,3,1.0,0.0031707325659675275,0.0001086789029494106,0.0013363195917416308,2.177972070576817e-10
Classical,500,8000,3,1.0,0.0031707325659675275,0.0001086789029494106,0.0013363195917416308,2.177972070577329e-10
PPI,500,8000,4,1.0,0.0031707325659675275,0.00013470932812118284,0.0009667748784555158,3.427047412699377e-09
Classical,500,8000,4,1.0,0.0031707325659675275,0.0001347093281211828,0.0009667748784555158,3.427047412699478e-09
PPI,500,8000,5,1.0,0.0031707325659675275,0.00012844895851629184,0.0015949066418352355,3.1804667123200183e-10
Classical,500,8000,5,1.0,0.0031707325659675275,0.00012844895851629184,0.001594906641835236,3.180466712337343e-10
PPI,500,8000,6,1.0,0.0031707325659675275,0.00014974296967242468,0.0024279695244042864,6.315143813435896e-10
Classical,500,8000,6,1.0,0.0031707325659675275,0.00014974296967242468,0.002427969524404278,6.31514381342892e-10
PPI,500,8000,7,1.0,0.0031707325659675275,0.00013248300494165098,0.001341265958735959,2.6505571885462857e-10
Classical,500,8000,7,1.0,0.0031707325659675275,0.000132483004941651,0.001341265958735956,2.650557188568879e-10
PPI,500,8000,8,1.0,0.0031707325659675275,0.00013490883537689747,0.0014936514991886727,7.828804348954221e-10
Classical,500,8000,8,1.0,0.0031707325659675275,0.00013490883537689747,0.0014936514991886727,7.828804348954221e-10
PPI,500,8000,9,1.0,0.0031707325659675275,0.00014773952419826135,0.0018059513262236417,1.655502603186724e-10
Classical,500,8000,9,1.0,0.0031707325659675275,0.00014773952419826133,0.0018059513262236422,1.655502603186724e-10
PPI,500,9000,0,1.0,0.0031707325659675275,0.00012840614707044907,0.0015986135421270785,5.125730439901487e-10
Classical,500,9000,0,1.0,0.0031707325659675275,0.00012840614707044904,0.0015986135421270785,5.125730439901487e-10
PPI,500,9000,1,1.0,0.0031707325659675275,0.00011257418406661317,0.0011543188771468765,3.078663173711956e-10
Classical,500,9000,1,1.0,0.0031707325659675275,0.00011257418406661321,0.0011543188771468813,3.078663173714391e-10
PPI,500,9000,2,1.0,0.0031707325659675275,0.00011426107616675977,0.0013682304776364545,5.8065711505218736e-11
Classical,500,9000,2,1.0,0.0031707325659675275,0.00011426107616675977,0.0013682304776364545,5.8065711505218736e-11
PPI,500,9000,3,1.0,0.0031707325659675275,0.00012261636423592696,0.0014072230275139228,5.508153677495233e-10
Classical,500,9000,3,1.0,0.0031707325659675275,0.00012261636423592693,0.001407223027513926,5.508153677490348e-10
PPI,500,9000,4,1.0,0.0031707325659675275,0.00012685333598766934,0.0016786889449178712,8.45957953985329e-10
Classical,500,9000,4,1.0,0.0031707325659675275,0.00012685333598766934,0.0016786889449178655,8.459579539843703e-10
PPI,500,9000,5,1.0,0.0031707325659675275,0.00013553507423420374,0.0014843589573486084,2.8047458325281048e-09
Classical,500,9000,5,1.0,0.0031707325659675275,0.00013553507423420374,0.0014843589573486117,2.8047458325288397e-09
PPI,500,9000,6,1.0,0.0031707325659675275,0.00010690162876460692,0.001506682894000521,7.966845624989527e-10
Classical,500,9000,6,1.0,0.0031707325659675275,0.00010690162876460688,0.0015066828940005232,7.966845624966024e-10
PPI,500,9000,7,1.0,0.0031707325659675275,0.0001147390526747383,0.0010303707197520425,8.056929239185259e-09
Classical,500,9000,7,1.0,0.0031707325659675275,0.00011473905267473834,0.0010303707197520425,8.056929239186505e-09
PPI,500,9000,8,1.0,0.0031707325659675275,0.00011510408825259199,0.0010915162578327695,4.2921264598085413e-10
Classical,500,9000,8,1.0,0.0031707325659675275,0.00011510408825259199,0.0010915162578327695,4.2921264598085413e-10
PPI,500,9000,9,1.0,0.0031707325659675275,0.00013099977041491163,0.000911228559442992,1.288111592758904e-10
Classical,500,9000,9,1.0,0.0031707325659675275,0.00013099977041491166,0.000911228559442992,1.288111592758904e-10
PPI,500,10000,0,1.0,0.0031707325659675275,0.00010097204693784823,0.0009964144236173957,3.942467146514067e-09
Classical,500,10000,0,1.0,0.0031707325659675275,0.00010097204693784823,0.0009964144236173957,3.942467146514067e-09
PPI,500,10000,1,1.0,0.0031707325659675275,0.00010314117275825499,0.0012759917393636246,1.1421253918607855e-10
Classical,500,10000,1,1.0,0.0031707325659675275,0.00010314117275825493,0.0012759917393636185,1.1421253918726505e-10
PPI,500,10000,2,1.0,0.0031707325659675275,0.0001114866295115009,0.0013249260954203634,8.22593728758489e-11
Classical,500,10000,2,1.0,0.0031707325659675275,0.0001114866295115009,0.0013249260954203634,8.22593728758489e-11
PPI,500,10000,3,1.0,0.0031707325659675275,0.00010035021772098263,0.001164268015196643,2.7535870662730862e-09
Classical,500,10000,3,1.0,0.0031707325659675275,0.00010035021772098263,0.001164268015196642,2.7535870662701733e-09
PPI,500,10000,4,1.0,0.0031707325659675275,0.00010091533123801977,0.0009644841561662237,3.108041956885776e-11
Classical,500,10000,4,1.0,0.0031707325659675275,0.00010091533123801977,0.0009644841561662228,3.108041956816145e-11
PPI,500,10000,5,1.0,0.0031707325659675275,0.0001017543241828458,0.0007480742008339569,2.0700139644547594e-10
Classical,500,10000,5,1.0,0.0031707325659675275,0.0001017543241828458,0.0007480742008339569,2.0700139644547594e-10
