method,p,n,theta,error,error_max,error_min,trial,std
PPI,20,100,0.046859679271604074,0.01731202616522077,0.0639402441343664,0.00031262372801221295,,
Classical,20,100,0.046859679271604074,0.017312026165220783,0.06394024413436626,0.00031262372801217956,7.0,1.0
PPI,20,100,0.046859679271604074,0.008502739777141978,0.03133629671107116,5.357517453285661e-05,,
Classical,20,100,0.046859679271604074,0.008502739777142049,0.03133629671107203,5.357517453285011e-05,8.0,1.0
PPI,20,100,0.046859679271604074,0.010220075572257058,0.048581459226833545,3.0839378383369864e-05,,
Classical,20,100,0.046859679271604074,0.010220075572257075,0.04858145922683391,3.0839378383377264e-05,9.0,1.0
PPI,20,100,0.046859679271604074,0.011373619655781498,0.03544415402716572,0.00012445716686318653,,
Classical,20,100,0.046859679271604074,0.011373619655781564,0.035444154027166296,0.00012445716686319955,10.0,1.0
PPI,20,100,0.046859679271604074,0.01484877239010037,0.12633097864299253,1.677299666848123e-08,,
Classical,20,100,0.046859679271604074,0.014848772390100398,0.12633097864299223,1.6772996668596258e-08,11.0,1.0
PPI,20,100,0.046859679271604074,0.01832033012908623,0.10745976054029319,3.292802483671705e-05,,
Classical,20,100,0.046859679271604074,0.018320330129086144,0.10745976054029151,3.292802483673361e-05,12.0,1.0
PPI,20,100,0.046859679271604074,0.0044856791540916615,0.010353587657803092,0.0003525324573892116,,
Classical,20,100,0.046859679271604074,0.004485679154091638,0.010353587657803025,0.0003525324573891532,13.0,1.0
PPI,20,100,0.046859679271604074,0.013271768640289543,0.09114282129494287,3.491312227827547e-05,,
Classical,20,100,0.046859679271604074,0.013271768640289585,0.09114282129494301,3.4913122278299414e-05,14.0,1.0
PPI,20,100,0.046859679271604074,0.009283085025712587,0.032682281038231835,9.763282134120094e-06,,
Classical,20,100,0.046859679271604074,0.009283085025712564,0.032682281038231877,9.763282134120094e-06,15.0,1.0
PPI,20,100,0.046859679271604074,0.014721738328918581,0.06081973556302697,1.8149061379754976e-05,,
Classical,20,100,0.046859679271604074,0.014721738328918552,0.060819735563025876,1.8149061379767275e-05,16.0,1.0
PPI,20,100,0.046859679271604074,0.01618669459052735,0.08815393192920307,4.537769264905924e-05,,
Classical,20,100,0.046859679271604074,0.016186694590527347,0.08815393192920291,4.5377692649056244e-05,17.0,1.0
PPI,20,100,0.046859679271604074,0.009011403833324268,0.034806980333379395,3.195686280918777e-05,,
Classical,20,100,0.046859679271604074,0.009011403833324176,0.03480698033337946,3.1956862809204085e-05,18.0,1.0
PPI,20,100,0.046859679271604074,0.015096184750926032,0.04626175523372754,6.92696054193449e-05,,
Classical,20,100,0.046859679271604074,0.015096184750926006,0.04626175523372653,6.926960541931902e-05,19.0,1.0
PPI,20,100,0.046859679271604074,0.0052760845408580245,0.03121913022409925,0.00011268883186000193,,
Classical,20,100,0.046859679271604074,0.0052760845408579915,0.031219130224098914,0.00011268883185999957,20.0,1.0
PPI,20,100,0.046859679271604074,0.009102532968875558,0.039866356696118876,0.00015437647979246665,,
Classical,20,100,0.046859679271604074,0.009102532968875556,0.039866356696118876,0.00015437647979246112,21.0,1.0
PPI,20,100,0.046859679271604074,0.007735098165528934,0.060075616096955206,0.0002365804249897245,,
Classical,20,100,0.046859679271604074,0.007735098165528915,0.06007561609695499,0.00023658042498969718,22.0,1.0
PPI,20,100,0.046859679271604074,0.005734186032133383,0.025669148601290444,0.0003343902153794214,,
Classical,20,100,0.046859679271604074,0.005734186032133359,0.025669148601290957,0.00033439021537943456,23.0,1.0
PPI,20,100,0.046859679271604074,0.009401487724481277,0.027401691222837584,0.0003552439012821101,,
Classical,20,100,0.046859679271604074,0.009401487724481194,0.0274016912228375,0.0003552439012821603,24.0,1.0
PPI,20,100,0.046859679271604074,0.010707728139422784,0.05098770824129463,3.526620532742665e-05,,
Classical,20,100,0.046859679271604074,0.010707728139422846,0.050987708241294706,3.526620532743324e-05,25.0,1.0
PPI,20,100,0.046859679271604074,0.012662969829051981,0.11546994754102825,8.406443224807657e-05,,
Classical,20,100,0.046859679271604074,0.012662969829051973,0.11546994754102818,8.40644322480758e-05,26.0,1.0
PPI,20,100,0.046859679271604074,0.00792618260756044,0.0295038342228404,1.0214439538172917e-06,,
Classical,20,100,0.046859679271604074,0.007926182607560448,0.0295038342228404,1.0214439538199846e-06,27.0,1.0
PPI,20,100,0.046859679271604074,0.015080478690054248,0.05543457929243531,2.564819410074613e-05,,
Classical,20,100,0.046859679271604074,0.015080478690054277,0.05543457929243594,2.5648194100746163e-05,28.0,1.0
PPI,20,100,0.046859679271604074,0.014640060650419218,0.07389525117313925,2.1591966517266347e-05,,
Classical,20,100,0.046859679271604074,0.014640060650419248,0.07389525117314015,2.159196651724855e-05,29.0,1.0
PPI,50,100,-0.06877982980171611,0.026248530513173482,0.2484592822479042,2.6163037197687403e-06,,
Classical,50,100,-0.06877982980171611,0.02624853051317358,0.2484592822479044,2.616303719769728e-06,0.0,1.0
PPI,50,100,-0.06877982980171611,0.025440555415033993,0.15831306835352915,2.7999633470391086e-05,,
Classical,50,100,-0.06877982980171611,0.025440555415034025,0.15831306835352857,2.7999633470388738e-05,1.0,1.0
PPI,50,100,-0.06877982980171611,0.022555441982068093,0.11454559798067186,7.024752883168728e-06,,
Classical,50,100,-0.06877982980171611,0.022555441982067985,0.11454559798067258,7.024752883166962e-06,2.0,1.0
PPI,50,100,-0.06877982980171611,0.011806716831235742,0.0864459883235187,1.3641614933808952e-05,,
Classical,50,100,-0.06877982980171611,0.011806716831235756,0.08644598832351896,1.3641614933808132e-05,3.0,1.0
PPI,50,100,-0.06877982980171611,0.012453917904436607,0.06820500881710993,9.824468129819088e-06,,
Classical,50,100,-0.06877982980171611,0.012453917904436573,0.06820500881710959,9.824468129818392e-06,4.0,1.0
PPI,50,100,-0.06877982980171611,0.020526231252539127,0.16212153621859815,3.270177085380075e-06,,
Classical,50,100,-0.06877982980171611,0.020526231252539006,0.16212153621859718,3.2701770853846925e-06,5.0,1.0
PPI,50,100,-0.06877982980171611,0.01426197248905686,0.0864883050756677,6.761297239242237e-07,,
Classical,50,100,-0.06877982980171611,0.014261972489056855,0.08648830507566688,6.761297239242237e-07,6.0,1.0
PPI,50,100,-0.06877982980171611,0.014411410852261528,0.24828662902029502,1.526670530805242e-05,,
Classical,50,100,-0.06877982980171611,0.014411410852261514,0.24828662902029403,1.5266705308065433e-05,7.0,1.0
PPI,50,100,-0.06877982980171611,0.01924875311088965,0.12844617079766074,0.00028119107036844303,,
Classical,50,100,-0.06877982980171611,0.01924875311088968,0.12844617079766213,0.0002811910703683239,8.0,1.0
PPI,50,100,-0.06877982980171611,0.0185519097152529,0.12786822618371976,6.334651988319676e-08,,
Classical,50,100,-0.06877982980171611,0.018551909715252893,0.12786822618371754,6.334651988481745e-08,9.0,1.0
PPI,50,100,-0.06877982980171611,0.020049377473116855,0.08959340234728533,1.0668765439704692e-05,,
Classical,50,100,-0.06877982980171611,0.020049377473116827,0.08959340234728613,1.0668765439706144e-05,10.0,1.0
PPI,50,100,-0.06877982980171611,0.022489392198409855,0.09931689541951484,1.8141780694596928e-07,,
Classical,50,100,-0.06877982980171611,0.02248939219840992,0.09931689541951624,1.8141780694464524e-07,11.0,1.0
PPI,50,100,-0.06877982980171611,0.015321745157739146,0.11203798756206852,9.132544684281943e-05,,
Classical,50,100,-0.06877982980171611,0.015321745157739158,0.11203798756206905,9.132544684280563e-05,12.0,1.0
PPI,50,100,-0.06877982980171611,0.03159708921646495,0.17566936648920414,1.458051048758168e-05,,
Classical,50,100,-0.06877982980171611,0.03159708921646486,0.17566936648920375,1.4580510487590158e-05,13.0,1.0
PPI,50,100,-0.06877982980171611,0.014866967772654765,0.08815061514430741,2.5739902428863663e-05,,
Classical,50,100,-0.06877982980171611,0.014866967772654775,0.08815061514430775,2.5739902428846767e-05,14.0,1.0
PPI,50,100,-0.06877982980171611,0.01649214039989736,0.19104841373319184,4.7449813227425856e-05,,
Classical,50,100,-0.06877982980171611,0.01649214039989739,0.19104841373319106,4.744981322740559e-05,15.0,1.0
PPI,50,100,-0.06877982980171611,0.02082041030204383,0.1507390744229278,4.2593586622447094e-05,,
Classical,50,100,-0.06877982980171611,0.02082041030204372,0.1507390744229274,4.25935866224375e-05,16.0,1.0
PPI,50,100,-0.06877982980171611,0.023531918419504482,0.1288814681278931,1.832184995457655e-05,,
Classical,50,100,-0.06877982980171611,0.023531918419504468,0.12888146812789156,1.8321849954590328e-05,17.0,1.0
PPI,50,100,-0.06877982980171611,0.017857096240335782,0.13706279190061116,1.1294989324645182e-07,,
Classical,50,100,-0.06877982980171611,0.01785709624033579,0.13706279190061135,1.1294989324742193e-07,18.0,1.0
PPI,50,100,-0.06877982980171611,0.0226116164056897,0.14532217325312266,4.2198611650302725e-05,,
Classical,50,100,-0.06877982980171611,0.0226116164056897,0.14532217325312158,4.219861165031066e-05,19.0,1.0
PPI,50,100,-0.06877982980171611,0.0216450523130543,0.13186127000171907,5.665352380777653e-06,,
Classical,50,100,-0.06877982980171611,0.02164505231305437,0.13186127000172027,5.665352380781105e-06,20.0,1.0
PPI,50,100,-0.06877982980171611,0.024059178555757153,0.18529476335926212,8.962104678994536e-06,,
Classical,50,100,-0.06877982980171611,0.02405917855575718,0.18529476335926423,8.962104678995865e-06,21.0,1.0
PPI,50,100,-0.06877982980171611,0.021746490521857825,0.121529076652058,4.1791505326487916e-05,,
Classical,50,100,-0.06877982980171611,0.02174649052185782,0.12152907665205939,4.179150532646495e-05,22.0,1.0
PPI,50,100,-0.06877982980171611,0.013138185054408114,0.07012137968590139,2.671164103143613e-05,,
Classical,50,100,-0.06877982980171611,0.013138185054408199,0.07012137968590104,2.671164103143957e-05,23.0,1.0
PPI,50,100,-0.06877982980171611,0.016420072364117813,0.09984968449660121,1.8119035307936697e-06,,
Classical,50,100,-0.06877982980171611,0.01642007236411782,0.09984968449660125,1.8119035307969948e-06,24.0,1.0
PPI,50,100,-0.06877982980171611,0.015993682450038047,0.08072975264505382,7.039406622025263e-05,,
Classical,50,100,-0.06877982980171611,0.01599368245003799,0.08072975264505458,7.03940662202517e-05,25.0,1.0
PPI,50,100,-0.06877982980171611,0.015850116405886308,0.09635980939628845,9.890199162688135e-06,,
Classical,50,100,-0.06877982980171611,0.015850116405886395,0.0963598093962892,9.890199162697563e-06,26.0,1.0
PPI,50,100,-0.06877982980171611,0.023978695776983115,0.18199242588589107,0.00010959062760108482,,
Classical,50,100,-0.06877982980171611,0.023978695776983142,0.1819924258858908,0.00010959062760108017,27.0,1.0
PPI,50,100,-0.06877982980171611,0.015803608715408445,0.12228291560487893,8.186302765341175e-05,,
Classical,50,100,-0.06877982980171611,0.015803608715408424,0.12228291560487815,8.186302765339365e-05,28.0,1.0
PPI,50,100,-0.06877982980171611,0.01641475014173341,0.19923436531843466,0.00014797754572665474,,
Classical,50,100,-0.06877982980171611,0.016414750141733506,0.19923436531843391,0.00014797754572669255,29.0,1.0
PPI,100,100,0.023199872000385834,165.03503217401655,971.7991919071834,0.0038311071451454302,,
Classical,100,100,0.023199872000385834,165.0350321740195,971.7991919071998,0.0038311071451454163,0.0,1.0
PPI,100,100,0.023199872000385834,0.4986569545570543,2.7589864609623307,8.827645266411223e-05,,
Classical,100,100,0.023199872000385834,0.4986569545570497,2.758986460962304,8.827645266408407e-05,1.0,1.0
PPI,100,100,0.023199872000385834,0.9529754848888962,7.931345607544962,0.00012433716556598288,,
Classical,100,100,0.023199872000385834,0.9529754848888871,7.93134560754484,0.00012433716556586898,2.0,1.0
PPI,100,100,0.023199872000385834,14.548080585558193,117.60118036714577,0.004356538859275547,,
Classical,100,100,0.023199872000385834,14.548080585558191,117.60118036714566,0.004356538859276191,3.0,1.0
PPI,100,100,0.023199872000385834,238.43229579954877,1681.2986423203254,0.00216200243325947,,
Classical,100,100,0.023199872000385834,238.43229579954613,1681.298642320309,0.0021620024332593773,4.0,1.0
PPI,100,100,0.023199872000385834,6.713531375588664,39.415398006734605,9.699590232782112e-05,,
Classical,100,100,0.023199872000385834,6.713531375588804,39.41539800673571,9.699590232743623e-05,5.0,1.0
PPI,100,100,0.023199872000385834,3.6962439463673604,22.69721638781398,0.000828612722330671,,
Classical,100,100,0.023199872000385834,3.696243946367423,22.69721638781425,0.000828612722330198,6.0,1.0
PPI,100,100,0.023199872000385834,8.067257653438379,53.86650368195825,1.8148614728517564e-05,,
Classical,100,100,0.023199872000385834,8.067257653438368,53.86650368195822,1.814861472845809e-05,7.0,1.0
PPI,100,100,0.023199872000385834,15.733595213797155,166.78513134325593,0.00022415716553188833,,
Classical,100,100,0.023199872000385834,15.733595213797035,166.7851313432546,0.0002241571655318019,8.0,1.0
PPI,100,100,0.023199872000385834,16.485813082961883,117.70729860381365,0.0021551879146946536,,
Classical,100,100,0.023199872000385834,16.4858130829619,117.70729860381381,0.002155187914694427,9.0,1.0
PPI,100,100,0.023199872000385834,28.32311187328293,143.47580060359763,0.005846334303923456,,
Classical,100,100,0.023199872000385834,28.323111873282404,143.47580060359542,0.005846334303922607,10.0,1.0
PPI,100,100,0.023199872000385834,0.5771836053435888,4.225485029831495,2.8178056554297314e-06,,
Classical,100,100,0.023199872000385834,0.5771836053435857,4.225485029831512,2.8178056554375584e-06,11.0,1.0
PPI,100,100,0.023199872000385834,21.267138393582172,198.87129496902594,0.00042577276473751316,,
Classical,100,100,0.023199872000385834,21.267138393582044,198.87129496902483,0.0004257727647378636,12.0,1.0
PPI,100,100,0.023199872000385834,0.7210121352488922,4.803372155595183,0.0007994827220890479,,
Classical,100,100,0.023199872000385834,0.721012135248908,4.803372155595247,0.0007994827220901355,13.0,1.0
PPI,100,100,0.023199872000385834,6674.080860069338,49264.14671490963,0.9493111349153932,,
Classical,100,100,0.023199872000385834,6674.08086006937,49264.146714909875,0.9493111349153954,14.0,1.0
PPI,100,100,0.023199872000385834,478.79063071255507,3430.782093456984,0.3991029315781575,,
Classical,100,100,0.023199872000385834,478.7906307125532,3430.782093456974,0.39910293157816706,15.0,1.0
PPI,100,100,0.023199872000385834,0.2762910663753496,1.765974740681065,0.00012808295161172983,,
Classical,100,100,0.023199872000385834,0.27629106637534795,1.7659747406810473,0.00012808295161173484,16.0,1.0
PPI,100,100,0.023199872000385834,1.461769227832159,10.471143064865874,2.3633641654486992e-05,,
Classical,100,100,0.023199872000385834,1.4617692278321743,10.471143064866,2.363364165443086e-05,17.0,1.0
PPI,100,100,0.023199872000385834,1.6068911365642087,18.457335481880815,0.0006753296616901711,,
Classical,100,100,0.023199872000385834,1.606891136564201,18.45733548188073,0.000675329661690254,18.0,1.0
PPI,100,100,0.023199872000385834,2.311021222894592,12.642340332351193,2.015865722382029e-05,,
Classical,100,100,0.023199872000385834,2.311021222894604,12.64234033235125,2.0158657223783404e-05,19.0,1.0
PPI,100,100,0.023199872000385834,87.00971528644764,705.2044631112328,0.026270289830823638,,
Classical,100,100,0.023199872000385834,87.00971528644915,705.2044631112428,0.02627028983082326,20.0,1.0
PPI,100,100,0.023199872000385834,12.64481261190289,93.2232080487655,0.00227579240178944,,
Classical,100,100,0.023199872000385834,12.644812611902783,93.22320804876475,0.002275792401789677,21.0,1.0
PPI,100,100,0.023199872000385834,1.9273440552947472,8.755185511134439,0.000766826242237614,,
Classical,100,100,0.023199872000385834,1.9273440552946624,8.755185511133856,0.0007668262422342138,22.0,1.0
PPI,100,100,0.023199872000385834,3.7107095243718256,28.332056994074016,0.00021639965665963502,,
Classical,100,100,0.023199872000385834,3.7107095243718122,28.33205699407393,0.00021639965665981795,23.0,1.0
PPI,100,100,0.023199872000385834,79.08486786199033,709.7134096062819,0.016040251505346582,,
Classical,100,100,0.023199872000385834,79.08486786198655,709.7134096062476,0.01604025150534325,24.0,1.0
PPI,100,100,0.023199872000385834,92.42572316096208,453.5090994687628,0.01278150533171777,,
Classical,100,100,0.023199872000385834,92.42572316096307,453.509099468768,0.012781505331722162,25.0,1.0
PPI,100,100,0.023199872000385834,4.892951430069377,34.420386301949016,0.00016603385965067373,,
Classical,100,100,0.023199872000385834,4.892951430069396,34.420386301949065,0.00016603385965056894,26.0,1.0
PPI,100,100,0.023199872000385834,2.324646636059129,21.671448828707053,6.775796109040786e-05,,
Classical,100,100,0.023199872000385834,2.3246466360592195,21.671448828707863,6.775796109025066e-05,27.0,1.0
PPI,100,100,0.023199872000385834,0.49698534947737166,3.265832065708071,0.0001847237423192353,,
Classical,100,100,0.023199872000385834,0.49698534947736744,3.265832065708065,0.0001847237423191357,28.0,1.0
PPI,100,100,0.023199872000385834,2.2701080655308674,15.219653301506753,6.954523428005259e-06,,
Classical,100,100,0.023199872000385834,2.2701080655308856,15.219653301506892,6.954523428001325e-06,29.0,1.0
PPI,200,100,-0.04139610368632015,0.0037786321243817827,0.027882453211313142,7.323265281495312e-08,,
Classical,200,100,-0.04139610368632015,0.14554510544050778,1.259633651736815,8.155424150730972e-07,0.0,1.0
PPI,200,100,-0.04139610368632015,0.0047878066496483355,0.05296151894168263,1.1215613854161216e-08,,
Classical,200,100,-0.04139610368632015,0.15231673157728415,1.0081517511368085,1.5819665000250886e-06,1.0,1.0
PPI,200,100,-0.04139610368632015,0.004957594549447377,0.03501719932635919,2.151859147667474e-07,,
Classical,200,100,-0.04139610368632015,0.12746082266316536,1.0386446612727758,1.4154984018638655e-07,2.0,1.0
PPI,200,100,-0.04139610368632015,0.004928090821321087,0.04360304442814156,2.1472304805114732e-07,,
Classical,200,100,-0.04139610368632015,0.1484378901920284,1.1573734459523621,1.9425740384705266e-07,3.0,1.0
PPI,200,100,-0.04139610368632015,0.005385656640678944,0.03854820469507427,1.9512635674289474e-07,,
Classical,200,100,-0.04139610368632015,0.15437548554431108,1.6419311781020003,6.857674391086064e-06,4.0,1.0
PPI,200,100,-0.04139610368632015,0.004934186928478575,0.033301024239589874,2.73332262379718e-07,,
Classical,200,100,-0.04139610368632015,0.1640345326965046,1.2567186886699018,3.199063222632831e-08,5.0,1.0
PPI,200,100,-0.04139610368632015,0.006013298751249837,0.057224828710130494,6.799734185827239e-09,,
Classical,200,100,-0.04139610368632015,0.1600927001863821,1.1235715834234552,1.294743713809708e-06,6.0,1.0
PPI,200,100,-0.04139610368632015,0.006530769997014843,0.040302639573644564,2.6718897757996317e-08,,
Classical,200,100,-0.04139610368632015,0.1909376723990316,1.830499832365449,2.6067771006964344e-06,7.0,1.0
PPI,200,100,-0.04139610368632015,0.0038315566347676324,0.03464179945943643,3.771237172282392e-09,,
Classical,200,100,-0.04139610368632015,0.15725820037260518,1.6527763878733914,4.004676866381911e-06,8.0,1.0
PPI,200,100,-0.04139610368632015,0.004587265351683237,0.04822122627915808,5.392452473911657e-07,,
Classical,200,100,-0.04139610368632015,0.16537580553188477,1.0459994643110595,3.4280677854069456e-05,9.0,1.0
PPI,200,100,-0.04139610368632015,0.004440527692748373,0.03249413527987805,7.19757747106197e-07,,
Classical,200,100,-0.04139610368632015,0.15659535026180038,1.0535337156874258,4.0266126015462344e-05,10.0,1.0
PPI,200,100,-0.04139610368632015,0.004272266527782524,0.04167407977338148,1.743386841160962e-12,,
Classical,200,100,-0.04139610368632015,0.1702617940000245,1.3709390397316827,3.4726897356103384e-05,11.0,1.0
PPI,200,100,-0.04139610368632015,0.004638236087873759,0.03475132688012672,1.01613303120536e-06,,
Classical,200,100,-0.04139610368632015,0.14151157338536946,0.8160989861249555,8.152401906645863e-07,12.0,1.0
PPI,200,100,-0.04139610368632015,0.004813935554307328,0.03591500637445086,3.937916068624089e-07,,
Classical,200,100,-0.04139610368632015,0.17744481085923802,1.1680309933231738,4.361059127064219e-07,13.0,1.0
PPI,200,100,-0.04139610368632015,0.0039474773278881615,0.03896543969386764,5.884325914490571e-07,,
Classical,200,100,-0.04139610368632015,0.1834163558231488,1.1677385065789412,0.00023023176320573414,14.0,1.0
PPI,200,100,-0.04139610368632015,0.004758858940971797,0.04630623938773548,4.220969847129618e-08,,
Classical,200,100,-0.04139610368632015,0.16513255606007612,1.4349538370345114,2.5063526809573784e-10,15.0,1.0
PPI,200,100,-0.04139610368632015,0.005998266066237241,0.0567504312504487,1.64653777034548e-07,,
