method,p,n,trial,std,theta,error,error_max,error_min
PPI,500,1000,0,1.0,0.016554240484133936,0.002350668323635543,0.0337495195768003,4.6302923614802136e-09
Classical,500,1000,0,1.0,0.016554240484133936,0.002350668323635511,0.03374951957680111,4.630292361351785e-09
PPI,500,1000,1,1.0,0.016554240484133936,0.0021604267286766013,0.01868474457669926,1.2117276201736441e-08
Classical,500,1000,1,1.0,0.016554240484133936,0.0021604267286766065,0.018684744576698803,1.2117276202616366e-08
PPI,500,1000,2,1.0,0.016554240484133936,0.0018910421415878152,0.015977357181345714,1.9896717475660055e-08
Classical,500,1000,2,1.0,0.016554240484133936,0.0018910421415878332,0.015977357181345825,1.9896717475064965e-08
PPI,500,1000,3,1.0,0.016554240484133936,0.002200209911547677,0.029795723670655694,1.9722691947090732e-09
Classical,500,1000,3,1.0,0.016554240484133936,0.0022002099115476553,0.02979572367065385,1.972269194156854e-09
PPI,500,1000,4,1.0,0.016554240484133936,0.0020638856783292124,0.015749755050087418,3.856200947198982e-09
Classical,500,1000,4,1.0,0.016554240484133936,0.0020638856783292063,0.015749755050086887,3.856200947230007e-09
PPI,500,1000,5,1.0,0.016554240484133936,0.002037479322538693,0.02115899969743849,1.7500945439190704e-08
Classical,500,1000,5,1.0,0.016554240484133936,0.002037479322538697,0.02115899969743836,1.7500945439172344e-08
PPI,500,1000,6,1.0,0.016554240484133936,0.002082264032814414,0.02056689234370644,6.73792486173849e-10
Classical,500,1000,6,1.0,0.016554240484133936,0.0020822640328144125,0.02056689234370689,6.737924862141951e-10
PPI,500,1000,7,1.0,0.016554240484133936,0.0020620502937203538,0.02378613295030664,2.331524383119065e-10
Classical,500,1000,7,1.0,0.016554240484133936,0.002062050293720356,0.0237861329503064,2.331524382813922e-10
PPI,500,1000,8,1.0,0.016554240484133936,0.001704731839445175,0.024510729409731348,3.066508391893574e-08
Classical,500,1000,8,1.0,0.016554240484133936,0.0017047318394451743,0.024510729409730585,3.066508391796366e-08
PPI,500,1000,9,1.0,0.016554240484133936,0.001845702643490311,0.022597638407118092,3.664472284314464e-08
Classical,500,1000,9,1.0,0.016554240484133936,0.001845702643490328,0.02259763840711796,3.664472284169945e-08
PPI,500,1000,10,1.0,0.016554240484133936,0.00202615411268025,0.01752340347200974,1.2663036700341945e-09
Classical,500,1000,10,1.0,0.016554240484133936,0.002026154112680234,0.01752340347200944,1.266303670121111e-09
PPI,500,1000,11,1.0,0.016554240484133936,0.0023725763932081335,0.029522653975531294,1.7279276425407436e-07
Classical,500,1000,11,1.0,0.016554240484133936,0.0023725763932081183,0.029522653975532363,1.7279276425453586e-07
PPI,500,1000,12,1.0,0.016554240484133936,0.002132733482601938,0.0367567511849398,6.216897526873079e-08
Classical,500,1000,12,1.0,0.016554240484133936,0.002132733482601924,0.03675675118493878,6.21689752678173e-08
PPI,500,1000,13,1.0,0.016554240484133936,0.002102175859391035,0.019350871672038777,6.661298979460974e-08
Classical,500,1000,13,1.0,0.016554240484133936,0.0021021758593910388,0.019350871672038448,6.661298979873595e-08
PPI,500,1000,14,1.0,0.016554240484133936,0.0019490596803672668,0.01878847226978862,1.5468261784000596e-07
Classical,500,1000,14,1.0,0.016554240484133936,0.001949059680367264,0.018788472269789715,1.546826178408465e-07
PPI,500,1000,15,1.0,0.016554240484133936,0.002032150838665376,0.022358515123799497,1.5524603312730395e-12
Classical,500,1000,15,1.0,0.016554240484133936,0.002032150838665394,0.022358515123799032,1.5524603309963769e-12
PPI,500,1000,16,1.0,0.016554240484133936,0.0019971391448477182,0.04111087415367812,3.1208822631160643e-11
Classical,500,1000,16,1.0,0.016554240484133936,0.0019971391448477148,0.04111087415367776,3.120882263426177e-11
PPI,500,1000,17,1.0,0.016554240484133936,0.0020675970472521605,0.0199651039488281,5.293007073622173e-10
Classical,500,1000,17,1.0,0.016554240484133936,0.002067597047252165,0.0199651039488265,5.293007071412756e-10
PPI,500,1000,18,1.0,0.016554240484133936,0.0020126841353694186,0.027732370595689577,1.511225731637552e-08
Classical,500,1000,18,1.0,0.016554240484133936,0.00201268413536942,0.027732370595690243,1.5112257315775e-08
PPI,500,1000,19,1.0,0.016554240484133936,0.002262364359348469,0.033346879125955665,1.839648836502102e-08
Classical,500,1000,19,1.0,0.016554240484133936,0.00226236435934846,0.033346879125955055,1.8396488367761643e-08
PPI,500,1000,20,1.0,0.016554240484133936,0.002413524324857149,0.01916227296529579,1.2648238799818341e-08
Classical,500,1000,20,1.0,0.016554240484133936,0.00241352432485712,0.019162272965296188,1.264823879874454e-08
PPI,500,1000,21,1.0,0.016554240484133936,0.0019603409641715626,0.020589653819505064,1.8677606884070284e-08
Classical,500,1000,21,1.0,0.016554240484133936,0.001960340964171552,0.020589653819504967,1.8677606882917138e-08
PPI,500,1000,22,1.0,0.016554240484133936,0.00211160196439786,0.024933499931444624,7.270102390708876e-08
Classical,500,1000,22,1.0,0.016554240484133936,0.002111601964397839,0.024933499931444763,7.270102391035168e-08
PPI,500,1000,23,1.0,0.016554240484133936,0.0019280291595534789,0.016765320693872078,3.6447806124503633e-09
