method,p,n,trial,std,theta,error,error_max,error_min
Classical,500,1000,23,1.0,0.016554240484133936,0.0019280291595534882,0.01676532069387271,3.6447806124235527e-09
PPI,500,1000,24,1.0,0.016554240484133936,0.0021886931626242663,0.017526310935538563,2.0693529260760518e-09
Classical,500,1000,24,1.0,0.016554240484133936,0.002188693162624275,0.01752631093553912,2.0693529257730265e-09
PPI,500,1000,25,1.0,0.016554240484133936,0.002042228822760122,0.02480198025885553,2.2089632968130188e-10
Classical,500,1000,25,1.0,0.016554240484133936,0.0020422288227601023,0.024801980258856157,2.2089632981330812e-10
PPI,500,1000,26,1.0,0.016554240484133936,0.00213554975567764,0.02932451312619995,4.641616245180531e-08
Classical,500,1000,26,1.0,0.016554240484133936,0.002135549755677648,0.02932451312620035,4.641616245032232e-08
PPI,500,1000,27,1.0,0.016554240484133936,0.0018105693418043662,0.013134491701545363,3.056506228410365e-09
Classical,500,1000,27,1.0,0.016554240484133936,0.0018105693418043539,0.01313449170154572,3.056506228091192e-09
PPI,500,1000,28,1.0,0.016554240484133936,0.0016745379424071762,0.014920974765569603,1.3557058587902662e-07
Classical,500,1000,28,1.0,0.016554240484133936,0.0016745379424071758,0.014920974765569183,1.3557058588123407e-07
PPI,500,1000,29,1.0,0.016554240484133936,0.001957010350611762,0.019483419431052005,1.43678551602065e-09
Classical,500,1000,29,1.0,0.016554240484133936,0.001957010350611762,0.019483419431051634,1.436785516231065e-09
PPI,500,1000,30,1.0,0.016554240484133936,0.0020793585656074328,0.023513066569688514,1.8964554627289334e-07
Classical,500,1000,30,1.0,0.016554240484133936,0.0020793585656074393,0.023513066569689538,1.8964554627371525e-07
PPI,500,1000,31,1.0,0.016554240484133936,0.0018672029400585114,0.02422097386319866,1.9635846941092906e-09
Classical,500,1000,31,1.0,0.016554240484133936,0.0018672029400585196,0.02422097386319866,1.9635846938436287e-09
PPI,500,1000,32,1.0,0.016554240484133936,0.0021566185522585287,0.0234955453151105,1.26228408961918e-07
Classical,500,1000,32,1.0,0.016554240484133936,0.0021566185522585313,0.02349554531510938,1.2622840896531025e-07
PPI,500,1000,33,1.0,0.016554240484133936,0.002105347730853888,0.02162742788546081,1.568786926957004e-10
Classical,500,1000,33,1.0,0.016554240484133936,0.0021053477308538822,0.021627427885460394,1.5687869267345132e-10
PPI,500,1000,34,1.0,0.016554240484133936,0.002102692657052255,0.04208614849310001,3.83100873694503e-09
Classical,500,1000,34,1.0,0.016554240484133936,0.0021026926570522743,0.04208614849309999,3.831008736793852e-09
PPI,500,1000,35,1.0,0.016554240484133936,0.002074405892885642,0.018848444947578716,6.36835128978204e-08
Classical,500,1000,35,1.0,0.016554240484133936,0.0020744058928856184,0.018848444947578074,6.368351289838075e-08
PPI,500,1000,36,1.0,0.016554240484133936,0.0019272823366800872,0.02082962741942308,1.7537592625302747e-08
Classical,500,1000,36,1.0,0.016554240484133936,0.0019272823366800953,0.020829627419422694,1.7537592626625985e-08
PPI,500,1000,37,1.0,0.016554240484133936,0.0018911610229991342,0.022949597055585833,8.198318474528722e-11
Classical,500,1000,37,1.0,0.016554240484133936,0.0018911610229991442,0.02294959705558503,8.198318474830296e-11
PPI,500,1000,38,1.0,0.016554240484133936,0.0021582179972836867,0.02166894437566316,2.1661309303259635e-10
Classical,500,1000,38,1.0,0.016554240484133936,0.002158217997283691,0.021668944375661723,2.1661309293782426e-10
PPI,500,1000,39,1.0,0.016554240484133936,0.0020714740658863743,0.017668908023257723,6.161804658534614e-10
Classical,500,1000,39,1.0,0.016554240484133936,0.0020714740658863704,0.017668908023258725,6.161804658479496e-10
PPI,500,1000,40,1.0,0.016554240484133936,0.002199524623648184,0.020871452991918216,7.4229976361308916e-09
Classical,500,1000,40,1.0,0.016554240484133936,0.0021995246236481904,0.020871452991918015,7.422997635576102e-09
PPI,500,1000,41,1.0,0.016554240484133936,0.002108751942647233,0.027939674952673087,1.1150614982583616e-09
Classical,500,1000,41,1.0,0.016554240484133936,0.0021087519426472435,0.02793967495267279,1.115061498110069e-09
PPI,500,1000,42,1.0,0.016554240484133936,0.00215412182139434,0.025456086822683348,5.98955983653183e-09
Classical,500,1000,42,1.0,0.016554240484133936,0.0021541218213943308,0.025456086822684125,5.989559835535127e-09
PPI,500,1000,43,1.0,0.016554240484133936,0.0019944470884678597,0.024680127770577535,4.9154545881193207e-08
Classical,500,1000,43,1.0,0.016554240484133936,0.001994447088467853,0.024680127770576595,4.9154545881193207e-08
PPI,500,1000,44,1.0,0.016554240484133936,0.0018696576323132686,0.02292042717547417,3.6645865537508515e-09
Classical,500,1000,44,1.0,0.016554240484133936,0.0018696576323132734,0.022920427175474774,3.664586554160822e-09
PPI,500,1000,45,1.0,0.016554240484133936,0.0025225895969046446,0.023847401479603087,5.520454452215994e-09
Classical,500,1000,45,1.0,0.016554240484133936,0.0025225895969046507,0.0238474014796035,5.520454451304487e-09
PPI,500,1000,46,1.0,0.016554240484133936,0.0021940769211725025,0.030185967764947776,5.319822756285736e-09
Classical,500,1000,46,1.0,0.016554240484133936,0.0021940769211725142,0.03018596776494855,5.319822756386956e-09
PPI,500,1000,47,1.0,0.016554240484133936,0.002221554226162334,0.01884509484969593,4.512809103297249e-09
Classical,500,1000,47,1.0,0.016554240484133936,0.002221554226162351,0.018845094849695595,4.512809103491162e-09
PPI,500,1000,48,1.0,0.016554240484133936,0.002026402481930807,0.026185953955613253,2.9426965171414625e-08
Classical,500,1000,48,1.0,0.016554240484133936,0.0020264024819307983,0.02618595395561363,2.9426965172121077e-08
PPI,500,1000,49,1.0,0.016554240484133936,0.002113868728755115,0.01757441884644919,2.691541878552583e-10
Classical,500,1000,49,1.0,0.016554240484133936,0.002113868728755114,0.017574418846450134,2.691541877801246e-10
