method,p,n,trial,std,lambda,theta,error,error_max,error_min
PPI,2,10,0,1.0,0.6080094136601055,0.4048964982053287,0.02777505019081128,0.05544068472236698,0.00010941565925557447
Classical,2,10,0,1.0,,0.4048964982053287,0.16784111958354847,0.3347308213829726,0.000951417784124327
PPI,2,10,1,1.0,0.3641606208955864,0.4048964982053287,0.19596229022071587,0.21094227541934005,0.18098230502209167
Classical,2,10,1,1.0,,0.4048964982053287,0.4806260137587334,0.5211112678849829,0.44014075963248395
PPI,2,10,2,1.0,1.0,0.4048964982053287,3.1758759021461314e-05,5.0540558580070504e-05,1.297695946285212e-05
Classical,2,10,2,1.0,,0.4048964982053287,0.16998471550493974,0.3164460785121523,0.023523352497727214
PPI,2,10,3,1.0,0.32858708543147,0.4048964982053287,0.006338369533339135,0.010419428171001324,0.002257310895676946
Classical,2,10,3,1.0,,0.4048964982053287,0.01353566945218191,0.021387956999046588,0.005683381905317232
PPI,2,10,4,1.0,1.0,0.4048964982053287,5.6770471539829576e-05,8.428408754450005e-05,2.925685553515911e-05
Classical,2,10,4,1.0,,0.4048964982053287,0.045218534736119025,0.08847745137332325,0.001959618098914805
PPI,2,10,5,1.0,0.3393382782031548,0.4048964982053287,0.06458785514227423,0.12885294184616267,0.0003227684383857918
Classical,2,10,5,1.0,,0.4048964982053287,0.1465856427447819,0.2927744135530849,0.00039687193647887955
PPI,2,10,6,1.0,0.3459915550493139,0.4048964982053287,0.04123742429067,0.07624017925469294,0.006234669326647056
Classical,2,10,6,1.0,,0.4048964982053287,0.09572981359951352,0.17793208156715756,0.013527545631869474
PPI,2,10,7,1.0,1.0,0.4048964982053287,0.0001017203482370371,0.0001977128173988376,5.727879075236627e-06
Classical,2,10,7,1.0,,0.4048964982053287,0.0988571187683848,0.18136574421845755,0.016348493318312035
PPI,2,10,8,1.0,1.0,0.4048964982053287,5.016257907301325e-05,9.713563537909806e-05,3.1895227669284437e-06
Classical,2,10,8,1.0,,0.4048964982053287,0.13522463435749574,0.16950466078655493,0.10094460792843653
PPI,2,10,9,1.0,0.9125307218409561,0.4048964982053287,0.00212640852602107,0.003624446669131025,0.0006283703829111145
Classical,2,10,9,1.0,,0.4048964982053287,0.21741479461659913,0.31178223653883314,0.1230473526943651
PPI,2,10,10,1.0,1.0,0.4048964982053287,0.0001231858422479512,0.00024566292735665767,7.087571392447206e-07
Classical,2,10,10,1.0,,0.4048964982053287,0.0030399658841453077,0.0051996160261644185,0.0008803157421261965
PPI,2,10,11,1.0,0.5486277414399343,0.4048964982053287,0.002328452330340281,0.003697742626687103,0.0009591620339934587
Classical,2,10,11,1.0,,0.4048964982053287,0.013166084156079023,0.01827990491186719,0.008052263400290855
PPI,2,10,12,1.0,1.0,0.4048964982053287,4.8504769276163124e-05,9.265526760039139e-05,4.354270951934863e-06
Classical,2,10,12,1.0,,0.4048964982053287,0.03144506376530159,0.06278453980631728,0.00010558772428589689
PPI,2,10,13,1.0,1.0,0.4048964982053287,8.504494007976201e-05,0.0001659868970421571,4.102983117366908e-06
Classical,2,10,13,1.0,,0.4048964982053287,0.06341587141218671,0.1105097833385353,0.016321959485838127
PPI,2,10,14,1.0,0.6716354189026289,0.4048964982053287,0.017590097898228862,0.03501881470247018,0.00016138109398753875
Classical,2,10,14,1.0,,0.4048964982053287,0.1773146366298379,0.35324953952993776,0.0013797337297380458
PPI,2,10,15,1.0,1.0,0.4048964982053287,6.336309999521078e-05,7.839401380917292e-05,4.833218618124866e-05
Classical,2,10,15,1.0,,0.4048964982053287,0.004145598631886356,0.008289776379872877,1.4208838998363264e-06
PPI,2,10,16,1.0,1.0,0.4048964982053287,5.778213682788027e-05,0.00010022670878851059,1.5337564867249938e-05
Classical,2,10,16,1.0,,0.4048964982053287,0.1334245917091892,0.18311722721205909,0.08373195620631929
